Posn_Id,Skill_Id,Play_Id,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,Freekick_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing_Tackle,Sliding_Tackle,Gk_Diving,Gk_Handling,Gk_Kicking,Gk_Positioning,Gk_Reflexes
8095798,9086788,237605,42,55,51,65,32,60,44,41,63,64,64,61,73,62,66,68,59,46,60,64,58,49,45,60,54,50,60,56,55,8,6,12,8,10
8095799,9086789,231461,48,41,54,67,45,53,41,44,62,49,60,62,57,58,71,46,52,76,64,42,60,56,51,55,42,57,60,57,56,6,8,14,7,6
8095800,9086790,221989,49,36,57,54,26,44,27,30,49,51,64,67,61,57,71,34,70,64,64,38,47,58,27,35,40,49,61,63,63,7,10,10,15,10
8095801,9086791,211237,53,66,58,59,46,62,43,37,56,63,66,70,57,55,64,59,68,64,60,56,45,20,56,56,61,57,26,25,20,14,14,11,9,15
8095802,9086792,200485,55,53,28,56,47,61,43,45,51,59,85,83,86,55,83,55,72,69,31,39,42,40,52,52,46,50,29,31,32,9,8,9,15,10
8095803,9086793,244772,55,42,39,57,39,66,48,48,49,63,76,74,72,57,82,47,59,65,42,41,32,24,57,51,53,50,28,27,36,12,8,10,6,7
8095804,9086794,239138,55,59,51,57,53,57,46,36,47,58,79,77,78,58,69,59,54,59,57,43,54,30,57,58,48,47,34,32,36,12,6,9,7,7
8095805,9086795,224546,40,42,42,62,28,68,33,37,56,64,71,65,81,62,73,52,74,64,51,32,51,43,61,62,40,53,46,45,40,13,6,15,11,9
8095806,9086796,246049,30,65,59,53,49,55,30,34,45,55,69,68,54,60,79,60,65,70,59,53,31,19,59,41,55,58,11,12,17,6,7,12,6,6
8095807,9086797,244257,48,61,54,62,49,75,48,32,46,62,69,69,69,58,68,53,75,55,62,50,33,22,59,53,50,52,21,24,21,14,9,9,6,14
8095808,9086798,190240,36,37,61,44,46,39,33,30,42,49,40,44,42,57,48,48,62,72,74,42,59,57,44,41,39,50,63,60,59,12,16,15,10,14
8095809,9086799,242720,23,18,52,59,28,55,28,33,55,55,66,69,52,55,60,45,71,66,74,23,58,60,27,34,34,46,57,62,60,9,8,12,12,11
8095810,9086800,224032,63,63,63,57,56,61,47,39,53,58,66,67,69,57,68,60,66,46,57,55,55,45,61,55,60,60,59,62,59,10,8,8,13,15
8095811,9086801,243999,38,31,43,58,36,50,40,38,52,58,73,69,78,53,78,40,74,74,64,35,76,57,37,49,37,56,66,63,64,13,9,7,9,7
8095812,9086802,241183,13,6,11,27,8,10,14,10,29,14,31,30,37,42,49,20,65,40,50,8,23,11,6,33,11,40,10,10,11,66,65,55,59,61
8095813,9086803,231967,25,24,58,35,29,26,26,31,29,35,56,61,48,55,42,43,75,68,77,21,60,57,23,32,30,56,60,65,62,8,15,5,5,9
8095814,9086804,212255,14,14,18,29,13,12,18,19,32,31,43,48,43,52,49,21,63,32,51,20,24,17,12,13,22,42,21,14,20,64,59,58,57,63
8095815,9086805,183070,9,8,12,23,8,7,9,11,22,13,36,40,42,61,47,19,67,29,73,10,25,19,8,31,23,48,17,12,17,58,59,38,64,62
8095816,9086806,240926,30,23,62,56,30,33,29,35,45,40,52,52,42,56,57,45,64,59,70,21,60,58,25,39,45,55,58,62,59,9,6,6,12,10
8095817,9086807,202014,43,23,56,47,27,48,36,28,45,56,44,37,48,53,47,43,62,70,76,25,67,54,45,49,39,59,61,61,62,10,9,15,10,8
8095818,9086808,243741,35,24,54,39,18,48,23,22,40,47,65,67,64,48,65,35,69,32,73,26,68,61,28,40,39,47,58,63,61,11,9,13,5,13
8095819,9086809,233245,55,62,41,62,46,63,47,47,60,62,67,67,72,50,75,51,59,47,55,54,37,21,50,60,45,58,36,46,52,14,14,6,14,5
8095820,9086810,228637,52,17,60,59,42,53,58,40,58,61,53,59,52,61,56,38,70,62,63,29,50,61,23,51,41,64,60,62,59,7,14,13,12,15
8095821,9086811,214039,63,36,61,52,33,54,53,28,59,51,59,63,56,58,59,44,57,56,76,49,57,63,44,37,37,49,60,63,64,10,9,16,7,7
8095822,9086812,189206,44,28,50,66,42,58,64,63,63,64,70,63,72,49,73,55,76,74,75,58,48,46,42,65,37,65,55,55,51,14,7,10,12,10
8095823,9086813,246806,8,8,11,33,4,15,10,15,35,21,45,33,44,57,40,24,67,24,41,10,15,19,15,52,16,40,18,11,10,59,57,63,58,66
8095824,9086814,239382,7,20,30,28,20,30,31,10,20,34,34,31,26,54,45,23,56,16,61,20,40,28,10,34,45,45,11,12,10,59,64,63,58,60
8095825,9086815,239126,62,23,44,59,21,57,43,32,55,58,71,77,52,58,52,30,60,57,63,27,66,57,54,45,60,43,61,60,60,7,14,7,10,15
8095826,9086816,236310,54,32,49,53,29,69,42,48,44,50,71,74,55,62,66,31,56,63,55,40,59,62,56,45,49,46,59,63,60,8,12,9,8,11
8095827,9086817,240661,60,40,40,68,57,69,67,57,62,69,68,55,69,54,69,52,53,53,31,46,13,11,49,52,58,52,43,22,30,9,12,15,14,6
8095828,9086818,239892,40,64,53,56,53,67,57,45,40,65,75,84,75,54,78,61,58,54,32,61,30,16,45,62,67,56,21,22,19,6,9,8,7,7
8095829,9086819,237332,32,61,38,57,51,64,32,29,30,57,85,83,82,59,81,61,60,66,59,57,70,61,59,51,63,49,13,36,32,9,12,7,8,5
8095830,9086820,227603,63,30,41,60,35,63,54,45,59,62,77,81,78,54,76,41,76,74,74,32,52,52,52,55,37,53,50,60,57,8,12,14,13,14
8095831,9086821,222227,44,55,41,63,50,62,47,49,60,64,74,77,70,53,77,61,57,60,58,58,45,48,59,61,46,60,42,56,54,14,11,16,10,8
8095832,9086822,232210,38,64,47,63,41,57,40,28,44,61,78,74,58,62,65,53,57,77,49,56,43,31,57,58,63,47,28,24,19,11,12,7,13,11
8095833,9086823,241938,59,48,58,65,31,55,33,38,60,60,67,69,79,56,66,51,60,66,57,49,50,59,58,63,44,53,60,58,58,14,13,12,14,15
8095834,9086824,180753,63,65,61,59,58,62,64,49,35,60,61,64,70,59,64,62,64,63,65,59,46,25,57,53,65,53,54,46,27,12,7,16,6,15
8095835,9086825,245265,54,30,55,57,23,60,29,32,50,48,75,73,69,52,64,23,68,61,60,22,61,57,37,38,49,47,59,64,64,6,14,7,10,12
8095836,9086826,209169,48,18,57,54,28,47,30,28,38,53,45,42,58,55,50,34,79,73,85,24,60,56,28,34,33,50,55,60,55,13,7,11,14,6
8095837,9086827,163856,42,60,57,56,54,58,42,41,49,58,64,66,75,61,77,55,64,82,70,60,57,33,63,57,64,60,34,24,17,8,7,13,15,14
8095838,9086828,228368,60,32,55,52,36,60,50,40,46,57,70,68,65,59,70,37,63,53,67,35,78,60,58,45,47,49,55,64,63,7,15,8,9,14
8095839,9086829,198927,57,45,56,62,45,49,47,46,58,58,63,51,67,57,75,57,90,74,58,51,66,58,50,55,52,56,62,60,59,10,14,16,9,11
8095840,9086830,230670,19,11,13,28,15,18,20,20,18,14,25,22,31,54,31,16,53,36,80,13,26,25,11,42,19,27,10,18,14,65,55,58,58,64
8095841,9086831,227854,45,22,58,59,25,42,39,23,29,59,59,48,35,49,64,38,71,60,64,19,60,60,28,51,34,55,59,61,60,7,6,11,15,13
8095842,9086832,246285,35,27,60,48,32,29,31,27,38,43,61,58,49,55,60,51,68,62,64,31,53,55,28,30,48,45,62,69,67,13,13,11,14,11
8095843,9086833,180749,61,52,47,60,44,59,59,32,58,60,73,75,66,58,67,54,71,70,68,54,60,58,56,54,53,58,58,63,60,10,8,6,10,16
8095844,9086834,241165,56,59,45,54,50,68,47,43,42,65,65,68,66,49,80,66,46,67,33,48,31,31,57,63,55,47,22,28,23,14,6,14,5,8
8095845,9086835,229901,24,25,58,55,23,50,26,31,53,60,40,40,58,50,30,33,73,58,74,26,49,59,26,30,40,50,58,62,61,12,12,12,15,13
8095846,9086836,242188,41,54,37,51,45,67,46,49,36,64,72,73,74,54,75,62,54,53,58,53,62,26,66,62,57,58,32,22,17,12,5,12,7,8
8095847,9086837,241164,51,40,66,70,37,60,50,49,65,64,63,55,59,60,74,62,66,50,48,41,61,52,37,58,64,43,59,68,57,11,8,9,12,10
8095848,9086838,170252,42,59,59,53,55,55,54,42,41,56,78,76,78,68,83,47,88,74,61,44,64,23,67,57,56,53,36,38,36,10,15,9,8,7
8095849,9086839,163852,48,34,68,60,48,53,44,43,55,51,59,43,61,48,59,56,75,80,82,33,65,62,29,44,53,66,61,62,61,7,10,14,12,10
8095850,9086840,184843,57,38,60,53,53,40,43,25,52,41,57,62,56,53,68,68,62,89,82,54,65,51,43,36,58,57,57,63,61,15,16,9,7,16
8095851,9086841,232203,58,60,54,56,57,63,60,49,44,61,72,75,64,55,69,70,55,63,79,55,41,26,57,51,50,50,36,29,28,12,11,11,5,11
8095852,9086842,199691,47,29,58,54,37,49,52,44,49,58,67,68,58,61,74,51,64,65,64,38,57,58,33,36,49,43,67,62,62,10,16,16,12,10
8095853,9086843,239626,55,64,63,60,42,61,55,34,47,60,67,64,65,60,55,60,71,56,65,55,32,22,64,58,64,50,27,15,20,12,5,14,15,7
8095854,9086844,231178,26,18,66,53,21,31,24,23,46,44,47,52,52,51,48,42,63,57,77,20,65,53,20,47,34,44,59,62,56,8,14,13,13,9
8095855,9086845,228106,22,17,57,48,21,26,27,22,47,40,53,55,51,50,63,34,70,63,71,16,76,59,30,35,24,49,62,61,59,16,9,15,15,10
8095856,9086846,227082,56,52,39,61,54,68,56,55,54,64,74,74,85,48,86,54,53,71,29,53,28,32,48,60,55,62,53,37,35,9,10,13,6,14
8095857,9086847,224266,40,64,63,55,44,55,44,40,47,61,63,48,64,56,57,68,68,63,73,61,60,24,56,51,71,54,30,21,18,16,12,14,10,12
8095858,9086848,215562,64,29,42,53,23,61,58,55,42,60,76,73,70,55,88,45,72,73,56,28,51,57,51,44,36,57,56,59,58,15,12,12,11,15
8095859,9086849,236297,45,57,44,61,39,63,35,35,56,59,77,78,68,56,70,61,60,59,57,47,55,42,58,53,36,53,26,34,39,9,12,9,10,12
8095860,9086850,169481,58,35,55,55,22,51,45,40,50,55,68,64,70,59,57,43,66,75,68,39,60,57,51,43,41,52,64,58,58,15,14,10,8,16
8095861,9086851,240904,58,27,63,60,29,34,29,32,36,59,61,64,48,56,65,42,70,60,55,21,53,58,24,37,48,43,65,62,60,7,14,8,8,9
8095862,9086852,236296,53,55,55,59,45,64,43,38,54,63,71,74,73,58,76,61,60,63,67,56,40,24,52,54,60,55,33,26,29,11,15,14,11,8
8095863,9086853,214024,11,15,15,29,14,13,18,13,21,22,38,43,54,50,26,25,47,27,78,20,21,22,17,11,30,38,13,13,17,57,60,59,66,62
8095864,9086854,244743,56,55,40,64,45,62,46,49,58,64,68,68,65,55,80,56,50,45,37,39,31,31,58,56,60,49,30,34,30,9,12,7,12,13
8095865,9086855,240128,14,5,10,24,7,9,14,11,25,13,27,23,58,60,45,21,62,28,40,6,18,9,4,29,16,41,20,11,14,56,58,57,63,62
8095866,9086856,239360,30,23,60,57,34,42,42,32,58,54,50,68,50,51,50,60,70,65,75,30,64,58,33,37,45,53,58,60,56,14,8,8,10,14
8095867,9086857,237312,54,55,42,58,60,62,61,56,52,60,72,70,76,61,75,64,44,48,31,58,38,23,60,59,60,53,29,25,22,7,12,6,9,10
8095868,9086858,231936,36,22,57,59,21,40,26,20,56,44,62,65,44,51,46,35,69,60,69,25,67,57,22,42,24,52,62,60,57,8,11,12,5,6
8095869,9086859,210944,45,57,62,50,49,64,50,35,36,64,74,71,64,63,71,55,76,67,55,56,40,15,65,64,59,60,38,16,17,12,7,13,15,9
8095870,9086860,183807,45,65,63,47,59,56,59,38,37,56,59,61,65,59,70,64,73,63,68,59,42,29,62,51,60,58,40,22,18,11,12,9,16,14
8095871,9086861,235519,38,15,61,64,29,56,32,18,62,58,58,56,55,54,62,35,72,45,74,31,69,57,27,53,24,51,61,56,54,11,12,10,13,5
8095872,9086862,183549,12,15,12,25,15,14,12,13,33,16,40,40,39,54,37,25,57,22,52,16,26,14,8,26,13,43,25,12,13,63,62,61,58,64
8095873,9086863,244477,55,57,44,62,52,72,59,48,64,69,76,74,78,51,76,61,58,45,64,43,42,45,40,56,52,60,48,47,49,12,9,6,14,13
8095874,9086864,142333,16,12,12,36,14,12,19,12,23,23,37,38,48,57,42,21,43,33,49,15,37,16,12,33,22,50,10,10,14,62,62,54,62,63
8095875,9086865,53756,13,16,15,25,15,12,15,14,13,21,35,39,54,62,53,34,70,44,73,20,35,15,10,33,26,55,17,18,15,61,61,57,61,60
8095876,9086866,242172,60,47,29,57,43,68,59,58,58,68,73,68,83,50,74,52,72,55,34,36,25,22,47,67,38,61,28,25,29,11,11,8,9,11
8095877,9086867,237308,45,57,53,59,53,62,46,43,45,62,94,93,91,58,85,58,82,61,59,48,58,18,60,49,57,55,38,20,16,14,8,8,15,8
8095878,9086868,235516,64,41,36,64,31,61,64,52,65,64,75,79,76,56,68,46,52,67,44,58,67,57,53,58,38,47,57,57,61,11,11,8,14,7
8095879,9086869,225532,64,32,50,66,33,62,53,41,61,64,73,74,67,62,72,45,74,69,63,36,57,63,55,56,33,62,60,62,59,12,8,13,16,13
8095880,9086870,224252,54,57,31,63,59,68,63,65,53,66,75,68,85,56,88,55,53,46,33,53,34,21,50,56,63,48,40,21,11,7,6,16,13,13
8095881,9086871,244219,63,39,60,59,33,63,45,54,49,52,70,75,65,53,66,59,71,73,69,36,61,54,53,41,36,54,59,61,57,6,14,8,13,9
8095882,9086872,242683,54,40,47,61,50,73,73,46,51,68,77,76,72,52,62,58,34,50,51,47,35,26,50,53,67,52,38,32,43,10,10,9,13,10
8095883,9086873,241403,61,61,53,69,59,63,52,60,67,67,69,65,62,53,58,54,37,42,68,58,42,54,54,51,41,43,62,65,63,8,8,14,5,10
8095884,9086874,238587,49,41,60,65,43,62,47,40,60,58,60,68,60,55,61,61,62,67,72,51,60,58,57,58,52,43,59,64,61,5,15,11,13,15
8095885,9086875,228091,32,25,60,61,32,40,27,32,50,53,54,54,54,52,52,54,72,70,75,24,66,56,27,28,43,63,55,65,61,13,12,9,14,8
8095886,9086876,189434,67,45,49,62,63,49,50,36,59,54,66,67,43,59,51,58,54,82,75,61,59,58,57,55,31,55,60,54,56,13,6,6,13,7
8095887,9086877,243706,44,31,50,64,45,53,53,56,59,60,60,59,68,62,68,52,55,74,67,51,59,58,30,51,41,55,62,62,60,14,14,15,12,7
8095888,9086878,237818,29,25,60,44,31,43,33,31,40,47,70,70,62,63,60,42,71,66,60,26,60,64,27,32,41,49,62,62,65,12,14,9,13,6
8095889,9086879,215546,13,18,16,24,17,18,18,16,21,26,25,27,32,58,32,22,42,25,43,17,21,9,4,33,27,39,21,20,19,65,61,59,57,62
8095890,9086880,204282,44,64,65,44,58,67,54,51,53,65,78,79,69,63,76,69,75,32,41,58,52,28,46,27,49,43,20,45,34,11,9,14,11,16
8095891,9086881,240633,55,60,39,57,61,64,54,38,35,65,85,85,67,42,67,64,40,52,70,55,36,19,61,61,58,54,20,25,24,11,9,6,7,8
8095892,9086882,232185,60,48,46,61,42,64,50,48,54,59,76,80,78,55,73,49,55,68,63,49,52,54,53,52,50,51,57,61,57,10,8,14,11,15
8095893,9086883,231929,29,64,60,53,53,56,59,32,34,59,74,75,76,54,75,61,70,57,64,58,68,40,59,45,55,60,18,32,19,10,9,13,13,13
8095894,9086884,226553,40,29,46,31,36,64,35,37,36,47,76,76,60,62,68,28,57,75,32,27,74,72,41,41,42,52,61,64,67,9,11,13,10,6
8095895,9086885,240888,14,6,14,22,9,14,13,12,18,18,38,40,21,50,44,26,58,22,57,5,26,15,11,41,17,46,8,12,10,63,62,59,62,64
8095896,9086886,186103,49,44,62,60,45,55,38,28,54,58,72,69,66,62,65,60,80,81,77,52,61,58,43,51,55,59,62,61,60,12,13,11,11,11
8095897,9086887,243703,42,60,43,52,50,63,37,37,35,62,74,77,66,61,70,66,80,64,69,55,34,18,67,48,51,58,36,20,24,6,12,9,9,11
8095898,9086888,222199,28,46,58,54,31,38,37,35,52,48,60,61,59,60,54,43,69,74,72,36,68,56,44,52,30,48,57,66,61,14,8,15,15,15
8095899,9086889,214007,63,54,51,65,63,63,50,53,61,61,60,66,63,60,77,64,61,73,64,61,66,26,57,63,63,60,29,21,19,7,15,11,15,15
8095900,9086890,193013,14,11,16,12,13,12,11,15,29,23,28,26,34,56,48,19,44,28,41,11,20,14,11,24,17,43,14,11,11,62,60,57,58,66
8095901,9086891,242677,24,63,64,53,52,53,43,33,45,56,76,75,75,55,43,61,67,61,70,42,71,22,66,47,48,51,23,20,26,13,9,11,6,13
8095902,9086892,167925,61,41,63,64,49,62,63,37,59,60,46,42,53,66,64,47,70,60,69,39,71,65,52,57,55,65,66,66,63,15,7,8,8,10
8095903,9086893,220149,57,52,58,62,38,63,45,49,54,63,64,70,73,68,87,55,66,59,59,33,55,60,53,50,47,65,60,61,58,10,7,11,13,15
8095904,9086894,242164,32,61,55,47,52,61,44,31,38,58,85,83,77,57,78,60,75,59,56,56,48,14,62,58,52,54,28,15,21,5,11,7,10,13
8095905,9086895,240628,38,39,45,67,44,62,35,37,62,62,59,63,69,61,69,53,57,65,54,45,53,47,59,63,45,62,42,58,50,13,14,11,6,9
8095906,9086896,226804,11,11,13,18,19,14,12,10,17,13,41,39,45,59,51,17,52,24,56,12,23,22,12,21,25,45,13,17,14,55,60,64,68,61
8095907,9086897,182003,9,17,10,36,20,9,14,9,29,38,34,32,35,64,39,29,40,33,77,12,27,24,12,28,35,49,21,14,14,61,58,58,62,64
8095908,9086898,181491,56,60,59,56,60,65,58,58,54,60,73,76,71,55,66,64,62,60,62,59,55,49,55,56,62,55,44,46,41,10,13,11,6,8
8095909,9086899,232175,58,59,50,63,49,64,57,48,55,62,76,72,77,51,74,56,57,68,61,49,39,29,56,53,58,53,56,33,35,7,13,8,11,6
8095910,9086900,232686,64,42,62,65,45,64,45,29,62,65,66,73,75,57,69,41,84,69,71,39,59,60,58,45,34,60,37,62,60,14,7,6,6,11
8095911,9086901,200942,12,14,14,25,14,12,19,11,20,26,34,36,35,59,40,24,63,26,64,16,22,18,8,40,13,33,20,13,13,65,59,64,59,63
8095912,9086902,180717,10,10,10,17,10,10,13,12,18,19,48,48,45,62,47,24,45,39,69,10,44,18,8,35,21,62,13,11,10,61,58,58,63,62
8095913,9086903,244717,61,47,49,61,47,61,60,59,56,58,80,80,67,60,66,59,65,58,56,50,50,52,49,58,48,57,55,60,60,5,12,8,8,11
8095914,9086904,239853,24,21,61,41,16,28,15,15,26,41,42,39,64,55,65,23,64,67,85,18,66,60,16,18,19,61,61,62,58,10,7,10,8,8
8095915,9086905,239597,52,55,39,62,56,64,70,59,66,64,68,68,69,56,74,62,67,55,57,68,46,36,57,55,44,59,37,36,44,6,6,15,9,11
8095916,9086906,239341,64,45,62,63,44,58,75,62,61,64,67,67,66,60,68,78,64,69,61,51,61,49,63,57,56,49,50,55,60,9,9,10,9,14
8095917,9086907,223725,21,21,18,23,21,14,19,13,24,23,46,41,35,55,33,22,53,35,69,18,26,30,17,19,23,28,18,18,21,63,59,58,61,66
8095918,9086908,212973,17,13,15,23,16,19,17,17,20,15,44,41,31,47,53,21,59,18,68,19,24,19,7,40,16,43,19,13,19,63,57,65,66,66
8095919,9086909,245228,38,60,58,57,61,59,43,34,43,60,74,77,66,58,65,61,65,54,66,54,62,12,56,52,63,52,18,15,23,10,9,6,7,8
8095920,9086910,243692,56,49,48,59,43,56,46,44,41,60,68,72,67,60,60,64,66,75,69,61,76,58,52,43,46,48,59,61,58,11,5,7,8,7
8095921,9086911,240876,34,28,67,56,34,48,28,26,41,47,65,67,59,58,64,47,65,69,65,21,55,64,29,29,41,56,57,63,64,8,14,10,15,14
8095922,9086912,227052,59,33,62,56,33,52,33,36,54,56,76,67,68,59,68,53,82,78,64,44,58,61,48,44,45,45,56,60,55,15,16,15,7,14
8095923,9086913,242155,56,31,47,55,32,56,38,34,46,54,72,75,65,61,70,38,56,70,57,35,55,57,48,48,32,45,66,59,61,14,9,6,8,13
8095924,9086914,232939,55,57,54,67,59,57,59,38,59,61,77,70,77,66,73,54,60,61,56,46,57,43,60,61,42,52,41,38,42,13,14,15,11,14
8095925,9086915,229355,54,44,57,63,41,60,52,49,60,65,61,56,68,63,44,65,67,54,74,47,58,45,66,69,53,65,54,62,50,12,13,14,9,9
8095926,9086916,219627,44,55,33,59,42,60,63,59,58,63,80,81,65,66,73,61,39,54,59,57,49,49,60,57,33,51,35,38,41,7,9,14,7,13
8095927,9086917,183530,60,58,63,65,61,57,56,58,63,62,69,60,72,63,63,68,64,72,72,63,53,48,61,57,54,59,55,58,55,13,14,8,6,7
8095928,9086918,233706,31,31,52,52,32,30,33,29,50,30,54,56,42,48,55,55,75,59,75,34,60,56,35,27,45,45,66,67,64,7,14,15,13,13
8095929,9086919,210922,61,40,47,66,60,60,63,38,68,65,49,48,73,53,69,52,78,67,67,54,70,56,49,62,41,64,46,48,46,9,15,6,14,7
8095930,9086920,172265,51,47,62,63,55,58,48,44,61,60,58,57,55,59,62,65,70,68,78,57,72,65,55,61,51,65,65,63,62,10,6,14,6,10
8095931,9086921,246760,32,60,62,58,53,52,35,27,35,57,68,72,61,59,57,63,70,75,70,65,34,17,60,49,61,59,17,12,11,6,10,13,14,11
8095932,9086922,244456,31,29,62,35,33,37,32,28,37,35,49,55,42,55,47,42,63,57,77,21,55,58,31,33,49,47,62,67,65,9,9,7,13,8
8095933,9086923,243688,64,59,52,63,48,61,49,49,59,64,79,78,59,53,80,54,55,79,55,50,61,57,57,60,55,61,55,66,61,7,10,13,9,9
8095934,9086924,239848,37,26,56,35,32,31,29,41,29,34,41,50,51,59,31,34,69,66,93,18,49,56,28,35,33,53,58,67,64,14,11,6,12,13
8095935,9086925,237800,27,68,69,58,47,47,36,26,47,60,69,71,73,56,63,65,70,67,78,52,65,16,45,64,66,53,32,18,17,14,8,12,9,12
8095936,9086926,231912,36,38,54,62,33,56,34,39,64,55,62,63,60,60,58,63,62,60,74,57,68,61,59,61,44,52,61,61,54,14,12,15,13,6
8095937,9086927,229864,32,63,60,58,55,65,38,28,51,62,53,45,58,67,66,61,69,50,58,60,26,17,67,48,61,47,30,11,19,11,13,9,13,14
8095938,9086928,226024,58,55,55,57,35,62,34,31,36,61,73,71,72,67,72,52,63,68,56,53,55,60,64,52,45,53,55,52,54,15,16,14,14,11
8095939,9086929,152552,15,11,16,30,15,14,13,20,35,27,39,47,42,59,24,37,66,40,85,16,45,16,12,36,21,68,17,16,20,65,56,61,58,66
8095940,9086930,194791,55,61,51,53,55,66,61,68,38,55,84,81,81,57,87,67,83,65,56,59,53,21,63,48,67,55,20,23,22,8,9,8,10,9
8095941,9086931,243431,22,26,55,50,25,23,24,21,23,52,52,56,38,57,38,39,68,53,75,18,56,64,21,27,34,55,55,64,61,7,13,13,6,7
8095942,9086932,238055,55,58,42,63,48,62,46,63,57,63,80,80,69,55,80,60,51,56,57,59,52,42,53,51,51,49,63,37,33,9,6,14,8,8
8095943,9086933,237543,14,10,18,27,10,12,10,11,20,12,46,48,54,58,42,48,48,25,62,10,17,20,10,53,11,59,17,21,22,63,58,59,60,67
8095944,9086934,169447,63,58,49,58,62,60,68,67,57,61,70,67,79,62,82,61,69,68,55,64,56,63,60,61,62,62,60,55,53,9,11,11,6,13
8095945,9086935,230631,13,17,17,31,16,18,13,13,21,21,48,43,37,54,46,19,54,38,74,19,24,21,14,32,13,53,11,15,18,65,62,58,59,61
8095946,9086936,194790,41,30,63,47,17,35,23,44,40,43,55,54,63,45,52,55,71,61,78,23,52,62,26,37,60,49,58,66,61,7,14,11,7,15
8095947,9086937,236006,60,54,55,63,50,63,56,46,62,62,75,76,82,60,76,58,66,62,52,60,79,59,56,60,54,57,55,59,55,10,7,14,9,10
8095948,9086938,232678,11,9,11,23,6,11,10,11,25,13,21,28,35,49,34,12,43,20,44,7,14,5,9,24,12,32,23,11,10,67,62,55,64,59
8095949,9086939,244453,49,32,49,69,41,59,40,37,65,66,66,64,56,67,80,65,54,79,64,42,66,47,50,52,45,69,56,55,58,12,11,7,6,10
8095950,9086940,243429,58,31,57,56,28,50,32,30,23,60,64,53,48,63,66,24,57,61,50,25,54,64,47,32,36,42,54,69,66,7,13,8,10,9
8095951,9086941,232164,58,42,48,54,27,63,47,28,37,61,63,68,66,62,63,50,65,67,68,40,64,59,50,43,35,50,61,62,64,14,10,13,7,12
8095952,9086942,207588,53,30,68,46,22,35,42,40,52,56,67,70,46,52,68,45,63,73,74,48,73,49,37,12,37,44,60,72,71,11,10,13,8,8
8095953,9086943,157407,14,14,13,23,15,14,15,15,22,23,54,55,50,54,52,23,55,30,51,12,43,20,15,51,12,47,18,15,15,62,61,59,62,63
8095954,9086944,220383,20,15,24,27,19,19,25,18,31,22,41,34,32,61,56,40,58,45,53,16,22,24,12,28,21,42,30,19,18,58,64,51,59,63
8095955,9086945,218846,20,17,61,41,25,35,20,23,32,43,50,55,54,59,57,28,78,52,77,13,70,61,21,27,36,54,63,60,56,14,15,8,15,14
8095956,9086946,209886,59,56,55,62,61,60,64,53,61,60,72,70,71,59,73,65,68,70,62,65,71,61,61,61,37,56,52,62,60,10,9,12,9,15
8095957,9086947,135646,8,9,18,64,8,7,6,34,40,14,45,42,46,50,42,13,64,37,63,7,41,28,19,52,18,53,9,21,21,65,59,62,62,64
8095958,9086948,245213,35,25,65,48,29,35,32,27,38,49,49,54,44,54,57,43,66,59,72,24,61,59,30,29,45,44,62,64,60,15,14,13,11,13
8095959,9086949,243677,50,21,56,58,29,41,35,31,54,53,49,51,43,54,55,46,67,56,71,23,53,61,40,31,43,51,61,66,64,5,5,13,10,14
8095960,9086950,242397,12,9,13,28,9,5,11,14,27,12,20,25,25,55,27,21,35,26,60,5,22,17,5,36,11,40,12,12,11,63,61,60,59,64
8095961,9086951,237789,43,34,66,59,36,42,39,33,53,48,66,59,57,55,61,53,67,68,77,37,53,65,54,53,38,47,50,65,61,11,7,9,13,10
8095962,9086952,221149,57,50,63,59,56,56,49,43,57,59,68,72,64,56,71,47,71,73,69,31,43,58,53,53,55,53,59,63,62,6,13,12,13,13
8095963,9086953,236764,56,43,47,65,53,62,60,49,53,64,74,69,78,71,74,54,63,70,58,43,48,54,58,64,56,58,47,49,45,10,14,12,12,6
8095964,9086954,244955,60,32,47,48,28,60,37,33,38,62,67,68,62,62,67,31,65,63,49,36,55,63,59,43,46,64,61,63,64,13,7,12,6,7
8095965,9086955,244699,33,56,55,55,58,63,63,31,45,60,72,75,74,56,87,67,66,64,59,53,27,13,64,56,59,58,13,16,17,10,9,11,13,13
8095966,9086956,240091,11,6,11,27,7,12,14,10,27,14,25,27,31,56,32,22,48,18,52,5,17,15,8,44,13,51,23,11,13,62,62,57,60,64
8095967,9086957,235483,13,9,14,21,8,7,12,10,25,18,30,35,52,57,27,20,50,20,73,8,16,8,4,38,17,38,12,14,11,64,60,57,63,62
8095968,9086958,233435,30,23,56,52,24,35,36,28,41,51,58,66,37,62,49,42,76,68,77,25,55,52,26,30,37,49,60,66,58,8,8,9,8,14
8095969,9086959,223963,48,24,60,55,26,45,33,35,51,50,65,66,63,56,63,44,76,65,71,33,56,54,50,39,40,46,61,65,58,7,14,16,12,6
8095970,9086960,220635,54,48,47,65,48,61,64,64,59,63,62,63,90,55,78,54,81,77,53,53,68,57,57,64,43,58,57,58,54,14,14,10,8,8
8095971,9086961,244954,60,32,56,58,33,63,45,32,33,60,64,56,52,57,68,27,57,65,47,30,54,60,58,37,42,56,59,67,65,14,6,13,11,11
