Club_no,Play_Id,Club_Team
1820792,244547,Padova
1820793,237635,1. FC Kaiserslautern
1820794,216387,Karlsruher SC
1820795,199747,Esbjerg fB
1820796,199491,Albacete BP
1820797,241985,Real Zaragoza
1820798,231489,Östersunds FK
1820799,214081,Junior FC
1820800,193344,FC Luzern
1820801,239936,Universidad de Chile
1820802,231488,Örebro SK
1820803,229440,Unión La Calera
1820804,193087,Lech Poznań
1820805,231743,Aston Villa
1820806,226879,Junior FC
1820807,147007,AD Alcorcón
1820808,206399,Newcastle Jets
1820809,205887,Barnsley
1820810,199231,Ulsan Hyundai FC
1820811,242238,Olympique Lyonnais
1820812,221502,Toronto FC
1820813,213566,Livingston FC
1820814,208958,Ohod Club
1820815,197950,Alianza Petrolera
1820816,192317,Aston Villa
1820817,241981,Clube Sport Marítimo
1820818,230458,Paraná
1820819,224570,Montreal Impact
1820820,187193,Puebla FC
1820821,243001,Romania
1820822,219449,FC Hansa Rostock
1820823,211001,Córdoba CF
1820824,237368,Montpellier HSC
1820825,212024,Arka Gdynia
1820826,229175,Eintracht Braunschweig
1820827,228151,Charlton Athletic
1820828,202295,Gyeongnam FC
1820829,201527,Odense Boldklub
1820830,184630,Brentford
1820831,243510,Sampdoria
1820832,241462,Gimnàstic de Tarragona
1820833,240694,AS Nancy Lorraine
1820834,235574,CD Nacional
1820835,224566,Villarreal CF
1820836,189237,SCR Altach
1820837,225589,St. Johnstone FC
1820838,221493,Gyeongnam FC
1820839,189492,Cardiff City
1820840,246324,Vegalta Sendai
1820841,242228,San Martin de Tucumán
1820842,238900,UD Almería
1820843,214836,Unión La Calera
1820844,183347,Blackburn Rovers
1820845,231219,Newell's Old Boys
1820846,225075,FC Carl Zeiss Jena
1820847,181298,Örebro SK
1820848,241970,Melbourne City FC
1820849,240434,US Orléans Loiret Football
1820850,236850,Patriotas Boyacá FC
1820851,214578,Boyacá Chicó FC
1820852,243249,Ajax
1820853,214065,Deportes Iquique
1820854,247088,Ohod Club
1820855,235568,AJ Auxerre
1820856,228912,Dijon FCO
1820857,225072,Rotherham United
1820858,223792,SK Rapid Wien
1820859,241967,1. FC Magdeburg
1820860,219951,AIK
1820861,240942,UD Las Palmas
1820862,214314,Patriotas Boyacá FC
1820863,246057,Orlando City SC
1820864,244521,FC Wacker Innsbruck
1820865,224297,NAC Breda
1820866,202025,Red Star FC
1820867,190504,Bradford City
1820868,188968,Club Atlético Tigre
1820869,244008,Clube Sport Marítimo
1820870,169000,SC Fortuna Köln
1820871,231976,Seattle Sounders FC
1820872,211240,Paris FC
1820873,203048,Plymouth Argyle
1820874,203815,FC Metz
1820875,245030,San Martín de San Juan
1820876,233254,Nagoya Grampus
1820877,137510,Vitesse
1820878,243237,Cagliari
1820879,175141,Paris FC
1820880,236837,Parma
1820881,228645,FC Utrecht
1820882,237348,IK Sirius
1820883,202532,Swindon Town
1820884,245795,KAA Gent
1820885,213027,Mansfield Town
1820886,170785,FC Thun
1820887,212513,Bristol City
1820888,208417,Jeju United FC
1820889,241696,Vélez Sarsfield
1820890,207904,Lechia Gdańsk
1820891,185119,IF Elfsborg
1820892,245535,Trabzonspor
1820893,243743,FC Energie Cottbus
1820894,232991,Sanfrecce Hiroshima
1820895,223007,Venezia FC
1820896,144415,MKE Ankaragücü
1820897,214046,América de Cali
1820898,207902,Zagłębie Lubin
1820899,231197,FC Hansa Rostock
1820900,200989,SC Preußen Münster
1820901,194076,Cracovia
1820902,191260,Al Wehda
1820903,236316,Southampton
1820904,205596,Fleetwood Town
1820905,190235,Scunthorpe United
1820906,213528,Aalborg BK
1820907,240663,Godoy Cruz
1820908,169495,Livingston FC
1820909,229655,CD Lugo
1820910,163351,Cheltenham Town
1820911,228375,Houston Dynamo
1820912,213271,Kristiansund BK
1820913,212247,SC Preußen Münster
1820914,207895,VfL Sportfreunde Lotte
1820915,203287,Ipswich Town
1820916,239894,Paris FC
1820917,229910,Udinese
1820918,228886,Cittadella
1820919,219158,Patriotas Boyacá FC
1820920,149270,Melbourne Victory
1820921,202518,Wolfsberger AC
1820922,245013,Grenoble Foot 38
1820923,241173,AS Monaco
1820924,237077,Royal Excel Mouscron
1820925,224789,Venezia FC
1820926,216597,Kaizer Chiefs
1820927,208917,Al Raed
1820928,244756,Sporting Lokeren
1820929,239380,Ajax
1820930,236308,Crotone
1820931,200980,Livingston FC
1820932,183827,IK Start
1820933,247315,Gamba Osaka
1820934,242195,Philadelphia Union
1820935,238867,Portimonense SC
1820936,237331,KAA Gent
1820937,227859,FC Seoul
1820938,223763,India
1820939,212243,FC Hansa Rostock
1820940,211987,Yeni Malatyaspor
1820941,197907,Monarcas Morelia
1820942,242194,Belgrano de Córdoba
1820943,235026,Reading
1820944,230418,América FC (Minas Gerais)
1820945,213778,Lillestrøm SK
1820946,205586,Birmingham City
1820947,244497,Shakhtar Donetsk
1820948,239121,SSV Jahn Regensburg
1820949,224017,Rochdale
1820950,242958,SpVgg Greuther Fürth
1820951,235022,SV Wehen Wiesbaden
1820952,229646,Paris FC
1820953,163342,Southend United
1820954,162830,Vejle Boldklub
1820955,209166,Al Faisaly
1820956,222477,Peterborough United
1820957,237580,Vegalta Sendai
1820958,234764,GIF Sundsvall
1820959,161804,Lobos BUAP
1820960,223756,FC Luzern
1820961,221964,Changchun Yatai FC
1820962,214028,Deportivo Cali
1820963,210700,Al Faisaly
1820964,184587,Livorno
1820965,244235,Vitesse
1820966,245003,La Berrichonne de Châteauroux
1820967,236555,Santa Clara
1820968,236043,Hull City
1820969,118794,Rochdale
1820970,246282,Gimnàstic de Tarragona
1820971,243210,AD Alcorcón
1820972,204554,Peterborough United
1820973,181001,New England Revolution
1820974,238089,Jeonnam Dragons
1820975,239881,Ajax
1820976,171017,Deportivo de La Coruña
1820977,224009,BK Häcken
1820978,221705,Peterborough United
1820979,220937,Club Atlético Tigre
1820980,239368,Ajax
1820981,221704,Once Caldas
1820982,217096,Queens Park Rangers
1820983,214280,Unión Española
1820984,211720,Karlsruher SC
1820985,210184,Al Ittihad
1820986,182023,Chongqing Dangdai Lifan FC SWM Team
1820987,246791,Shakhtar Donetsk
1820988,238599,SV Meppen
1820989,229383,AZ Alkmaar
1820990,211463,Bury
1820991,203015,FC Seoul
1820992,237574,LASK Linz
1820993,165894,Cerezo Osaka
1820994,156675,Aberdeen
1820995,244482,US Cremonese
1820996,235266,FC Bayern München
1820997,225282,San Lorenzo de Almagro
1820998,225026,GIF Sundsvall
1820999,196353,Cheltenham Town
1821000,244993,Sint-Truidense VV
1821001,227329,RC Celta
1821002,221441,San Martín de San Juan
1821003,216833,Vitesse
1821004,212481,SC Preußen Münster
1821005,200449,Hibernian
1821006,186112,Lincoln City
1821007,247040,CD Lugo
1821008,165888,Gyeongnam FC
1821009,232191,Jeonnam Dragons
1821010,230143,Cosenza
1821011,241406,Ecuador
1821012,234238,Vendsyssel FF
1821013,229118,Fortuna Sittard
1821014,209662,NAC Breda
1821015,205054,Wigan Athletic
1821016,243197,FC Wacker Innsbruck
1821017,239357,SCR Altach
1821018,232189,CD Huachipato
1821019,219133,Gimnasia y Esgrima La Plata
1821020,211453,Egypt
1821021,228348,AS Béziers
1821022,226044,
1821023,158716,Shrewsbury
1821024,212988,Arka Gdynia
1821025,246011,Deportivo de La Coruña
1821026,244731,Dynamo Kyiv
1821027,237563,SK Rapid Wien
1821028,233467,Vålerenga Fotball
1821029,227835,Östersunds FK
1821030,225019,Guadalajara
1821031,211195,SC Heerenveen
1821032,187898,BK Häcken
1821033,246010,Deportivo de La Coruña
1821034,245242,FC Red Bull Salzburg
1821035,208122,Kalmar FF
1821036,206074,Venezia FC
1821037,225529,Grasshopper Club Zürich
1821038,223222,KSV Cercle Brugge
1821039,198134,De Graafschap
1821040,188917,LA Galaxy
1821041,188405,SG Sonnenhof Großaspach
1821042,245237,Universidad Católica
1821043,112373,Le Havre AC
1821044,238581,FC Luzern
1821045,192500,Ranheim Fotball
1821046,223732,Excelsior
1821047,215028,Argentinos Juniors
1821048,164339,Piast Gliwice
1821049,211955,VfL Osnabrück
1821050,208371,IK Sirius
1821051,191218,Los Angeles FC
1821052,239090,LASK Linz
1821053,229362,Sunderland
1821054,228082,SG Dynamo Dresden
1821055,199410,KAS Eupen
1821056,242673,Górnik Zabrze
1821057,236273,FC Nordsjælland
1821058,229873,Aarhus GF
1821059,211953,KFC Uerdingen 05
1821060,192496,Doncaster Rovers
1821061,244464,Club Tijuana
1821062,242672,FC Luzern
1821063,176368,Ulsan Hyundai FC
1821064,231664,Atlético Bucaramanga
1821065,231408,West Bromwich Albion
1821066,157168,Elche CF
1821067,148720,Strømsgodset IF
1821068,234223,Club Atlético Lanús
1821069,228591,AJ Auxerre
1821070,223727,Portsmouth
1821071,211439,Orlando Pirates
1821072,208111,Hammarby IF
1821073,178414,SønderjyskE
1821074,239342,LOSC Lille
1821075,234222,FC Seoul
1821076,155886,Nottingham Forest
1821077,212718,Orlando City SC
1821078,211438,SV Zulte-Waregem
1821079,244973,Querétaro
1821080,241389,Olympique de Marseille
1821081,232685,Júbilo Iwata
1821082,234984,SPAL
1821083,225768,Panathinaikos FC
1821084,244967,Ohod Club
1821085,234983,AC Ajaccio
1821086,234727,Hannover 96
1821087,214503,Rionegro Águilas
1821088,202215,Houston Dynamo
1821089,152038,SønderjyskE
1821090,208614,Wisła Płock
1821091,206054,SV Darmstadt 98
1821092,200678,Extremadura UD
1821093,199398,FC St. Gallen
1821094,184549,FC Zürich
1821095,181733,SCR Altach
1821096,181477,Newcastle Jets
1821097,245733,Hannover 96
1821098,164581,Canada
1821099,199909,VfL Wolfsburg
1821100,189924,Korona Kielce
1821101,210148,De Graafschap
1821102,193251,FC Admira Wacker Mödling
1821103,242915,Śląsk Wrocław
1821104,231139,Walsall
1821105,212451,Legia Warszawa
1821106,188386,Stade Brestois 29
1821107,243170,Patronato
1821108,238050,Vålerenga Fotball
1821109,232162,Newcastle Jets
1821110,227810,Kristiansund BK
1821111,221666,Real Salt Lake
1821112,216802,Atlético Tucumán
1821113,206562,Norwich City
1821114,232929,Vissel Kobe
1821115,139489,Lobos BUAP
1821116,213984,Atlético Huila
1821117,209888,Adelaide United
1821118,156894,Charlton Athletic
1821119,241117,Real Oviedo
1821120,234717,Deportes Iquique
1821121,221661,CD Universidad de Concepción
1821122,205533,Vendsyssel FF
1821123,196316,Grenoble Foot 38
1821124,216540,GIF Sundsvall
1821125,210140,Al Hilal
1821126,198104,SpVgg Unterhaching
1821127,192471,KFC Uerdingen 05
1821128,51159,FC Thun
1821129,240343,Palermo
1821130,236247,Doncaster Rovers
1821131,216535,VfL Bochum 1848
1821132,216023,CD Antofagasta
1821133,214487,Jaguares de Córdoba
1821134,213719,Atlanta United
1821135,205015,Coventry City
1821136,189910,Motherwell
1821137,245718,Kaizer Chiefs
1821138,137686,Excelsior
1821139,202966,Jeonbuk Hyundai Motors
1821140,189141,IFK Göteborg
1821141,187093,Lobos BUAP
1821142,234197,ADO Den Haag
1821143,244949,Royal Excel Mouscron
1821144,232405,Alianza Petrolera
1821145,226517,Kasimpaşa SK
1821146,226005,Tiburones Rojos de Veracruz
1821147,216789,Carpi
1821148,203733,FK Bodø/Glimt
1821149,182228,Neuchâtel Xamax
1821150,239572,Kaizer Chiefs
1821151,158676,FC København
1821152,221908,Sunderland
1821153,246739,Gimnàstic de Tarragona
1821154,245459,US Cremonese
1821155,237779,Cerezo Osaka
1821156,204499,Crystal Palace
1821157,198355,Portland Timbers
1821158,235474,Carpi
1821159,232658,Vitesse
1821160,230866,Kaizer Chiefs
1821161,188625,AIK
1821162,240081,Lokomotiv Moscow
1821163,236241,Bolivia
1821164,222161,NAC Breda
1821165,216273,Esbjerg fB
1821166,190160,Esbjerg fB
1821167,233168,Urawa Red Diamonds
1821168,200912,Lech Poznań
1821169,239567,1. FC Kaiserslautern
1821170,190665,Oxford United
1821171,239049,Çaykur Rizespor
1821172,226249,US Salernitana 1919
1821173,206281,Śląsk Wrocław
1821174,213449,Legia Warszawa
1821175,173256,Club Deportes Temuco
1821176,206536,Portsmouth
1821177,194759,Shrewsbury
1821178,244935,FC Luzern
1821179,243911,KSV Cercle Brugge
1821180,229831,Club León
1821181,223687,Fortuna Sittard
1821182,211911,VfR Aalen
1821183,201927,Reading
1821184,233670,Hokkaido Consadole Sapporo
1821185,224198,Kasimpaşa SK
1821186,222661,FC Seoul
1821187,213957,Pescara
1821188,241092,CD Nacional
1821189,230084,Preston North End
1821190,222916,Preston North End
1821191,216260,FC Würzburger Kickers
1821192,240067,GFC Ajaccio
1821193,171971,St. Johnstone FC
1821194,214211,Deportivo Pasto
1821195,211395,Al Nassr
1821196,192962,Wisła Płock
1821197,192450,Walsall
1821198,238786,FC Erzgebirge Aue
1821199,235714,Cruz Azul
1821200,225730,VfL Sportfreunde Lotte
1821201,212418,SK Sturm Graz
1821202,206530,Sandefjord Fotball
1821203,203458,Grasshopper Club Zürich
1821204,200130,KAS Eupen
1821205,198082,Red Star FC
1821206,119233,West Bromwich Albion
1821207,184001,ADO Den Haag
1821208,203457,Hallescher FC
1821209,193728,St. Johnstone FC
1821210,243392,FC Schalke 04
1821211,240064,GFC Ajaccio
1821212,219584,Venezia FC
1821213,233148,Hokkaido Consadole Sapporo
1821214,211132,CD Leganés
1821215,210108,Luton Town
1821216,209852,Everton
1821217,184763,Le Havre AC
1821218,242619,Racing Club de Lens
1821219,210619,FC St. Gallen
1821220,204987,Aarhus GF
1821221,199867,Vitória de Setúbal
1821222,246970,Al Wehda
1821223,235450,Watford
1821224,231098,FC Nantes
1821225,221626,IK Start
1821226,204730,Vejle Boldklub
1821227,242361,Al Raed
1821228,236217,FC Ingolstadt 04
1821229,235961,Gimnàstic de Tarragona
1821230,233401,IK Start
1821231,233145,Júbilo Iwata
1821232,232377,Sint-Truidense VV
1821233,223673,LASK Linz
1821234,204217,Sunderland
1821235,202169,SCR Altach
1821236,243384,Universidad Católica
1821237,176568,AC Ajaccio
1821238,173752,Reading
1821239,231864,SC Heerenveen
1821240,225720,FC Emmen
1821241,202168,Fortuna Sittard
1821242,192695,Portsmouth
1821243,232887,Kashima Antlers
1821244,232375,Shonan Bellmare
1821245,229815,FSV Zwickau
1821246,201911,Ipswich Town
1821247,200375,De Graafschap
1821248,237750,Cerezo Osaka
1821249,224438,Pogoń Szczecin
1821250,215990,San Martin de Tucumán
1821251,214710,Universidad Católica
1821252,183477,Luton Town
1821253,238005,Korona Kielce
1821254,168629,Hammarby IF
1821255,233397,SV Wehen Wiesbaden
1821256,233141,Kawasaki Frontale
1821257,202161,Carpi
1821258,200369,Sarpsborg 08 FF
1821259,180400,FK Bodø/Glimt
1821260,214704,Unión Española
1821261,51887,US Orléans Loiret Football
1821262,243887,SpVgg Greuther Fürth
1821263,232879,Kashima Antlers
1821264,222639,Godoy Cruz
1821265,208303,Pohang Steelers
1821266,221358,Bury
1821267,216750,Randers FC
1821268,199598,Elche CF
1821269,186541,Puebla FC
1821270,239021,1. FC Kaiserslautern
1821271,163757,Milton Keynes Dons
1821272,211373,BK Häcken
1821273,189868,Charlton Athletic
1821274,234668,FC Ingolstadt 04
1821275,221356,Excelsior
1821276,191915,Ulsan Hyundai FC
1821277,240811,Club Atlético Banfield
1821278,232874,Kashima Antlers
1821279,208298,Belgrano de Córdoba
1821280,191657,Suwon Samsung Bluewings
1821281,189865,Burton Albion
1821282,232617,Sanfrecce Hiroshima
1821283,152745,Dundee FC
1821284,211881,TSV 1860 München
1821285,206249,Chicago Fire
1821286,205481,Derby County
1821287,189352,GIF Sundsvall
1821288,177320,Puebla FC
1821289,173480,SCR Altach
1821290,209320,AS Nancy Lorraine
1821291,244391,KV Oostende
1821292,228007,Gyeongnam FC
1821293,207783,Philadelphia Union
1821294,203431,Kashima Antlers
1821295,236198,América FC (Minas Gerais)
1821296,232358,San Jose Earthquakes
1821297,229286,1. FC Heidenheim 1846
1821298,213670,Östersunds FK
1821299,209062,IF Elfsborg
1821300,208806,Sheffield Wednesday
1821301,211618,FC Admira Wacker Mödling
1821302,186529,Real Salt Lake
1821303,237217,Columbus Crew SC
1821304,230561,VVV-Venlo
1821305,226721,Querétaro
1821306,223137,Padova
1821307,221857,Shandong Luneng TaiShan FC
1821308,156321,Wycombe Wanderers
1821309,214177,América de Cali
1821310,213152,Norwich City
1821311,198816,US Orléans Loiret Football
1821312,240031,Sparta Praha
1821313,238495,CD Universidad de Concepción
1821314,236703,SpVgg Greuther Fürth
1821315,152735,Notts County
1821316,213407,Plymouth Argyle
1821317,177310,Neuchâtel Xamax
1821318,222878,Mansfield Town
1821319,217758,Sheffield United
1821320,214942,CF Rayo Majadahonda
1821321,194717,Grenoble Foot 38
1821322,181149,1. FC Kaiserslautern
1821323,224669,Hebei China Fortune FC
1821324,140445,Heart of Midlothian
1821325,244892,AS Monaco
1821326,244380,Dynamo Kyiv
1821327,222620,Hebei China Fortune FC
1821328,215196,Club Atlético Tigre
1821329,214172,Jaguares de Córdoba
1821330,206492,FC Sochaux-Montbéliard
1821331,205724,Ascoli
1821332,3484,Reading
1821333,243867,Paris FC
1821334,239259,KAS Eupen
1821335,225435,Once Caldas
1821336,215195,Hammarby IF
1821337,213147,Burton Albion
1821338,210843,Al Hilal
1821339,199323,SK Slavia Praha
1821340,240282,Brescia
1821341,232090,CD Lugo
1821342,220058,Charlton Athletic
1821343,183449,Wycombe Wanderers
1821344,235161,FC Girondins de Bordeaux
1821345,244117,Grenoble Foot 38
1821346,235925,Racing Club
1821347,233109,Fortuna Sittard
1821348,216981,NAC Breda
1821349,215701,De Graafschap
1821350,144021,FC Luzern
1821351,244884,Estudiantes de La Plata
1821352,205460,VfR Aalen
1821353,172179,Preston North End
1821354,214419,CD Antofagasta
1821355,202131,Queens Park Rangers
1821356,242578,AS Monaco
1821357,201362,Extremadura UD
1821358,186513,Puebla FC
1821359,244625,Gimnàstic de Tarragona
1821360,238225,Extremadura UD
1821361,233105,Barnsley
1821362,226705,SpVgg Greuther Fürth
1821363,214929,CF Rayo Majadahonda
1821364,179856,Tranmere Rovers
1821365,244112,SV Wehen Wiesbaden
1821366,232848,Nagoya Grampus
1821367,225168,Chamois Niortais Football Club
1821368,205712,Lincoln City
1821369,193166,Guadalajara
1821370,236174,Bahia
1821371,233870,CD Tondela
1821372,227982,Jeonbuk Hyundai Motors
1821373,208014,Luton Town
1821374,189325,Molde FK
1821375,184461,Zagłębie Lubin
1821376,183437,Ascoli
1821377,231821,Al Ittihad
1821378,225933,CD Aves
1821379,201869,Vancouver Whitecaps FC
1821380,198285,Milton Keynes Dons
1821381,247180,Sporting CP
1821382,170636,Livingston FC
1821383,234636,SK Rapid Wien
1821384,211340,Bolivia
1821385,244363,Roma
1821386,234635,Rio Ave FC
1821387,232331,Bursaspor
1821388,206219,Elche CF
1821389,236166,Botafogo
1821390,235398,Granada CF
1821391,232070,Atlético Bucaramanga
1821392,222342,Jiangsu Suning FC
1821393,220038,Scunthorpe United
1821394,152454,Portsmouth
1821395,199046,Cheltenham Town
1821396,192645,Extremadura UD
1821397,229509,SV Mattersburg
1821398,224389,IFK Norrköping
1821399,216709,VfL Osnabrück
1821400,191108,Accrington Stanley
1821401,234372,
1821402,232580,LOSC Lille
1821403,231044,Charlton Athletic
1821404,225668,Huddersfield Town
1821405,214660,Club Atlético Tigre
1821406,205956,Motherwell
1821407,246147,Manchester United
1821408,239491,Club Atlético Banfield
1821409,234371,Clermont Foot 63
1821410,219779,Le Havre AC
1821411,213635,Colchester United
1821412,230786,Levante UD
1821413,224386,Defensa y Justicia
1821414,214914,Deportes Iquique
1821415,186241,Miedź Legnica
1821416,177793,St. Mirren
1821417,228225,Birmingham City
1821418,215169,Club Atlético Aldosivi
1821419,213377,Ettifaq FC
1821420,208001,FC Ingolstadt 04
1821421,203137,AIK
1821422,190592,Wolfsberger AC
1821423,172928,Bristol Rovers
1821424,222080,La Equidad
1821425,207744,Le Havre AC
1821426,240511,KV Oostende
1821427,221567,Pohang Steelers
1821428,220287,Deportivo Cali
1821429,200319,Southend United
1821430,186494,Southend United
1821431,245630,RC Strasbourg Alsace
1821432,177278,FC Energie Cottbus
1821433,234874,SV Sandhausen
1821434,227706,SK Slavia Praha
1821435,216186,FC Erzgebirge Aue
1821436,211322,FC Zürich
1821437,230777,Santa Clara
1821438,224633,Shanghai SIPG FC
1821439,224121,Padova
1821440,201081,Zagłębie Lubin
1821441,245368,Beşiktaş JK
1821442,230264,Vitória
1821443,218744,Shamrock Rovers
1821444,216184,SCR Altach
1821445,239479,Cittadella
1821446,171895,Lobos BUAP
1821447,234359,UD Almería
1821448,232311,De Graafschap
1821449,211831,FC Würzburger Kickers
1821450,237942,RCD Mallorca
1821451,236918,St. Mirren
1821452,225654,Eintracht Braunschweig
1821453,222838,VfL Osnabrück
1821454,191861,Hebei China Fortune FC
1821455,191093,La Berrichonne de Châteauroux
1821456,11381,Lincoln City
1821457,52340,FC Lugano
1821458,244340,Genoa
1821459,242036,Os Belenenses
1821460,238196,PFC CSKA Moscow
1821461,157300,GFC Ajaccio
1821462,215668,Odense Boldklub
1821463,212340,FC Hansa Rostock
1821464,205939,Eintracht Braunschweig
1821465,202611,Elche CF
1821466,214386,Deportivo Pasto
1821467,229745,Coventry City
1821468,198257,Sporting Kansas City
1821469,188272,AS Béziers
1821470,237424,Girona FC
1821471,101488,FC Erzgebirge Aue
1821472,230512,Botafogo
1821473,226928,Göztepe SK
1821474,224624,Shanghai SIPG FC
1821475,209264,Vålerenga Fotball
1821476,202864,CD Antofagasta
1821477,224108,Portsmouth
1821478,214124,Deportivo Pasto
1821479,211820,FC Würzburger Kickers
1821480,200812,Gillingham
1821481,228971,SV Mattersburg
1821482,225387,Charlton Athletic
1821483,188522,Philadelphia Union
1821484,223594,Grenoble Foot 38
1821485,223082,Wolverhampton Wanderers
1821486,237161,Newcastle United
1821487,229993,Atiker Konyaspor
1821488,227945,Kilmarnock
1821489,221801,Tianjin Quanjian FC
1821490,218729,Al Shabab
1821491,193896,VfR Aalen
1821492,243816,Club Atlético Aldosivi
1821493,240744,Racing Club
1821494,230504,Cruzeiro
1821495,205672,Fortuna Sittard
1821496,238694,SG Dynamo Dresden
1821497,230758,Korona Kielce
1821498,229733,FK Austria Wien
1821499,228197,Ettifaq FC
1821500,226405,San Martin de Tucumán
1821501,209253,Doncaster Rovers
1821502,241508,FC Nordsjælland
1821503,241252,Guizhou Hengfeng FC
1821504,222052,Ulsan Hyundai FC
1821505,193123,Northampton Town
1821506,245091,Padova
1821507,235619,Excelsior
1821508,183138,Mansfield Town
1821509,199010,Preston North End
1821510,237665,Kawasaki Frontale
1821511,233057,Unión de Santa Fe
1821512,205153,Aarhus GF
1821513,241248,Guizhou Hengfeng FC
1821514,239712,Holstein Kiel
1821515,218464,Millonarios FC
1821516,217696,Al Raed
1821517,207712,De Graafschap
1821518,181343,FC København
1821519,210527,AS Nancy Lorraine
1821520,205663,Foggia
1821521,159578,Bolton Wanderers
1821522,216154,Adelaide United
1821523,198490,BK Häcken
1821524,187225,Club Tijuana
1821525,225625,Colchester United
1821526,139609,Blackburn Rovers
1821527,194136,Al Fayha
1821528,239704,Philadelphia Union
1821529,215384,Os Belenenses
1821530,193111,FSV Zwickau
1821531,240215,Pescara
1821532,234839,Alanyaspor
1821533,203095,Dundalk
1821534,201815,FC Hansa Rostock
1821535,183894,San Martín de San Juan
1821536,181846,Tianjin Quanjian FC
1821537,178006,GFC Ajaccio
1821538,173654,Dundee FC
1821539,232790,Yokohama F. Marinos
1821540,228182,Egypt
1821541,226646,Millonarios FC
1821542,239957,Heracles Almelo
1821543,235093,UD Almería
1821544,162901,Heart of Midlothian
1821545,242516,PSV
1821546,239956,AZ Alkmaar
1821547,207956,Luton Town
1821548,203348,Oxford United
1821549,198740,Monarcas Morelia
1821550,225363,Plymouth Argyle
1821551,209235,Jeonnam Dragons
1821552,183122,Iceland
1821553,232786,Yokohama F. Marinos
1821554,214354,Portland Timbers
1821555,202322,Sarpsborg 08 FF
1821556,190545,KFC Uerdingen 05
1821557,186449,Coventry City
1821558,184657,Vendsyssel FF
1821559,234577,FC Porto
1821560,225105,Real Madrid
1821561,221521,PEC Zwolle
1821562,205393,Sunderland
1821563,242768,IFK Göteborg
1821564,229968,Hibernian
1821565,231244,Monterrey
1821566,228684,Blackburn Rovers
1821567,222540,Panathinaikos FC
1821568,155980,Sparta Praha
1821569,246859,CD Feirense
1821570,240459,Portimonense SC
1821571,171083,Newcastle Jets
1821572,213835,Brøndby IF
1821573,203851,SKN St. Pölten
1821574,240458,Real Sociedad
1821575,239946,Monarcas Morelia
1821576,228682,Universidad Católica
1821577,228426,Jaguares de Córdoba
1821578,223306,Çaykur Rizespor
1821579,215370,SK Rapid Wien
1821580,205386,Club Brugge KV
1821581,245065,Willem II
1821582,235849,FC Metz
1821583,227145,Millonarios FC
1821584,211785,Heart of Midlothian
1821585,243016,Real Zaragoza
1821586,214088,Sheffield Wednesday
1821587,212040,FC Nordsjælland
1821588,117063,Red Star FC
1821589,181831,Hebei China Fortune FC
1821590,243015,Querétaro
1821591,212039,Al Ahli
1821592,209223,Al Nassr
1821593,245062,Defensa y Justicia
1821594,243526,SK Rapid Wien
1821595,235590,Los Angeles FC
1821596,227398,Deportivo Cali
1821597,175941,Sarpsborg 08 FF
1821598,205382,Notts County
1821599,229701,Aalborg BK
1821600,229445,CD Universidad de Concepción
1821601,223813,VVV-Venlo
1821602,219461,NAC Breda
1821603,214341,Atlético Bucaramanga
1821604,207429,Blackburn Rovers
1821605,203845,Excelsior
1821606,237892,VVV-Venlo
1821607,173891,Burton Albion
1821608,169539,Accrington Stanley
1821609,206656,Universidad de Chile
1821610,200256,SV Meppen
1821611,192319,Oxford United
1821612,190015,US Orléans Loiret Football
1821613,232511,Sanfrecce Hiroshima
1821614,221503,Seattle Sounders FC
1821615,209471,Śląsk Wrocław
1821616,246334,Orlando Pirates
1821617,235582,Stade Rennais FC
1821618,224062,Piast Gliwice
1821619,156478,Urawa Red Diamonds
1821620,213822,Audax Italiano
1821621,246845,SC Paderborn 07
1821622,230717,Le Havre AC
1821623,206653,Preston North End
1821624,235324,FC Emmen
1821625,228156,Rionegro Águilas
1821626,227900,Defensa y Justicia
1821627,224316,Spezia
1821628,184635,De Graafschap
1821629,224826,Red Star FC
1821630,211002,Shimizu S-Pulse
1821631,209210,Perth Glory
1821632,186937,Atlético Tucumán
1821633,241465,Villarreal CF
1821634,238649,FSV Zwickau
1821635,238137,Cerezo Osaka
1821636,233017,Daegu FC
1821637,225849,SV Wehen Wiesbaden
1821638,200505,Fortuna Sittard
1821639,238392,FC Sochaux-Montbéliard
1821640,232760,Angers SCO
1821641,165176,SSV Jahn Regensburg
1821642,230200,Ceará Sporting Club
1821643,215864,Blackpool
1821644,210488,VVV-Venlo
1821645,177719,Śląsk Wrocław
1821646,238647,FSV Zwickau
1821647,222263,KRC Genk
1821648,213815,Brøndby IF
1821649,186422,Bradford City
1821650,247094,Deportivo Pasto
1821651,242998,LASK Linz
1821652,210742,Vejle Boldklub
1821653,222514,Newcastle United
1821654,240689,Argentinos Juniors
1821655,239921,Rio Ave FC
1821656,238385,Jeju United FC
1821657,230192,Atlético Paranaense
1821658,221488,FC Dallas
1821659,230447,Bahia
1821660,225071,Doncaster Rovers
1821661,217647,Vissel Kobe
1821662,217391,Fortuna Sittard
1821663,202799,Oxford United
1821664,190254,Grimsby Town
1821665,208174,GFC Ajaccio
1821666,243245,Feyenoord
1821667,240685,FC Groningen
1821668,239917,Santa Clara
1821669,220205,Slovenia
1821670,210477,SG Dynamo Dresden
1821671,203309,Adelaide United
1821672,193580,Akhisar Belediyespor
1821673,183596,SV Meppen
1821674,239660,Independiente Medellín
