Club_no,Ntn_no,Play_Id,National_Team
1818075,7873,247078,
1818076,7874,244262,
1818077,7875,212006,
1818078,7876,246821,
1818079,7877,246565,
1818080,7878,237605,
1818081,7879,231461,
1818082,7880,221989,
1818083,7881,211237,
1818084,7882,200485,
1818085,7883,244772,
1818086,7884,239138,
1818087,7885,224546,
1818088,7886,246049,
1818089,7887,244257,
1818090,7888,190240,
1818091,7889,242720,
1818092,7890,224032,
1818093,7891,243999,
1818094,7892,241183,
1818095,7893,231967,
1818096,7894,212255,
1818097,7895,183070,
1818098,7896,240926,
1818099,7897,202014,
1818100,7898,243741,
1818101,7899,233245,
1818102,7900,228637,
1818103,7901,214039,
1818104,7902,189206,
1818105,7903,246806,
1818106,7904,239382,
1818107,7905,239126,
1818108,7906,236310,
1818109,7907,240661,
1818110,7908,239892,
1818111,7909,237332,
1818112,7910,227603,
1818113,7911,222227,
1818114,7912,232210,
1818115,7913,241938,
1818116,7914,180753,
1818117,7915,245265,
1818118,7916,209169,
1818119,7917,163856,
1818120,7918,228368,
1818121,7919,198927,
1818122,7920,230670,
1818123,7921,227854,
1818124,7922,246285,
1818125,7923,180749,
1818126,7924,241165,
1818127,7925,229901,
1818128,7926,242188,
1818129,7927,241164,
1818130,7928,170252,
1818131,7929,163852,
1818132,7930,184843,
1818133,7931,232203,
1818134,7932,199691,
1818135,7933,239626,
1818136,7934,231178,
1818137,7935,228106,
1818138,7936,227082,
1818139,7937,224266,
1818140,7938,215562,
1818141,7939,236297,
1818142,7940,169481,
1818143,7941,240904,
1818144,7942,236296,
1818145,7943,214024,
1818146,7944,244743,
1818147,7945,240128,
1818148,7946,239360,
1818149,7947,237312,
1818150,7948,231936,
1818151,7949,210944,
1818152,7950,183807,
1818153,7951,235519,
1818154,7952,183549,
1818155,7953,244477,
1818156,7954,142333,
1818157,7955,53756,
1818158,7956,242172,
1818159,7957,237308,
1818160,7958,235516,
1818161,7959,225532,
1818162,7960,224252,
1818163,7961,244219,
1818164,7962,242683,
1818165,7963,241403,
1818166,7964,238587,
1818167,7965,228091,
1818168,7966,189434,
1818169,7967,243706,
1818170,7968,237818,
1818171,7969,215546,
1818172,7970,204282,
1818173,7971,240633,
1818174,7972,232185,
1818175,7973,231929,
1818176,7974,226553,
1818177,7975,240888,
1818178,7976,186103,
1818179,7977,243703,
1818180,7978,222199,
1818181,7979,214007,
1818182,7980,193013,
1818183,7981,242677,
1818184,7982,167925,
1818185,7983,220149,
1818186,7984,242164,
1818187,7985,240628,
1818188,7986,226804,
1818189,7987,182003,
1818190,7988,181491,
1818191,7989,232175,
1818192,7990,232686,
1818193,7991,200942,
1818194,7992,180717,
1818195,7993,244717,
1818196,7994,239853,
1818197,7995,239597,
1818198,7996,239341,
1818199,7997,223725,
1818200,7998,212973,
1818201,7999,245228,
1818202,8000,243692,
1818203,8001,240876,
1818204,8002,227052,
1818205,8003,242155,
1818206,8004,232939,
1818207,8005,229355,
1818208,8006,219627,
1818209,8007,183530,
1818210,8008,233706,
1818211,8009,210922,
1818212,8010,172265,
1818213,8011,246760,
1818214,8012,244456,
1818215,8013,243688,
1818216,8014,239848,
1818217,8015,237800,
1818218,8016,231912,
1818219,8017,229864,
1818220,8018,226024,
1818221,8019,152552,
1818222,8020,194791,
1818223,8021,243431,
1818224,8022,238055,
1818225,8023,237543,
1818226,8024,169447,Central Coast Mariners
1818227,8025,230631,
1818228,8026,194790,
1818229,8027,236006,
1818230,8028,232678,
1818231,8029,244453,
1818232,8030,243429,
1818233,8031,232164,
1818234,8032,207588,
1818235,8033,157407,
1818236,8034,220383,
1818237,8035,218846,
1818238,8036,209886,
1818239,8037,135646,
1818240,8038,245213,
1818241,8039,243677,
1818242,8040,242397,
1818243,8041,237789,
1818244,8042,221149,
1818245,8043,236764,
1818246,8044,244955,
1818247,8045,244699,
1818248,8046,240091,
1818249,8047,235483,
1818250,8048,233435,
1818251,8049,223963,
1818252,8050,220635,
1818253,8051,244954,
1818254,8052,216794,
1818255,8053,199130,
1818256,8054,239833,
1818257,8055,149721,
1818258,8056,206297,
1818259,8057,242648,
1818260,8058,236760,
1818261,8059,235736,
1818262,8060,229848,
1818263,8061,226264,
1818264,8062,223960,
1818265,8063,204248,
1818266,8064,245719,
1818267,8065,244695,
1818268,8066,210903,
1818269,8067,246230,
1818270,8068,244694,
1818271,8069,238038,
1818272,8070,221398,
1818273,8071,212438,
1818274,8072,246741,
1818275,8073,245717,
1818276,8074,243157,
1818277,8075,238037,
1818278,8076,237781,
1818279,8077,231120,
1818280,8078,216272,
1818281,8079,243919,
1818282,8080,235215,
1818283,8081,202959,
1818284,8082,236750,
1818285,8083,233934,
1818286,8084,232910,
1818287,8085,224718,
1818288,8086,244941,
1818289,8087,239821,
1818290,8088,170445,
1818291,8089,215501,
1818292,8090,247500,
1818293,8091,181964,
1818294,8092,235980,
1818295,8093,229324,
1818296,8094,152523,
1818297,8095,212683,
1818298,8096,181962,
1818299,8097,203210,
1818300,8098,214473,
1818301,8099,245704,
1818302,8100,52679,
1818303,8101,247495,
1818304,8102,208071,
1818305,8103,193478,
1818306,8104,244166,
1818307,8105,191684,
1818308,8106,138180,
1818309,8107,201924,
1818310,8108,189891,
1818311,8109,243395,
1818312,8110,242883,
1818313,8111,236995,
1818314,8112,243906,
1818315,8113,239810,
1818316,8114,237506,
1818317,8115,237250,
1818318,8116,232898,
1818319,8117,193473,
1818320,8118,189377,
1818321,8119,247233,
1818322,8120,246721,
1818323,8121,244157,
1818324,8122,237757,
1818325,8123,231613,
1818326,8124,243132,
1818327,8125,232636,
1818328,8126,244923,
1818329,8127,244410,
1818330,8128,235194,
1818331,8129,231354,
1818332,8130,214458,
1818333,8131,213434,
1818334,8132,221369,
1818335,8133,246200,
1818336,8134,244920,
1818337,8135,163768,
1818338,8136,213688,
1818339,8137,208056,
1818340,8138,207544,
1818341,8139,245687,
1818342,8140,244919,
1818343,8141,240311,
1818344,8142,238519,
1818345,8143,230839,
1818346,8144,230583,
1818347,8145,211127,
1818348,8146,198071,
1818349,8147,187830,
1818350,8148,242102,
1818351,8149,243125,
1818352,8150,236213,
1818353,8151,241588,
1818354,8152,228788,
1818355,8153,240563,
1818356,8154,232371,
1818357,8155,243122,
1818358,8156,233394,
1818359,8157,221106,
1818360,8158,247473,
1818361,8159,238769,
1818362,8160,247472,
1818363,8161,211888,
1818364,8162,247215,
1818365,8163,246959,
1818366,8164,246703,
1818367,8165,239529,
1818368,8166,232873,
1818369,8167,220841,
1818370,8168,198825,
1818371,8169,169896,
1818372,8170,232872,
1818373,8171,224936,
1818374,8172,246439,
1818375,8173,241575,
1818376,8174,227751,
1818377,8175,209831,
1818378,8176,244134,
1818379,8177,234918,
1818380,8178,232614,
1818381,8179,213926,
1818382,8180,211622,
1818383,8181,209318,
1818384,8182,193957,
1818385,8183,182949,
1818386,8184,244133,
1818387,8185,236197,
1818388,8186,221349,
1818389,8187,245156,
1818390,8188,203428,
1818391,8189,246947,
1818392,8190,243619,
1818393,8191,237475,
1818394,8192,228771,
1818395,8193,209315,
1818396,8194,225442,
1818397,8195,224418,
1818398,8196,211362,
1818399,8197,244641,
1818400,8198,222625,
1818401,8199,239776,
1818402,8200,223904,
1818403,8201,239775,
1818404,8202,238238,
1818405,8203,237982,
1818406,8204,229534,
1818407,8205,242077,
1818408,8206,238493,
1818409,8207,236445,
1818410,8208,222621,
1818411,8209,176792,
1818412,8210,214679,
1818413,8211,199831,
1818414,8212,198039,
1818415,8213,246934,
1818416,8214,237718,
1818417,8215,157590,
1818418,8216,246165,
1818419,8217,245653,
1818420,8218,234901,
1818421,8219,223381,
1818422,8220,184980,
1818423,8221,246164,
1818424,8222,245652,
1818425,8223,244116,
1818426,8224,241044,
1818427,8225,234387,
1818428,8226,220819,
1818429,8227,10899,
1818430,8228,243602,
1818431,8229,236434,
1818432,8230,240529,
1818433,8231,246672,
1818434,8232,246416,
1818435,8233,239504,
1818436,8234,237712,
1818437,8235,222864,
1818438,8236,222096,
1818439,8237,111503,
1818440,8238,226191,
1818441,8239,225167,
1818442,8240,210319,
1818443,8241,235662,
1818444,8242,212366,
1818445,8243,246157,
1818446,8244,243853,
1818447,8245,242573,
1818448,8246,236685,
1818449,8247,235661,
1818450,8248,211597,
1818451,8249,204685,
1818452,8250,240012,
1818453,8251,239244,
1818454,8252,213900,
1818455,8253,246917,
1818456,8254,240517,
1818457,8255,235397,
1818458,8256,234629,
1818459,8257,216453,
1818460,8258,209285,
1818461,8259,231556,
1818462,8260,229508,
1818463,8261,225924,
1818464,8262,215940,
1818465,8263,243587,
1818466,8264,236675,
1818467,8265,221827,
1818468,8266,245634,
1818469,8267,239746,
1818470,8268,221826,
1818471,8269,214658,
1818472,8270,140418,
1818473,8271,246144,
1818474,8272,243840,
1818475,8273,238208,
1818476,8274,245631,
1818477,8275,244349,
1818478,8276,242045,
1818479,8277,239741,
1818480,8278,238461,
1818481,8279,155517,
1818482,8280,193660,
1818483,8281,193404,
1818484,8282,240252,
1818485,8283,238460,
1818486,8284,219260,
1818487,8285,189307,
1818488,8286,246139,
1818489,8287,240251,
1818490,8288,239995,
1818491,8289,225915,
1818492,8290,242554,
1818493,8291,242298,
1818494,8292,232826,
1818495,8293,203897,
1818496,8294,186488,
1818497,8295,240248,
1818498,8296,233848,
1818499,8297,242291,
1818500,8298,240755,
1818501,8299,239731,
1818502,8300,247154,
1818503,8301,237683,
1818504,8302,181106,
1818505,8303,241522,
1818506,8304,239986,
1818507,8305,238962,
1818508,8306,247153,
1818509,8307,240497,
1818510,8308,235121,
1818511,8309,214641,
1818512,8310,214385,
1818513,8311,243567,
1818514,8312,243311,
1818515,8313,243055,
1818516,8314,213871,
1818517,8315,247150,
1818518,8316,238446,
1818519,8317,232558,
1818520,8318,245357,
1818521,8319,227693,
1818522,8320,222829,
1818523,8321,204909,
1818524,8322,194412,
1818525,8323,234860,
1818526,8324,244843,
1818527,8325,223083,
1818528,8326,207723,
1818529,8327,224618,
1818530,8328,236649,
1818531,8329,230505,
1818532,8330,228713,
1818533,8331,228457,
1818534,8332,154729,
1818535,8333,212329,
1818536,8334,211817,
1818537,8335,211305,
1818538,8336,210025,
1818539,8337,244840,
1818540,8338,213864,
1818541,8339,235618,
1818542,8340,246881,
1818543,8341,244321,
1818544,8342,238689,
1818545,8343,244575,
1818546,8344,243807,
1818547,8345,242015,
1818548,8346,212319,
1818549,8347,246878,
1818550,8348,245598,
1818551,8349,237918,
1818552,8350,240221,
1818553,8351,231005,
1818554,8352,228701,
1818555,8353,221277,
1818556,8354,209501,
1818557,8355,202333,
1818558,8356,173660,
1818559,8357,238684,
1818560,8358,208988,
1818561,8359,204892,
1818562,8360,245595,
1818563,8361,243291,
1818564,8362,216155,
1818565,8363,215131,
1818566,8364,202075,
1818567,8365,246106,
1818568,8366,239706,
1818569,8367,234586,
1818570,8368,233050,
1818571,8369,227418,
1818572,8370,206170,
1818573,8371,192857,
1818574,8372,246617,
1818575,8373,244569,
1818576,8374,242777,
1818577,8375,232281,
1818578,8376,205145,
1818579,8377,182360,
1818580,8378,240216,
1818581,8379,245079,
1818582,8380,242263,
1818583,8381,241495,
1818584,8382,237143,
1818585,8383,207442,
1818586,8384,247377,
1818587,8385,242257,
1818588,8386,216656,
1818589,8387,212560,
1818590,8388,246863,
1818591,8389,239951,
1818592,8390,242254,
1818593,8391,193357,
1818594,8392,243021,
1818595,8393,235597,
1818596,8394,223821,
1818597,8395,189772,
1818598,8396,236364,
1818599,8397,225868,
1818600,8398,210508,
1818601,8399,242763,
1818602,8400,236875,
1818603,8401,199499,
1818604,8402,239690,
1818605,8403,222282,
1818606,8404,239177,
1818607,8405,227913,
1818608,8406,235080,
1818609,8407,232776,
1818610,8408,154696,
1818611,8409,219720,
1818612,8410,247111,
1818613,8411,238407,
1818614,8412,233543,
1818615,8413,239174,
1818616,8414,238918,
1818617,8415,235846,
1818618,8416,209222,
1818619,8417,243525,
1818620,8418,224837,
1818621,8419,246340,
1818622,8420,235076,
1818623,8421,229956,
1818624,8422,224324,
1818625,8423,241475,FC Admira Wacker Mödling
1818626,8424,232515,
1818627,8425,228419,
1818628,8426,199235,
1818629,8427,211006,
1818630,8428,201534,
1818631,8429,244541,
1818632,8430,244029,
1818633,8431,243773,
1818634,8432,213821,
1818635,8433,246844,
1818636,8434,245564,
1818637,8435,242491,
1818638,8436,237371,
1818639,8437,221499,
1818640,8438,244026,
1818641,8439,230714,
1818642,8440,221498,
1818643,8441,246073,
1818644,8442,234809,
1818645,8443,230713,
1818646,8444,196921,
1818647,8445,246328,
1818648,8446,171320,
1818649,8447,236600,
1818650,8448,182071,
1818651,8449,244535,
1818652,8450,244023,
1818653,8451,242487,
1818654,8452,231479,
1818655,8453,225079,
1818656,8454,212535,
1818657,8455,211511,
1818658,8456,189238,
1818659,8457,244022,
1818660,8458,239158,
1818661,8459,237622,
1818662,8460,224822,
1818663,8461,219702,
1818664,8462,209462,
1818665,8463,240437,
1818666,8464,139317,
1818667,8465,195380,
1818668,8466,246836,
1818669,8467,177971,
1818670,8468,242483,
1818671,8469,237875,
1818672,8470,235059,
1818673,8471,209454,
1818674,8472,203310,
1818675,8473,239149,
1818676,8474,243244,
1818677,8475,229676,
1818678,8476,215084,
1818679,8477,246827,
1818680,8478,244779,
1818681,8479,235051,
1818682,8480,229930,
1818683,8481,245289,
1818684,8482,243497,
1818685,8483,235049,
1818686,8484,224553,
1818687,8485,202793,
1818688,8486,191528,
1818689,8487,186152,
1818690,8488,245544,
1818691,8489,241704,
1818692,8490,197416,
1818693,8491,184615,
1818694,8492,246823,
1818695,8493,243751,
1818696,8494,241958,
1818697,8495,237350,
1818698,8496,236582,
1818699,8497,235558,
1818700,8498,160293,
1818701,8499,242980,
1818702,8500,229156,
1818703,8501,220964,
1818704,8502,186147,
1818705,8503,244771,
1818706,8504,213281,
1818707,8505,198689,
1818708,8506,223264,
1818709,8507,231711,
1818710,8508,2335,
1818711,8509,191006,
1818712,8510,228382,
1818713,8511,172573,
1818714,8512,215581,
1818715,8513,190492,
1818716,8514,245526,
1818717,8515,244246,
1818718,8516,219414,
1818719,8517,152598,
1818720,8518,242965,
1818721,8519,237845,
1818722,8520,222997,
1818723,8521,244500,
1818724,8522,49939,
1818725,8523,238611,
1818726,8524,53778,
1818727,8525,226835,
1818728,8526,244754,
1818729,8527,232722,
1818730,8528,224018,
1818731,8529,190481,
1818732,8530,232977,
1818733,8531,227601,
1818734,8532,223761,
1818735,8533,209425,
1818736,8534,235536,
1818737,8535,230928,
1818738,8536,226832,
1818739,8537,210192,
1818740,8538,241935,
1818741,8539,238351,
1818742,8540,236047,Finland
1818743,8541,186126,
1818744,8542,245774,
1818745,8543,237838,
1818746,8544,240397,
1818747,8545,247564,
1818748,8546,229900,
1818749,8547,225548,
1818750,8548,153100,
1818751,8549,244491,
1818752,8550,226571,
1818753,8551,236554,
1818754,8552,235018,
1818755,8553,244489,
1818756,8554,242953,
1818757,8555,232713,
1818758,8556,230409,
1818759,8557,201993,
1818760,8558,182788,
1818761,8559,239620,
1818762,8560,235780,
1818763,8561,245762,
1818764,8562,169474,
1818765,8563,228610,
1818766,8564,212994,
1818767,8565,203778,
1818768,8566,246785,
1818769,8567,234241,
1818770,8568,224769,Wellington Phoenix
1818771,8569,201217,
1818772,8570,241408,
1818773,8571,233728,
1818774,8572,228863,
1818775,8573,228607,
1818776,8574,200703,
1818777,8575,235518,
1818778,8576,231678,
1818779,8577,158973,
1818780,8578,205053,
1818781,8579,199421,
1818782,8580,191996,
1818783,8581,233212,
1818784,8582,207868,
1818785,8583,246267,
1818786,8584,243963,
1818787,8585,242427,
1818788,8586,238843,
1818789,8587,227579,
1818790,8588,245754,
1818791,8589,240634,
1818792,8590,237050,
1818793,8591,245497,
1818794,8592,245241,
1818795,8593,243705,
1818796,8594,139257,
1818797,8595,54008,
1818798,8596,239352,
1818799,8597,227576,
1818800,8598,238071,
1818801,8599,170743,
1818802,8600,220663,
1818803,8601,183542,
1818804,8602,230897,
1818805,8603,227825,
1818806,8604,213745,
1818807,8605,204785,
1818808,8606,191728,
1818809,8607,242160,
1818810,8608,161776,
1818811,8609,220912,
1818812,8610,204528,
1818813,8611,238831,
1818814,8612,237551,
1818815,8613,167919,
1818816,8614,228847,
1818817,8615,221167,
1818818,8616,213999,
1818819,8617,230638,
1818820,8618,244205,
1818821,8619,242925,
1818822,8620,243948,
1818823,8621,239852,
1818824,8622,210924,
1818825,8623,209644,
1818826,8624,244459,
1818827,8625,230635,
1818828,8626,244202,
1818829,8627,112362,
1818830,8628,242410,
1818831,8629,239338,
1818832,8630,233962,
1818833,8631,232682,
1818834,8632,231402,
1818835,8633,229354,
1818836,8634,190441,
1818837,8635,187113,
1818838,8636,247017,
1818839,8637,239337,
1818840,8638,238057,
1818841,8639,237033,
1818842,8640,234473,
1818843,8641,233705,
1818844,8642,229353,
1818845,8643,240616,
1818846,8644,189159,
1818847,8645,228327,
1818848,8646,245219,
1818849,8647,243939,
1818850,8648,238563,
1818851,8649,137699,
1818852,8650,190690,
1818853,8651,247010,
1818854,8652,230882,
1818855,8653,213986,
1818856,8654,186849,
1818857,8655,238049,
1818858,8656,166113,
1818859,8657,148705,
1818860,8658,189408,
1818861,8659,232928,
1818862,8660,245215,
1818863,8661,235999,
1818864,8662,229343,
1818865,8663,216287,
1818866,8664,213471,
1818867,8665,240350,
1818868,8666,208350,
1818869,8667,232413,
1818870,8668,228573,
1818871,8669,245212,
1818872,8670,240092,
1818873,8671,208348,
1818874,8672,245211,
1818875,8673,240347,
1818876,8674,236507,
1818877,8675,226267,
1818878,8676,186586,
1818879,8677,221658,
1818880,8678,204762,
1818881,8679,245977,Bulgaria
1818882,8680,180440,
1818883,8681,227288,
1818884,8682,244183,
1818885,8683,232919,
1818886,8684,229079,
1818887,8685,155351,
1818888,8686,200663,
1818889,8687,244950,
1818890,8688,243926,
1818891,8689,233426,
1818892,8690,226770,
1818893,8691,51921,
1818894,8692,247249,
1818895,8693,242129,
1818896,8694,213969,
1818897,8695,247503,
1818898,8696,171982,
1818899,8697,225998,
1818900,8698,224462,
1818901,8699,223694,
1818902,8700,137166,
1818903,8701,191437,
1818904,8702,187341,
1818905,8703,184013,
1818906,8704,239565,
1818907,8705,169933,
1818908,8706,232653,
1818909,8707,213709,
1818910,8708,211917,
1818911,8709,125132,
1818912,8710,189900,
1818913,8711,183244,
1818914,8712,181452,
1818915,8713,243660,
1818916,8714,236492,
1818917,8715,228044,
1818918,8716,193739,
1818919,8717,229067,
1818920,8718,226507,
1818921,8719,158667,
1818922,8720,207563,
1818923,8721,246730,
1818924,8722,242634,
1818925,8723,239306,
1818926,8724,230858,
1818927,8725,243657,
1818928,8726,224969,
1818929,8727,199881,
1818930,8728,188360,
1818931,8729,211144,
1818932,8730,189895,
1818933,8731,240583,
1818934,8732,235207,
1818935,8733,236996,
1818936,8734,165316,
1818937,8735,202436,
1818938,8736,200900,
1818939,8737,225731,
1818940,8738,235970,
1818941,8739,215234,
1818942,8740,246465,
1818943,8741,224449,
1818944,8742,221633,
1818945,8743,212161,
1818946,8744,166848,
1818947,8745,231872,
1818948,8746,227520,
1818949,8747,159168,
1818950,8748,221632,
1818951,8749,242879,
1818952,8750,238271,
1818953,8751,246974,
1818954,8752,244158,
1818955,8753,237246,
1818956,8754,230590,
1818957,8755,163774,
1818958,8756,223678,
1818959,8757,225213,
1818960,8758,223933,
1818961,8759,237756,
1818962,8760,229819,
1818963,8761,206523,
1818964,8762,240826,
1818965,8763,229818,
1818966,8764,228794,
1818967,8765,243129,
1818968,8766,168633,
1818969,8767,166841,
1818970,8768,231865,
1818971,8769,206521,
1818972,8770,229816,
1818973,8771,193975,
1818974,8772,233143,
1818975,8773,231863,
1818976,8774,210615,
1818977,8775,241334,
1818978,8776,230070,
1818979,8777,225458,
1818980,8778,219570,
1818981,8779,244401,
1818982,8780,242865,
1818983,8781,237745,
1818984,8782,236721,
1818985,8783,224433,
1818986,8784,246960,
1818987,8785,243888,
1818988,8786,235439,
1818989,8787,233135,
1818990,8788,223407,
1818991,8789,246958,
1818992,8790,244398,
1818993,8791,231342,
1818994,8792,225198,
1818995,8793,244909,
1818996,8794,241837,
1818997,8795,235437,
1818998,8796,169389,
1818999,8797,215725,
1819000,8798,208813,
1819001,8799,246700,
1819002,8800,223404,
1819003,8801,212140,
1819004,8802,208300,
1819005,8803,245419,
1819006,8804,241067,Venezuela
1819007,8805,221611,
1819008,8806,211883,
1819009,8807,247210,
1819010,8808,244394,
1819011,8809,227754,
1819012,8810,225962,
1819013,8811,225450,
1819014,8812,220074,
1819015,8813,216746,
1819016,8814,214698,
1819017,8815,204714,
1819018,8816,247465,
1819019,8817,243881,
1819020,8818,234921,
1819021,8819,232105,
1819022,8820,213157,
1819023,8821,208037,
1819024,8822,243364,
1819025,8823,242084,
1819026,8824,234148,
1819027,8825,230820,
1819028,8826,229284,
1819029,8827,226724,
1819030,8828,223396,
1819031,8829,209572,
1819032,8830,234915,
1819033,8831,233123,
1819034,8832,230819,
1819035,8833,228515,
1819036,8834,162211,
1819037,8835,221603,
1819038,8836,215971,
1819039,8837,202659,
1819040,8838,234914,
1819041,8839,243105,
1819042,8840,223393,
1819043,8841,220833,
1819044,8842,211105,
1819045,8843,200609,
1819046,8844,179616,
1819047,8845,238752,
1819048,8846,170912,
1819049,8847,229536,
1819050,8848,221856,
1819051,8849,152480,
1819052,8850,245151,
1819053,8851,237983,
1819054,8852,231071,
1819055,8853,220575,
1819056,8854,212383,
1819057,8855,208543,
1819058,8856,178590,
1819059,8857,225694,
1819060,8858,211358,
1819061,8859,179869,
1819062,8860,243357,
1819063,8861,242333,
1819064,8862,233885,
1819065,8863,230557,
1819066,8864,144024,
1819067,8865,177815,
1819068,8866,242071,
1819069,8867,240279,
1819070,8868,225431,
1819071,8869,225430,
1819072,8870,222870,
1819073,8871,210326,
1819074,8872,204438,
1819075,8873,192661,
1819076,8874,187797,
1819077,8875,234645,
1819078,8876,232085,
1819079,8877,246932,
1819080,8878,242836,
1819081,8879,242580,
1819082,8880,184467,
1819083,8881,171923,
1819084,8882,229267,
1819085,8883,224915,
1819086,8884,219795,
1819087,8885,188818,
1819088,8886,230802,
1819089,8887,243857,
1819090,8888,236689,
1819091,8889,234897,
1819092,8890,212624,
1819093,8891,241551,
1819094,8892,225423,
1819095,8893,204175,
1819096,8894,247182,
1819097,8895,246926,
1819098,8896,244366,
1819099,8897,239502,
1819100,8898,197774,
1819101,8899,214157,
1819102,8900,202125,
1819103,8901,193932,
1819104,8902,182156,
1819105,8903,241292,
1819106,8904,237452,
1819107,8905,198540,
1819108,8906,244619,
1819109,8907,236171,
1819110,8908,221831,
1819111,8909,243334,
1819112,8910,233606,
1819113,8911,225670,
1819114,8912,221574,
1819115,8913,211846,
1819116,8914,198534,
1819117,8915,244357,
1819118,8916,239493,
1819119,8917,231301,
1819120,8918,228997,
1819121,8919,202117,
1819122,8920,189828,
1819123,8921,242308,
1819124,8922,241028,
1819125,8923,238980,
1819126,8924,235652,
1819127,8925,219268,
1819128,8926,213124,
1819129,8927,237443,
1819130,8928,229507,
1819131,8929,208771,
1819132,8930,142979,
1819133,8931,191106,
1819134,8932,242562,
1819135,8933,242306,
1819136,8934,240002,
1819137,8935,226946,
1819138,8936,155266,
1819139,8937,200578,
1819140,8938,243841,
1819141,8939,241537,
1819142,8940,229249,
1819143,8941,213889,
1819144,8942,180352,
1819145,8943,240000,
1819146,8944,232576,
1819147,8945,232064,
1819148,8946,206208,
1819149,8947,244863,
1819150,8948,230015,
1819151,8949,221823,
1819152,8950,211839,
1819153,8951,209535,
1819154,8952,232823,
1819155,8953,232567,
1819156,8954,224887,
1819157,8955,194678,
1819158,8956,233078,
1819159,8957,227958,
1819160,8958,210806,
1819161,8959,213621,
1819162,8960,211317,
1819163,8961,243316,
1819164,8962,221812,
1819165,8963,221556,
1819166,8964,191859,
1819167,8965,182387,
1819168,8966,247155,
1819169,8967,244083,
1819170,8968,242547,
1819171,8969,235123,
1819172,8970,204915,
1819173,8971,235378,
1819174,8972,231538,
1819175,8973,152690,
1819176,8974,237169,
1819177,8975,235633,
1819178,8976,228464,
1819179,8977,215408,
1819180,8978,189295,
1819181,8979,184175,
1819182,8980,170095,
1819183,8981,221807,
1819184,8982,199535,
1819185,8983,242542,
1819186,8984,197998,
1819187,8985,244588,
1819188,8986,243052,
1819189,8987,239724,
1819190,8988,239468,
1819191,8989,238956,
1819192,8990,219756,
1819193,8991,196972,
1819194,8992,223595,
1819195,8993,220779,Newcastle Jets
1819196,8994,245098,
1819197,8995,235626,
1819198,8996,242534,
1819199,8997,239206,
1819200,8998,209766,
1819201,8999,188261,
1819202,9000,239461,
1819203,9001,229477,
1819204,9002,226149,
1819205,9003,193124,
1819206,9004,188772,
1819207,9005,50531,
1819208,9006,238947,
1819209,9007,230499,
1819210,9008,221538,
1819211,9009,246113,
1819212,9010,244833,
1819213,9011,239457,
1819214,9012,224865,
1819215,9013,221025,
1819216,9014,212065,
1819217,9015,183648,
1819218,9016,182112,
1819219,9017,240992,
1819220,9018,233056,
1819221,9019,226656,
1819222,9020,207968,
1819223,9021,53855,
1819224,9022,242527,
1819225,9023,234846,
1819226,9024,226654,
1819227,9025,206430,
1819228,9026,200286,
1819229,9027,244829,
1819230,9028,240733,
1819231,9029,239453,
1819232,9030,229725,
1819233,9031,224093,
1819234,9032,221789,
1819235,9033,208989,
1819236,9034,242268,
1819237,9035,239452,
1819238,9036,244571,
1819239,9037,222299,
1819240,9038,221531,
1819241,9039,199259,
1819242,9040,241237,
1819243,9041,239701,
1819244,9042,236885,
1819245,9043,221525,
1819246,9044,213589,
1819247,9045,189780,
1819248,9046,244820,
1819249,9047,242004,
1819250,9048,228692,
1819251,9049,191827,
1819252,9050,204371,
1819253,9051,245842,
1819254,9052,245586,
1819255,9053,242514,
1819256,9054,229970,
1819257,9055,191569,
1819258,9056,240465,
1819259,9057,235089,
1819260,9058,226129,
1819261,9059,242512,
1819262,9060,242256,
1819263,9061,235600,
1819264,9062,166736,
1819265,9063,225872,
1819266,9064,247119,
1819267,9065,234831,
1819268,9066,234319,
1819269,9067,232527,
1819270,9068,246862,
1819271,9069,239182,
1819272,9070,193613,
1819273,9071,228685,
1819274,9072,212045,
1819275,9073,242764,
1819276,9074,216396,
1819277,9075,212812,
1819278,9076,190539,
1819279,9077,238667,
1819280,9078,229707,
1819281,9079,225355,
1819282,9080,180810,
1819283,9081,229194,
1819284,9082,246857,
1819285,9083,244041,
1819286,9084,195396,
1819287,9085,236868,
1819288,9086,210244,
1819289,9087,208196,
1819290,9088,243523,
1819291,9089,242755,
1819292,9090,242499,
1819293,9091,239170,
1819294,9092,225090,
1819295,9093,203842,
1819296,9094,244545,
1819297,9095,244033,
1819298,9096,234049,
1819299,9097,223041,
1819300,9098,205377,
1819301,9099,237888,
1819302,9100,203328,
1819303,9101,247103,
1819304,9102,239679,
1819305,9103,163135,
1819306,9104,219967,
1819307,9105,17725,
1819308,9106,201277,
1819309,9107,200253,
1819310,9108,242492,
1819311,9109,229436,
1819312,9110,221244,
1819313,9111,244283,
1819314,9112,53818,
1819315,9113,244538,
1819316,9114,176442,
1819317,9115,234298,
1819318,9116,233018,
1819319,9117,228410,
1819320,9118,222266,
1819321,9119,244793,
1819322,9120,231993,
1819323,9121,244024,
1819324,9122,229176,
1819325,9123,225336,
1819326,9124,211512,
1819327,9125,187959,
1819328,9126,239159,
1819329,9127,231735,
1819330,9128,198195,
1819331,9129,245810,
1819332,9130,225330,
1819333,9131,217650,
1819334,9132,193073,
1819335,9133,237361,
1819336,9134,221489,
1819337,9135,202801,
1819338,9136,227632,
1819339,9137,247343,
