Id,Overall_Rating,Potential,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,Freekick_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing_Tackle,Sliding_Tackle,Gk_Diving,Gk_Handling,Gk_Kicking,Gk_Positioning,Gk_Reflexes,Log Value_Euro,Age,Log Predicted Value_Euro,Name,Value_Euro,Predicted Value_Euro
209758,69.0,73.0,56.0,33.0,68.0,63.0,49.0,44.0,54.0,29.0,59.0,51.0,54.0,67.0,62.0,65.0,56.0,56.0,74.0,66.0,77.0,48.0,64.0,66.0,23.0,52.0,34.0,56.0,68.0,72.0,69.0,11.0,15.0,12.0,10.0,10.0,13.9108207377686,26,13.947644816971733,V. Alvarado,"1,100,000","1,141,261"
207454,69.0,69.0,71.0,63.0,40.0,68.0,70.0,72.0,72.0,69.0,69.0,70.0,78.0,77.0,82.0,64.0,82.0,65.0,72.0,65.0,34.0,60.0,26.0,42.0,66.0,66.0,71.0,63.0,16.0,31.0,29.0,14.0,7.0,12.0,8.0,11.0,13.9108207377686,28,12.37386140590493,P. Rodríguez,"1,100,000","236,537"
182621,69.0,69.0,56.0,46.0,73.0,63.0,39.0,55.0,57.0,48.0,59.0,59.0,43.0,42.0,50.0,67.0,41.0,63.0,44.0,55.0,84.0,50.0,67.0,65.0,44.0,57.0,49.0,63.0,70.0,71.0,63.0,15.0,15.0,15.0,15.0,14.0,12.959844447906553,34,13.723030779984393,D. Gordon,"424,999","911,667"
242269,69.0,72.0,76.0,46.0,63.0,72.0,54.0,71.0,79.0,75.0,72.0,74.0,77.0,77.0,69.0,61.0,62.0,68.0,71.0,73.0,67.0,70.0,68.0,63.0,50.0,61.0,69.0,55.0,63.0,64.0,64.0,9.0,12.0,14.0,14.0,12.0,13.9108207377686,25,13.883646597826747,Felipe Curcio,"1,100,000","1,070,510"
225629,69.0,74.0,59.0,58.0,54.0,70.0,52.0,68.0,52.0,49.0,65.0,70.0,67.0,67.0,65.0,67.0,65.0,62.0,65.0,67.0,67.0,66.0,59.0,68.0,56.0,72.0,50.0,70.0,60.0,70.0,64.0,9.0,9.0,8.0,16.0,13.0,14.151982794585487,23,13.385654522935917,T. Valls,"1,400,000","650,602"
225117,69.0,77.0,55.0,52.0,59.0,73.0,50.0,69.0,52.0,48.0,67.0,71.0,76.0,80.0,83.0,69.0,82.0,67.0,67.0,71.0,62.0,61.0,66.0,61.0,59.0,67.0,45.0,66.0,64.0,63.0,62.0,10.0,15.0,7.0,6.0,9.0,14.22097566607244,23,14.377583061257464,N. Haas,"1,500,000","1,754,304"
222557,69.0,77.0,27.0,25.0,61.0,69.0,29.0,41.0,23.0,21.0,63.0,56.0,74.0,73.0,50.0,64.0,67.0,34.0,74.0,75.0,74.0,25.0,72.0,72.0,21.0,42.0,38.0,63.0,67.0,68.0,64.0,10.0,16.0,10.0,10.0,6.0,14.077874822431765,22,14.385223544772359,J. Glad,"1,299,999","1,767,759"
202077,69.0,69.0,45.0,68.0,70.0,61.0,63.0,60.0,65.0,52.0,49.0,65.0,59.0,70.0,60.0,67.0,55.0,73.0,74.0,69.0,87.0,62.0,74.0,31.0,71.0,59.0,57.0,69.0,43.0,22.0,21.0,10.0,7.0,12.0,10.0,10.0,13.9108207377686,29,14.194353744345479,W. Bruin,"1,100,000","1,460,593"
198749,69.0,69.0,64.0,62.0,67.0,71.0,63.0,69.0,69.0,63.0,69.0,73.0,72.0,72.0,77.0,68.0,69.0,72.0,67.0,65.0,62.0,66.0,57.0,65.0,69.0,68.0,61.0,65.0,66.0,57.0,51.0,9.0,7.0,7.0,14.0,16.0,13.9108207377686,28,14.718305656509456,J. Corona,"1,100,000","2,466,487"
191068,69.0,70.0,40.0,70.0,72.0,59.0,63.0,67.0,48.0,41.0,35.0,69.0,63.0,69.0,63.0,60.0,49.0,71.0,79.0,65.0,82.0,53.0,48.0,30.0,71.0,51.0,64.0,65.0,30.0,42.0,34.0,7.0,7.0,14.0,7.0,7.0,13.997832114758229,27,16.268528786110252,G. Zigoni,"1,199,999","11,623,375"
167516,69.0,69.0,62.0,67.0,64.0,68.0,56.0,69.0,66.0,54.0,54.0,70.0,62.0,52.0,63.0,76.0,68.0,58.0,65.0,53.0,66.0,53.0,56.0,37.0,73.0,75.0,66.0,77.0,30.0,39.0,31.0,12.0,6.0,13.0,8.0,6.0,13.17115354157376,35,13.284343344712143,M. Radović,"524,999","587,918"
194925,69.0,72.0,30.0,69.0,73.0,63.0,72.0,61.0,60.0,66.0,38.0,68.0,65.0,68.0,66.0,64.0,64.0,68.0,83.0,67.0,77.0,66.0,66.0,24.0,68.0,50.0,70.0,70.0,48.0,36.0,28.0,7.0,14.0,10.0,16.0,13.0,14.077874822431765,26,11.951229062775196,L. Moult,"1,299,999","155,007"
241005,69.0,82.0,62.0,70.0,70.0,56.0,66.0,67.0,48.0,60.0,41.0,63.0,78.0,87.0,67.0,53.0,59.0,73.0,80.0,54.0,76.0,58.0,70.0,13.0,67.0,54.0,63.0,68.0,14.0,16.0,13.0,9.0,9.0,5.0,12.0,8.0,14.508657738524219,20,15.519159337047013,J. Ardaiz,"1,999,999","5,493,957"
235629,69.0,77.0,11.0,8.0,12.0,22.0,9.0,9.0,10.0,10.0,21.0,18.0,33.0,37.0,39.0,59.0,22.0,19.0,53.0,23.0,62.0,8.0,26.0,9.0,7.0,33.0,16.0,29.0,11.0,10.0,14.0,67.0,70.0,76.0,69.0,71.0,13.997832114758229,21,12.014450747037266,O. De Wolf,"1,199,999","165,123"
169069,69.0,69.0,72.0,38.0,58.0,70.0,47.0,68.0,57.0,44.0,67.0,70.0,64.0,62.0,64.0,57.0,62.0,54.0,69.0,74.0,62.0,61.0,71.0,63.0,65.0,51.0,51.0,61.0,67.0,70.0,75.0,11.0,10.0,6.0,16.0,14.0,13.262125319779487,33,11.780787364162723,J. Martins Pereira,"575,000","130,716"
230253,69.0,69.0,36.0,42.0,70.0,71.0,32.0,60.0,32.0,30.0,66.0,62.0,67.0,59.0,69.0,60.0,67.0,56.0,76.0,72.0,71.0,51.0,64.0,74.0,42.0,50.0,48.0,64.0,70.0,73.0,75.0,9.0,13.0,7.0,8.0,12.0,13.560618308335483,31,13.349593959228736,Alson Botelho,"774,999","627,559"
226157,69.0,76.0,52.0,60.0,43.0,70.0,43.0,69.0,67.0,38.0,73.0,70.0,66.0,68.0,60.0,63.0,72.0,66.0,49.0,72.0,62.0,70.0,59.0,59.0,66.0,69.0,43.0,52.0,60.0,62.0,60.0,6.0,10.0,8.0,7.0,8.0,14.22097566607244,24,14.605278209544286,Javi Muñoz,"1,500,000","2,202,884"
215149,69.0,69.0,71.0,41.0,56.0,67.0,42.0,66.0,53.0,42.0,64.0,65.0,77.0,80.0,91.0,65.0,91.0,50.0,88.0,77.0,46.0,44.0,74.0,65.0,53.0,62.0,44.0,54.0,63.0,66.0,64.0,6.0,14.0,8.0,12.0,11.0,13.458835614025542,32,13.47102370677979,L. Ceballos,"700,000","708,583"
193900,69.0,69.0,67.0,47.0,59.0,62.0,32.0,68.0,61.0,29.0,59.0,65.0,85.0,81.0,72.0,66.0,68.0,70.0,82.0,74.0,64.0,50.0,60.0,65.0,65.0,54.0,48.0,67.0,66.0,69.0,67.0,15.0,15.0,6.0,14.0,8.0,13.681979165339751,28,14.518915135438041,J. Hunt,"874,999","2,020,620"
190572,69.0,71.0,70.0,36.0,65.0,61.0,37.0,63.0,72.0,70.0,63.0,64.0,67.0,72.0,72.0,65.0,73.0,68.0,74.0,75.0,77.0,43.0,79.0,65.0,60.0,62.0,63.0,67.0,64.0,69.0,70.0,10.0,13.0,12.0,8.0,12.0,13.9108207377686,26,15.780568093847714,L. De Bock,"1,100,000","7,135,323"
167532,69.0,69.0,65.0,41.0,62.0,66.0,40.0,67.0,70.0,68.0,61.0,67.0,73.0,73.0,74.0,65.0,64.0,67.0,82.0,82.0,65.0,58.0,68.0,65.0,63.0,54.0,63.0,66.0,68.0,66.0,69.0,12.0,16.0,15.0,8.0,8.0,13.527828485512494,30,11.7221818641618,A. Aldrete,"750,000","123,276"
215404,69.0,71.0,43.0,49.0,71.0,65.0,42.0,48.0,31.0,31.0,55.0,64.0,67.0,67.0,65.0,68.0,67.0,56.0,70.0,71.0,78.0,34.0,70.0,67.0,31.0,46.0,62.0,64.0,66.0,69.0,59.0,11.0,9.0,9.0,14.0,7.0,13.9108207377686,26,12.519631968033003,Bruno Pires,"1,100,000","273,657"
213868,69.0,77.0,58.0,18.0,66.0,69.0,32.0,54.0,49.0,23.0,67.0,61.0,75.0,79.0,70.0,65.0,52.0,50.0,88.0,80.0,70.0,26.0,59.0,68.0,56.0,58.0,36.0,62.0,67.0,68.0,67.0,12.0,14.0,14.0,14.0,9.0,14.077874822431765,24,14.455318562265797,J. Castelletto,"1,299,999","1,896,116"
210028,69.0,69.0,48.0,31.0,68.0,68.0,26.0,69.0,45.0,47.0,64.0,67.0,63.0,66.0,69.0,67.0,63.0,71.0,74.0,77.0,80.0,55.0,78.0,71.0,57.0,58.0,34.0,73.0,67.0,65.0,67.0,15.0,9.0,11.0,12.0,8.0,13.652991628466498,29,13.27851099647918,W. Bakhashwain,"849,999","584,499"
220522,69.0,69.0,68.0,55.0,37.0,70.0,65.0,69.0,64.0,70.0,65.0,70.0,74.0,73.0,81.0,68.0,75.0,68.0,47.0,62.0,63.0,64.0,50.0,32.0,68.0,72.0,58.0,67.0,33.0,27.0,25.0,7.0,8.0,7.0,8.0,12.0,13.9108207377686,28,14.209066578233427,D. Hernández,"1,100,000","1,482,242"
9833,69.0,69.0,15.0,11.0,11.0,46.0,14.0,14.0,12.0,12.0,43.0,29.0,31.0,43.0,36.0,66.0,41.0,28.0,45.0,32.0,64.0,16.0,37.0,23.0,14.0,47.0,46.0,55.0,12.0,13.0,12.0,64.0,72.0,52.0,77.0,64.0,11.156250521031495,38,13.903401021188786,D. Boer,"69,999","1,091,868"
207745,69.0,70.0,68.0,55.0,57.0,69.0,57.0,60.0,58.0,47.0,64.0,66.0,69.0,77.0,74.0,66.0,79.0,76.0,71.0,90.0,62.0,63.0,71.0,68.0,59.0,62.0,60.0,61.0,63.0,62.0,65.0,15.0,12.0,9.0,13.0,10.0,13.815510557964274,26,13.250665716801958,M. Zeffane,"999,999","568,448"
205185,69.0,73.0,35.0,39.0,68.0,64.0,28.0,58.0,31.0,33.0,63.0,63.0,71.0,73.0,61.0,64.0,53.0,43.0,63.0,64.0,74.0,34.0,58.0,73.0,32.0,43.0,41.0,67.0,62.0,70.0,72.0,7.0,10.0,7.0,11.0,15.0,13.9108207377686,26,11.35516443137974,Ilori,"1,100,000","85,405"
202113,69.0,73.0,61.0,61.0,63.0,66.0,31.0,70.0,47.0,42.0,62.0,67.0,79.0,85.0,77.0,63.0,77.0,64.0,74.0,60.0,71.0,60.0,69.0,67.0,60.0,68.0,51.0,63.0,70.0,73.0,70.0,14.0,10.0,6.0,13.0,14.0,13.9108207377686,25,13.416165716504873,M. Odubajo,"1,100,000","670,759"
242816,69.0,89.0,60.0,58.0,49.0,78.0,56.0,70.0,57.0,51.0,76.0,73.0,63.0,66.0,77.0,66.0,84.0,60.0,56.0,53.0,43.0,49.0,44.0,45.0,55.0,77.0,55.0,70.0,53.0,57.0,53.0,12.0,15.0,14.0,12.0,9.0,14.557447902693651,19,12.339539617073518,Riqui Puig,"2,099,999","228,556"
225664,69.0,69.0,65.0,64.0,50.0,70.0,59.0,74.0,69.0,58.0,49.0,66.0,77.0,74.0,79.0,68.0,69.0,67.0,58.0,75.0,64.0,60.0,64.0,54.0,66.0,67.0,63.0,65.0,56.0,56.0,50.0,13.0,8.0,13.0,15.0,8.0,13.9108207377686,28,14.440569830304483,M. Ibarra,"1,100,000","1,868,356"
221312,69.0,75.0,62.0,29.0,65.0,60.0,19.0,54.0,29.0,27.0,53.0,58.0,70.0,71.0,61.0,65.0,69.0,39.0,78.0,61.0,77.0,36.0,77.0,67.0,41.0,45.0,40.0,62.0,64.0,70.0,65.0,16.0,8.0,13.0,12.0,12.0,13.997832114758229,24,16.533585521590318,A. Pérez,"1,199,999","15,151,127"
210560,69.0,73.0,41.0,27.0,70.0,56.0,27.0,39.0,32.0,31.0,48.0,54.0,63.0,62.0,55.0,65.0,56.0,46.0,85.0,61.0,78.0,21.0,56.0,69.0,30.0,30.0,49.0,52.0,69.0,69.0,66.0,13.0,9.0,13.0,9.0,9.0,13.997832114758229,25,13.050729673265634,Diogo Coelho,"1,199,999","465,435"
237183,69.0,78.0,64.0,68.0,45.0,73.0,44.0,78.0,65.0,71.0,60.0,75.0,70.0,80.0,78.0,72.0,62.0,75.0,43.0,71.0,62.0,72.0,40.0,40.0,73.0,67.0,45.0,77.0,39.0,40.0,34.0,8.0,6.0,12.0,8.0,11.0,14.28551418721001,23,16.34157858272338,M. Rojas,"1,600,000","12,504,242"
214911,69.0,69.0,65.0,48.0,71.0,66.0,40.0,68.0,59.0,44.0,60.0,63.0,68.0,71.0,69.0,61.0,56.0,53.0,71.0,71.0,80.0,59.0,83.0,71.0,59.0,55.0,49.0,66.0,50.0,76.0,77.0,13.0,11.0,8.0,10.0,12.0,13.623138665316818,29,11.879405447645789,A. Parot,"824,999","144,264"
189054,69.0,69.0,58.0,70.0,73.0,66.0,71.0,71.0,55.0,58.0,54.0,70.0,46.0,51.0,48.0,64.0,41.0,70.0,54.0,60.0,80.0,63.0,62.0,38.0,71.0,65.0,69.0,64.0,37.0,46.0,35.0,11.0,16.0,11.0,16.0,11.0,13.38472764187182,34,13.977047844410611,Sandaza,"649,999","1,175,316"
232062,69.0,69.0,64.0,44.0,57.0,66.0,38.0,60.0,54.0,29.0,60.0,63.0,71.0,73.0,66.0,63.0,68.0,62.0,58.0,80.0,64.0,48.0,87.0,66.0,63.0,52.0,69.0,65.0,69.0,68.0,67.0,14.0,6.0,7.0,10.0,10.0,13.681979165339751,28,12.740748518254913,D. Sundgren,"874,999","341,378"
208766,69.0,74.0,62.0,65.0,57.0,69.0,62.0,74.0,71.0,62.0,55.0,70.0,74.0,72.0,67.0,68.0,63.0,68.0,55.0,69.0,58.0,61.0,42.0,22.0,58.0,74.0,65.0,69.0,42.0,18.0,22.0,8.0,10.0,12.0,11.0,7.0,14.151982794585487,24,13.402669012596554,O. Altman,"1,400,000","661,767"
234108,69.0,84.0,64.0,45.0,51.0,70.0,64.0,76.0,61.0,57.0,55.0,72.0,83.0,75.0,87.0,56.0,68.0,58.0,58.0,61.0,61.0,49.0,40.0,30.0,68.0,69.0,56.0,65.0,50.0,41.0,40.0,6.0,12.0,11.0,6.0,12.0,14.648419680899378,19,13.365073256878945,G. Maroni,"2,300,000","637,349"
228732,69.0,80.0,23.0,26.0,74.0,55.0,27.0,39.0,30.0,29.0,46.0,55.0,51.0,62.0,40.0,60.0,38.0,42.0,52.0,73.0,91.0,25.0,61.0,67.0,31.0,28.0,38.0,60.0,69.0,70.0,65.0,12.0,14.0,12.0,15.0,9.0,14.28551418721001,21,13.41188356764562,H. Moukoudi,"1,600,000","667,893"
227708,69.0,71.0,28.0,23.0,72.0,61.0,28.0,42.0,27.0,26.0,44.0,50.0,49.0,53.0,31.0,62.0,35.0,38.0,56.0,68.0,90.0,21.0,76.0,71.0,24.0,32.0,36.0,65.0,58.0,71.0,66.0,10.0,11.0,9.0,12.0,6.0,13.815510557964274,28,15.092520732559278,Lucas Tagliapietra,"999,999","3,585,902"
211068,69.0,73.0,59.0,69.0,69.0,64.0,66.0,67.0,42.0,40.0,56.0,67.0,58.0,65.0,52.0,65.0,57.0,72.0,72.0,67.0,75.0,59.0,63.0,30.0,69.0,63.0,60.0,53.0,38.0,39.0,35.0,7.0,14.0,15.0,6.0,12.0,14.151982794585487,25,13.470502903328052,K. Kodro,"1,400,000","708,214"
213905,69.0,77.0,63.0,68.0,75.0,50.0,71.0,67.0,54.0,43.0,48.0,61.0,62.0,69.0,65.0,67.0,55.0,76.0,67.0,66.0,75.0,61.0,66.0,44.0,66.0,55.0,61.0,59.0,38.0,41.0,43.0,12.0,11.0,16.0,13.0,8.0,14.28551418721001,23,15.302327239692255,S. Gallagher,"1,600,000","4,422,993"
198033,69.0,69.0,71.0,62.0,52.0,69.0,62.0,71.0,76.0,71.0,64.0,70.0,71.0,74.0,87.0,65.0,79.0,69.0,56.0,53.0,46.0,64.0,50.0,23.0,64.0,68.0,69.0,68.0,23.0,28.0,31.0,6.0,14.0,12.0,11.0,14.0,13.9108207377686,27,9.895414316048347,Alex,"1,100,000","19,839"
244624,69.0,78.0,47.0,55.0,45.0,76.0,44.0,67.0,50.0,40.0,72.0,73.0,61.0,69.0,65.0,68.0,75.0,52.0,54.0,63.0,56.0,51.0,50.0,58.0,66.0,65.0,45.0,61.0,60.0,57.0,49.0,14.0,8.0,7.0,12.0,9.0,14.28551418721001,21,12.453840844684729,Alex López,"1,600,000","256,232"
165520,69.0,69.0,69.0,63.0,65.0,71.0,70.0,68.0,73.0,70.0,67.0,68.0,64.0,65.0,71.0,68.0,75.0,76.0,49.0,69.0,56.0,68.0,55.0,42.0,68.0,71.0,71.0,69.0,29.0,32.0,30.0,14.0,7.0,16.0,10.0,11.0,13.623138665316818,33,14.68779113177,O. Scarione,"824,999","2,392,360"
138384,69.0,69.0,46.0,73.0,79.0,57.0,69.0,58.0,53.0,53.0,37.0,68.0,34.0,42.0,45.0,64.0,36.0,74.0,31.0,59.0,89.0,70.0,68.0,26.0,75.0,55.0,79.0,65.0,24.0,35.0,22.0,8.0,15.0,7.0,16.0,8.0,13.071070083016778,35,13.965483432651189,M. Janko,"474,999","1,161,802"
198288,69.0,69.0,67.0,45.0,53.0,67.0,59.0,68.0,72.0,59.0,60.0,67.0,72.0,74.0,71.0,69.0,67.0,64.0,62.0,77.0,71.0,51.0,71.0,71.0,61.0,65.0,37.0,67.0,64.0,66.0,66.0,12.0,8.0,7.0,16.0,7.0,13.458835614025542,32,17.438312477173177,S. Beitashour,"700,000","37,442,331"
234383,69.0,81.0,12.0,8.0,10.0,41.0,8.0,23.0,14.0,13.0,30.0,30.0,46.0,30.0,44.0,66.0,45.0,15.0,72.0,28.0,56.0,9.0,23.0,16.0,4.0,52.0,12.0,35.0,13.0,11.0,10.0,72.0,67.0,58.0,64.0,74.0,14.22097566607244,20,13.85706459921412,M. Schubert,"1,500,000","1,042,429"
231823,69.0,80.0,28.0,23.0,58.0,69.0,30.0,45.0,37.0,33.0,71.0,70.0,67.0,65.0,63.0,68.0,60.0,47.0,54.0,67.0,76.0,24.0,68.0,71.0,32.0,34.0,35.0,63.0,67.0,72.0,69.0,11.0,13.0,14.0,7.0,9.0,14.28551418721001,20,15.851828742865129,J. Hoogma,"1,600,000","7,662,345"
220815,69.0,74.0,52.0,74.0,67.0,73.0,60.0,72.0,44.0,42.0,71.0,71.0,74.0,76.0,66.0,63.0,71.0,63.0,68.0,67.0,71.0,70.0,38.0,58.0,66.0,60.0,59.0,51.0,65.0,61.0,52.0,10.0,12.0,12.0,11.0,14.0,14.151982794585487,24,15.509554547896306,J. Narváez,"1,400,000","5,441,441"
215183,69.0,72.0,43.0,69.0,78.0,68.0,64.0,62.0,47.0,59.0,42.0,65.0,37.0,36.0,47.0,68.0,32.0,76.0,30.0,63.0,93.0,67.0,34.0,35.0,70.0,52.0,70.0,58.0,27.0,32.0,22.0,14.0,15.0,14.0,9.0,13.0,14.077874822431765,26,13.566666118931087,E. Rescaldani,"1,299,999","779,701"
201359,69.0,71.0,53.0,48.0,54.0,72.0,53.0,65.0,69.0,59.0,70.0,68.0,71.0,69.0,75.0,66.0,69.0,69.0,74.0,76.0,65.0,59.0,73.0,67.0,55.0,62.0,50.0,67.0,56.0,68.0,65.0,13.0,7.0,13.0,14.0,6.0,13.9108207377686,27,13.335460606858902,M. Abu,"1,100,000","618,752"
168590,69.0,69.0,52.0,52.0,71.0,63.0,44.0,56.0,52.0,61.0,60.0,61.0,39.0,35.0,41.0,62.0,46.0,71.0,55.0,70.0,83.0,56.0,75.0,70.0,61.0,64.0,62.0,69.0,72.0,66.0,63.0,11.0,10.0,15.0,8.0,15.0,13.304684934198283,33,15.627424878267922,M. Karl,"599,999","6,122,155"
217998,69.0,76.0,45.0,66.0,67.0,54.0,59.0,70.0,74.0,73.0,39.0,71.0,71.0,70.0,67.0,70.0,66.0,74.0,72.0,64.0,74.0,67.0,70.0,23.0,66.0,56.0,57.0,59.0,44.0,21.0,16.0,6.0,14.0,9.0,6.0,13.0,14.22097566607244,24,11.749844811759003,C. Arango,"1,500,000","126,733"
187789,69.0,69.0,64.0,62.0,70.0,66.0,63.0,73.0,63.0,65.0,65.0,75.0,65.0,68.0,59.0,63.0,49.0,75.0,65.0,70.0,81.0,71.0,70.0,63.0,66.0,65.0,61.0,77.0,48.0,56.0,51.0,14.0,6.0,7.0,10.0,12.0,13.815510557964274,31,12.789239407675387,Kanu,"999,999","358,340"
235149,69.0,75.0,56.0,58.0,57.0,68.0,50.0,67.0,38.0,33.0,70.0,70.0,74.0,65.0,68.0,70.0,70.0,61.0,58.0,75.0,62.0,63.0,48.0,66.0,65.0,64.0,60.0,68.0,62.0,62.0,55.0,11.0,7.0,6.0,5.0,14.0,14.151982794585487,22,12.304675504849163,J. Schouten,"1,400,000","220,725"
200845,69.0,69.0,54.0,73.0,70.0,64.0,60.0,63.0,58.0,56.0,53.0,68.0,70.0,72.0,62.0,55.0,67.0,67.0,64.0,78.0,84.0,58.0,58.0,33.0,67.0,57.0,69.0,65.0,37.0,35.0,34.0,13.0,13.0,9.0,13.0,12.0,13.997832114758229,27,17.245032775171595,P. Hoban,"1,199,999","30,861,893"
182412,69.0,69.0,49.0,44.0,70.0,58.0,36.0,58.0,45.0,61.0,59.0,55.0,57.0,64.0,53.0,63.0,53.0,72.0,60.0,71.0,75.0,61.0,80.0,65.0,50.0,49.0,47.0,66.0,72.0,67.0,70.0,14.0,9.0,10.0,10.0,14.0,13.560618308335483,31,15.025440950289246,Dai Lin,"774,999","3,353,251"
191390,69.0,69.0,71.0,37.0,59.0,67.0,41.0,74.0,55.0,50.0,65.0,74.0,83.0,85.0,78.0,64.0,78.0,45.0,85.0,83.0,67.0,58.0,70.0,67.0,67.0,68.0,55.0,66.0,58.0,62.0,55.0,16.0,12.0,8.0,6.0,13.0,13.681979165339751,28,12.274952907630068,F. N'Sakala,"874,999","214,261"
183454,69.0,69.0,68.0,27.0,73.0,65.0,47.0,65.0,63.0,40.0,61.0,64.0,66.0,69.0,71.0,69.0,62.0,66.0,75.0,68.0,79.0,50.0,71.0,69.0,59.0,39.0,55.0,69.0,70.0,68.0,71.0,12.0,7.0,15.0,7.0,13.0,13.458835614025542,31,13.095261862577715,E. Pisano,"700,000","486,631"
52126,69.0,69.0,69.0,61.0,49.0,74.0,58.0,64.0,64.0,70.0,71.0,71.0,33.0,38.0,46.0,73.0,78.0,72.0,40.0,34.0,57.0,67.0,80.0,78.0,62.0,70.0,60.0,72.0,72.0,74.0,70.0,6.0,11.0,7.0,14.0,16.0,12.691580461311874,39,13.961741557736339,F. Balmont,"324,999","1,157,463"
173470,69.0,69.0,62.0,47.0,39.0,71.0,60.0,74.0,72.0,67.0,70.0,74.0,69.0,59.0,76.0,60.0,77.0,65.0,70.0,61.0,45.0,59.0,58.0,69.0,60.0,74.0,64.0,74.0,65.0,60.0,55.0,1.0,1.0,1.0,1.0,1.0,13.345506928718539,33,13.870760032482096,C. Leitgeb,"625,000","1,056,804"
232094,69.0,75.0,28.0,71.0,67.0,59.0,45.0,64.0,34.0,33.0,51.0,66.0,79.0,80.0,77.0,66.0,65.0,68.0,76.0,72.0,74.0,65.0,41.0,21.0,70.0,58.0,68.0,69.0,37.0,41.0,35.0,11.0,6.0,7.0,7.0,11.0,14.22097566607244,23,14.394431263790615,J. Niezgoda,"1,500,000","1,784,111"
164766,69.0,69.0,63.0,50.0,59.0,65.0,37.0,64.0,55.0,33.0,57.0,70.0,74.0,78.0,74.0,64.0,68.0,58.0,81.0,80.0,78.0,47.0,62.0,67.0,59.0,55.0,58.0,69.0,60.0,70.0,69.0,14.0,6.0,8.0,11.0,9.0,13.527828485512494,31,13.779972137932782,L. Wallace,"750,000","965,085"
225950,69.0,73.0,59.0,65.0,52.0,72.0,57.0,76.0,70.0,65.0,68.0,70.0,82.0,76.0,78.0,71.0,72.0,65.0,31.0,69.0,63.0,72.0,51.0,48.0,67.0,68.0,52.0,63.0,49.0,48.0,43.0,10.0,7.0,6.0,12.0,14.0,14.077874822431765,25,14.69875521512673,M. Gakpa,"1,299,999","2,418,734"
222109,69.0,77.0,71.0,48.0,58.0,67.0,43.0,70.0,51.0,55.0,63.0,67.0,78.0,76.0,79.0,57.0,70.0,70.0,59.0,86.0,74.0,55.0,62.0,44.0,60.0,70.0,46.0,64.0,51.0,53.0,48.0,13.0,13.0,12.0,8.0,10.0,14.28551418721001,22,13.445258798835184,C. Cadden,"1,600,000","690,560"
220829,69.0,71.0,44.0,71.0,66.0,58.0,60.0,64.0,41.0,40.0,41.0,67.0,69.0,69.0,66.0,67.0,62.0,65.0,87.0,80.0,92.0,60.0,38.0,25.0,68.0,55.0,66.0,65.0,23.0,12.0,12.0,10.0,9.0,5.0,13.0,8.0,14.077874822431765,26,13.867246402677907,E. Torregrossa,"1,299,999","1,053,097"
215965,69.0,75.0,50.0,66.0,57.0,59.0,64.0,63.0,42.0,31.0,46.0,61.0,73.0,88.0,42.0,67.0,50.0,78.0,74.0,66.0,90.0,61.0,58.0,13.0,68.0,59.0,57.0,66.0,23.0,26.0,16.0,9.0,12.0,9.0,15.0,13.0,14.22097566607244,22,13.883193737108591,C. Strandberg,"1,500,000","1,070,026"
204701,69.0,72.0,57.0,58.0,18.0,63.0,45.0,75.0,67.0,59.0,54.0,74.0,87.0,83.0,90.0,67.0,87.0,62.0,70.0,63.0,36.0,65.0,47.0,35.0,65.0,67.0,49.0,60.0,34.0,27.0,31.0,12.0,6.0,10.0,13.0,14.0,14.077874822431765,25,13.594755920972778,S. Khelifi,"1,299,999","801,913"
236956,69.0,77.0,50.0,56.0,44.0,71.0,36.0,70.0,71.0,68.0,64.0,71.0,78.0,76.0,70.0,64.0,83.0,63.0,60.0,45.0,52.0,59.0,45.0,22.0,67.0,67.0,49.0,63.0,41.0,44.0,45.0,11.0,7.0,13.0,7.0,7.0,14.22097566607244,23,15.153792392749528,J. Abrigo,"1,500,000","3,812,487"
235164,69.0,69.0,70.0,55.0,60.0,72.0,71.0,64.0,59.0,64.0,69.0,72.0,60.0,65.0,60.0,68.0,74.0,65.0,41.0,75.0,68.0,66.0,61.0,51.0,68.0,70.0,61.0,65.0,52.0,63.0,58.0,11.0,13.0,13.0,12.0,14.0,13.790192749979985,30,15.040912614366553,L. Mora,"975,000","3,405,535"
232860,69.0,69.0,65.0,65.0,60.0,68.0,60.0,64.0,57.0,61.0,65.0,67.0,74.0,68.0,63.0,74.0,63.0,65.0,66.0,85.0,69.0,64.0,68.0,60.0,71.0,66.0,61.0,64.0,53.0,46.0,42.0,10.0,8.0,14.0,6.0,9.0,13.9108207377686,28,12.61704592954102,K. Higashi,"1,100,000","301,657"
230300,69.0,69.0,60.0,50.0,51.0,68.0,71.0,75.0,54.0,56.0,51.0,76.0,82.0,81.0,70.0,76.0,67.0,72.0,55.0,60.0,71.0,67.0,51.0,24.0,77.0,55.0,67.0,72.0,26.0,14.0,13.0,12.0,8.0,11.0,7.0,12.0,13.997832114758229,27,13.562600217776382,Rômulão Selva,"1,199,999","776,537"
