S/N,Id,Club_Team
10014,226057,Colorado Rapids
10015,215817,Östersunds FK
10016,192264,Trelleborgs FF
10017,187144,Ulsan Hyundai FC
10018,246792,Defensa y Justicia
10019,238344,Real Sporting de Gijón
10020,232456,Vegalta Sendai
10021,228616,Montpellier HSC
10022,223752,América de Cali
10023,190983,Southend United
10024,235527,Esbjerg fB
10025,169479,Melbourne City FC
10026,229895,Portsmouth
10027,229127,Royal Antwerp FC
10028,218887,FC Luzern
10029,244742,New York Red Bulls
10030,244230,Fortuna Sittard
10031,177414,Port Vale
10032,234502,Randers FC
10033,232454,Vegalta Sendai
10034,215302,KV Oostende
10035,206598,Tromsø IL
10036,190981,Tromsø IL
10037,228613,Al Qadisiyah
10038,209413,Górnik Zabrze
10039,177668,FC Hansa Rostock
10040,242692,Shimizu S-Pulse
10041,241924,FC Admira Wacker Mödling
10042,220676,Odds BK
10043,212484,Fleetwood Town
10044,244739,Deportivo Pasto
10045,242691,Club Atlético Lanús
10046,241923,AS Nancy Lorraine
10047,231171,Al Qadisiyah
10048,230403,Bahia
10049,217086,Al Taawoun
10050,238589,VfL Sportfreunde Lotte
10051,235261,Livorno
10052,220669,Shrewsbury
10053,212477,Itagüí Leones FC
10054,200701,Ascoli
10055,199165,Incheon United FC
10056,241404,
10057,239356,De Graafschap
10058,232444,Perugia
10059,219900,Brescia
10060,206332,Cork City
10061,201212,Bury
10062,189691,Bradford City
10063,244987,Independiente
10064,240891,VfR Aalen
10065,239611,Bristol City
10066,235515,CF Rayo Majadahonda
10067,225531,Heracles Almelo
10068,219643,FC Zürich
10069,247290,US Salernitana 1919
10070,235514,Ettifaq FC
10071,230906,Patriotas Boyacá FC
10072,226810,Patronato
10073,201978,Piast Gliwice
10074,190457,Strømsgodset IF
10075,220665,BSC Young Boys
10076,205049,Jeonnam Dragons
10077,200953,1. FC Kaiserslautern
10078,242936,South Africa
10079,165880,Suwon Samsung Bluewings
10080,223224,FC Admira Wacker Mödling
10081,206584,Sarpsborg 08 FF
10082,201208,Vancouver Whitecaps FC
10083,247287,CD Aves
10084,240119,Lechia Gdańsk
10085,239095,Waasland-Beveren
10086,227575,América de Cali
10087,193014,Notts County
10088,190454,Strømsgodset IF
10089,180726,Brisbane Roar
10090,242166,FK Bodø/Glimt
10091,232438,Oldham Athletic
10092,225014,US Cremonese
10093,232946,Shonan Bellmare
10094,208370,SV Sandhausen
10095,202482,Bristol Rovers
10096,228593,FC St. Gallen
10097,226801,Seattle Sounders FC
10098,226033,Djurgårdens IF
10099,203249,Piast Gliwice
10100,244208,Real Sporting de Gijón
10101,188399,VfL Osnabrück
10102,238319,Stoke City
10103,234991,Vendsyssel FF
10104,215279,MSV Duisburg
10105,204783,AD Alcorcón
10106,51694,SK Brann
10107,242670,FC Zürich
10108,237294,Grasshopper Club Zürich
10109,232174,Portsmouth
10110,231406,West Bromwich Albion
10111,221934,Carlisle United
10112,214510,Rionegro Águilas
10113,53741,Exeter City
10114,177389,Crawley Town
10115,193260,SK Sturm Graz
10116,174572,Los Angeles FC
10117,220140,Colchester United
10118,210156,Al Faisaly
10119,137708,1. FC Kaiserslautern
10120,193771,Morecambe
10121,241131,Bolivia
10122,232171,Deportivo Pasto
10123,243946,Brøndby IF
10124,222698,Sangju Sangmu FC
10125,220650,ADO Den Haag
10126,214762,Defensa y Justicia
10127,206313,US Orléans Loiret Football
10128,240872,Orlando Pirates
10129,238056,Valenciennes FC
10130,237032,Valencia CF
10131,235496,Rochdale
10132,230888,Central Coast Mariners
10133,205288,UD Almería
10134,192231,Walsall
10135,225511,Birmingham City
10136,226785,Real Salt Lake
10137,220385,Korona Kielce
10138,217313,Excelsior
10139,234464,Godoy Cruz
10140,231392,Lechia Gdańsk
10141,230624,Bursaspor
10142,216288,SV Wehen Wiesbaden
10143,202464,Accrington Stanley
10144,244703,BB Erzurumspor
10145,178143,Kasimpaşa SK
10146,241887,AEK Athens
10147,232671,Eintracht Braunschweig
10148,230623,FC Admira Wacker Mödling
10149,220895,Al Shabab
10150,220639,CD Aves
10151,239838,Pescara
10152,228318,Blackburn Rovers
10153,222430,Deportivo Pasto
10154,220894,Scunthorpe United
10155,213982,Atlético Bucaramanga
10156,200670,FC Dallas
10157,188381,AS Nancy Lorraine
10158,186845,Lecce
10159,183517,Bristol Rovers
10160,181725,Cambridge United
10161,226781,SC Paderborn 07
10162,200925,SC Preußen Münster
10163,181468,PEC Zwolle
10164,246748,Real Sociedad
10165,242908,Leeds United
10166,240860,Sevilla FC
10167,222172,Guangzhou R&F FC
10168,214492,Itagüí Leones FC
10169,207580,Colorado Rapids
10170,202204,Molde FK
10171,240859,Sevilla FC
10172,229083,SønderjyskE
10173,220123,Red Star FC
10174,216795,Blackpool
10175,202715,Oldham Athletic
10176,245978,Bulgaria
10177,179930,Zagłębie Sosnowiec
10178,244186,CD Aves
10179,171994,Miedź Legnica
10180,210389,Seattle Sounders FC
10181,200917,KFC Uerdingen 05
10182,244948,Independiente
10183,226260,Brescia
10184,219860,Deportivo Pasto
10185,213204,IK Sirius
10186,139475,Aberdeen
10187,237522,FC Barcelona
10188,237266,New York Red Bulls
10189,234706,Coventry City
10190,214482,Atlético Bucaramanga
10191,199890,FC Lugano
10192,189905,Cracovia
10193,229073,Birmingham City
10194,223441,AS Béziers
10195,209873,Kaizer Chiefs
10196,199121,Djurgårdens IF
10197,221648,Al Ittihad
10198,244431,SKN St. Pölten
10199,236751,Kristiansund BK
10200,226767,FC Emmen
10201,221647,Pohang Steelers
10202,203215,Fleetwood Town
10203,214222,Unión La Calera
10204,243661,FC Red Bull Salzburg
10205,232909,Kashiwa Reysol
10206,244684,Torino
10207,224204,VfL Sportfreunde Lotte
10208,222156,Ipswich Town
10209,204492,FC Hansa Rostock
10210,202444,Padova
10211,189387,Hamburger SV
10212,183499,Hobro IK
10213,241867,CF Rayo Majadahonda
10214,236747,Venezuela
10215,232907,Kashiwa Reysol
10216,228299,Östersunds FK
10217,210123,Puebla FC
10218,192970,Bury
10219,222410,FC Emmen
10220,237507,FC St. Pauli
10221,223427,1. FC Nürnberg
10222,202179,Walsall
10223,171970,Bristol Rovers
10224,233410,Jeju United FC
10225,209602,Cittadella
10226,241089,FC Sochaux-Montbéliard
10227,231105,FC Nantes
10228,219585,RCD Mallorca
10229,165568,Sandefjord Fotball
10230,228544,FC Sochaux-Montbéliard
10231,219840,Real Sporting de Gijón
10232,210368,Al Qadisiyah
10233,208832,Grenoble Foot 38
10234,246719,Jaguares de Córdoba
10235,236991,Columbus Crew SC
10236,231103,Chamois Niortais Football Club
10237,224191,Fortuna Sittard
10238,223679,SV Darmstadt 98
10239,221631,Rosenborg BK
10240,184254,Rosario Central
10241,245438,Al Wehda
10242,238014,VVV-Venlo
10243,237758,Shimizu S-Pulse
10244,224702,Guangzhou Evergrande Taobao FC
10245,207806,Colchester United
10246,203454,FSV Zwickau
10247,245437,San Lorenzo de Almagro
10248,238269,FC Sochaux-Montbéliard
10249,223677,LASK Linz
10250,217277,CD Tenerife
10251,184764,BB Erzurumspor
10252,246972,Al Qadisiyah
10253,238780,FC Carl Zeiss Jena
10254,222396,Aberdeen
10255,216508,SC Freiburg
10256,206524,Coventry City
10257,237499,Huddersfield Town
10258,232379,Vegalta Sendai
10259,223931,Excelsior
10260,173498,Forest Green Rovers
10261,225722,U.N.A.M.
10262,207546,Sangju Sangmu FC
10263,203450,Hallescher FC
10264,237494,Korona Kielce
10265,209334,FC Luzern
10266,191669,Jeonbuk Hyundai Motors
10267,169909,Coventry City
10268,232117,Chamois Niortais Football Club
10269,153269,Al Qadisiyah
10270,245172,Livorno
10271,179636,Port Vale
10272,239028,KV Kortrijk
10273,227764,Coventry City
10274,221620,Houston Dynamo
10275,213428,Colorado Rapids
10276,193715,Boavista FC
10277,239795,Trabzonspor
10278,225203,Livingston FC
10279,213171,Jeonnam Dragons
10280,240050,Paris FC
10281,237490,FC Würzburger Kickers
10282,235442,Kaizer Chiefs
10283,232626,Gamba Osaka
10284,225202,Real Zaragoza
10285,212146,Gillingham
10286,184753,St. Patrick's Athletic
10287,241585,FK Austria Wien
10288,236464,Grasshopper Club Zürich
10289,208304,Incheon United FC
10290,199088,Beijing Sinobo Guoan FC
10291,244655,Oxford United
10292,168879,Al Hilal
10293,224175,Excelsior
10294,155567,AC Horsens
10295,216751,
10296,247214,Cittadella
10297,234158,Le Havre AC
10298,222382,Club Tijuana
10299,173484,Extremadura UD
10300,231596,La Berrichonne de Châteauroux
10301,229036,AC Horsens
10302,201132,Lech Poznań
10303,200876,US Salernitana 1919
10304,243627,FC Girondins de Bordeaux
10305,232107,Borussia Dortmund
10306,230827,Heart of Midlothian
10307,215211,Milton Keynes Dons
10308,208294,Vendsyssel FF
10309,237477,Middlesbrough
10310,229285,FC Würzburger Kickers
10311,228517,Reading
10312,223653,CD Huachipato
10313,216485,Kilmarnock
10314,144037,Dundee FC
10315,193956,Tranmere Rovers
10316,239268,Córdoba CF
10317,236196,Fluminense
10318,225956,Rosenborg BK
10319,209316,Lecce
10320,232611,Nagoya Grampus
10321,224163,NAC Breda
10322,152483,Gillingham
10323,216227,Ipswich Town
10324,215459,Neuchâtel Xamax
10325,201891,TSV Hartberg
10326,227746,IFK Norrköping
10327,224930,Carpi
10328,221346,FK Haugesund
10329,182689,Kilmarnock
10330,232609,Sanfrecce Hiroshima
10331,222369,KAA Gent
10332,212385,Fortuna Sittard
10333,204449,Sporting Lokeren
10334,187296,Tiburones Rojos de Veracruz
10335,183712,TSV 1860 München
10336,177568,La Berrichonne de Châteauroux
10337,242336,Córdoba CF
10338,241312,Shanghai SIPG FC
10339,235167,VfL Bochum 1848
10340,230303,Grêmio
10341,221599,Orlando Pirates
10342,155551,AC Horsens
10343,209567,Al Taawoun
10344,217502,Wolfsberger AC
10345,202654,Śląsk Wrocław
10346,245149,Gimnasia y Esgrima La Plata
10347,240797,AC Ajaccio
10348,234653,SKN St. Pölten
10349,190620,Doncaster Rovers
10350,246684,AC Ajaccio
10351,245148,Gimnasia y Esgrima La Plata
10352,205720,Padova
10353,204184,SC Heerenveen
10354,201112,Śląsk Wrocław
10355,228759,AJ Auxerre
10356,161943,Notts County
10357,211095,AC Horsens
10358,246678,GD Chaves
10359,232598,FC Tokyo
10360,223638,Foggia
10361,138390,Plymouth Argyle
10362,193173,Scunthorpe United
10363,165269,La Berrichonne de Châteauroux
10364,223125,De Graafschap
10365,220821,IFK Göteborg
10366,245396,Dynamo Kyiv
10367,179860,Forest Green Rovers
10368,215700,Sunderland
10369,211604,Walsall
10370,246675,Argentinos Juniors
10371,240787,Empoli
10372,237203,Portland Timbers
10373,169619,Carlisle United
10374,158867,Carlisle United
10375,216979,SC Preußen Münster
10376,211859,FC Hansa Rostock
10377,247186,Godoy Cruz
10378,241810,FC Barcelona
10379,223378,Akhisar Belediyespor
10380,205202,Śląsk Wrocław
10381,246929,Júbilo Iwata
10382,242577,AS Monaco
10383,240273,RB Leipzig
10384,234129,Antalyaspor
10385,232849,FC Tokyo
10386,221329,Plymouth Argyle
10387,204689,SKN St. Pölten
10388,236432,Club Atlético Tigre
10389,228240,TSV 1860 München
10390,189839,Audax Italiano
10391,246927,Vitória de Setúbal
10392,179855,Bury
10393,235151,Yokohama F. Marinos
10394,215695,Trelleborgs FF
10395,214415,Patriotas Boyacá FC
10396,239754,Jagiellonia Białystok
10397,236938,Doncaster Rovers
10398,221322,Bury
10399,201353,Columbus Crew SC
10400,178312,Spezia
10401,177544,FC Hansa Rostock
10402,162952,Club Atlético Talleres
10403,221576,Incheon United FC
10404,152456,Port Vale
10405,215688,Vendsyssel FF
10406,200840,Oxford United
10407,177799,FC Thun
10408,225927,US Orléans Loiret Football
10409,197511,Al Shabab
10410,187782,Accrington Stanley
10411,243590,CD Tondela
10412,236678,Palermo
10413,219782,Beijing Sinobo Guoan FC
10414,244869,Patronato
10415,165509,Bradford City
10416,214917,San Luis de Quillota
10417,211845,DSC Arminia Bielefeld
10418,206469,SKN St. Pölten
10419,199301,Ulsan Hyundai FC
10420,230532,Al Qadisiyah
10421,221316,Deportes Iquique
10422,212356,LASK Linz
10423,204420,1. FC Kaiserslautern
10424,237187,Deportivo Pasto
10425,232067,Curicó Unido
10426,163203,Dundee FC
10427,225667,Coventry City
10428,212099,FK Haugesund
10429,191874,Jeonnam Dragons
10430,237698,Manchester United
10431,224130,Lincoln City
10432,217730,FC Admira Wacker Mödling
10433,186753,Royal Excel Mouscron
10434,240513,Rochdale
10435,224129,Plymouth Argyle
10436,223873,FC Nantes
10437,233088,Independiente
10438,232832,Club Atlético Banfield
10439,155264,Stabæk Fotball
10440,245371,Vélez Sarsfield
10441,179579,Zagłębie Sosnowiec
10442,165243,US Orléans Loiret Football
10443,223867,SV Mattersburg
10444,222843,Rio Ave FC
10445,221819,Tianjin Quanjian FC
10446,216699,Arsenal
10447,223866,SK Sturm Graz
10448,221562,US Cremonese
10449,216442,FC Wacker Innsbruck
10450,194937,Carlisle United
10451,241273,Atlético Tucumán
10452,237177,Alianza Petrolera
10453,229753,FC Luzern
10454,239224,Sporting Lokeren
10455,228216,DC United
10456,213368,KV Kortrijk
10457,209784,Clermont Foot 63
10458,207992,Shonan Bellmare
10459,179831,Dundee FC
10460,233079,Deportivo Cali
10461,228983,Waasland-Beveren
10462,226679,Fleetwood Town
10463,223607,CD Lugo
10464,222583,Yeovil Town
10465,246646,Olympique Lyonnais
10466,227446,Scunthorpe United
10467,219254,San Martín de San Juan
10468,244341,Clube Sport Marítimo
10469,163445,Lincoln City
10470,216693,Boyacá Chicó FC
10471,229236,FC Metz
10472,222836,Preston North End
10473,215412,Ipswich Town
10474,210804,Al Shabab
10475,243571,Sporting Lokeren
10476,215410,Stade Brestois 29
10477,202866,Colorado Rapids
10478,238961,SpVgg Unterhaching
10479,237681,FC Tokyo
10480,235377,CD Aves
10481,234097,CD Palestino
10482,164465,Scunthorpe United
10483,205937,Wisła Płock
10484,199787,FC Hansa Rostock
10485,189802,Burton Albion
10486,241002,Hobro IK
10487,235370,Lobos BUAP
10488,169578,Bradford City
10489,224361,Portsmouth
10490,218985,Miedź Legnica
10491,209001,Al Qadisiyah
10492,232296,CD Tondela
10493,225896,Paraguay
10494,210792,Al Fateh
10495,181095,Sporting Lokeren
10496,49511,Lillestrøm SK
10497,238951,FC Carl Zeiss Jena
10498,218471,Sangju Sangmu FC
10499,187494,Club Necaxa
10500,236390,Gimnàstic de Tarragona
10501,238693,Karlsruher SC
10502,225893,Paraguay
10503,225381,Lecce
10504,222565,Suwon Samsung Bluewings
10505,213604,Audax Italiano
10506,195427,Preston North End
10507,240227,Chamois Niortais Football Club
10508,233315,Heart of Midlothian
10509,232291,AIK
10510,224099,Fleetwood Town
10511,210275,FC Wacker Innsbruck
10512,244834,Deportes Iquique
10513,173666,Exeter City
10514,222306,Guangzhou R&F FC
10515,219746,Audax Italiano
10516,213090,Al Taawoun
10517,212066,Suwon Samsung Bluewings
10518,210786,Al Raed
10519,188257,St. Johnstone FC
10520,179808,Club Necaxa
10521,232800,Pogoń Szczecin
10522,231264,Unión La Calera
10523,229472,SpVgg Unterhaching
10524,162144,Foggia
10525,224095,Stade de Reims
10526,197983,Örebro SK
10527,239454,U.N.A.M.
10528,213338,Djurgårdens IF
10529,199002,Aarhus GF
10530,241497,Paris Saint-Germain
10531,240729,Clermont Foot 63
10532,215129,Unión Española
10533,238936,SV Meppen
10534,234072,Celtic
10535,223320,Alanyaspor
10536,208984,SpVgg Unterhaching
10537,177495,Blackpool
10538,239703,FC Hansa Rostock
10539,235095,Junior FC
10540,208983,SSV Jahn Regensburg
10541,186198,Mansfield Town
10542,238678,SG Sonnenhof Großaspach
10543,181844,Tianjin Quanjian FC
10544,240212,FC Lorient
10545,233812,DSC Arminia Bielefeld
10546,162388,Nagoya Grampus
10547,227668,Torino
10548,210772,FC Würzburger Kickers
10549,193875,Brisbane Roar
10550,233043,Rionegro Águilas
10551,232787,Nagoya Grampus
10552,214099,Randers FC
10553,203347,Ranheim Fotball
10554,246098,Portimonense SC
10555,244305,Fortuna Sittard
10556,240209,Chamois Niortais Football Club
10557,211793,Melbourne Victory
10558,246608,Real Madrid
10559,235856,AS Béziers
10560,227920,VfL Wolfsburg
10561,230223,Sport Club do Recife
10562,219471,Royal Excel Mouscron
10563,244046,CD Tondela
10564,226382,Defensa y Justicia
10565,224590,Grenoble Foot 38
10566,241741,VfL Osnabrück
10567,232269,Incheon United FC
10568,224589,FC Hansa Rostock
10569,210253,De Graafschap
10570,200525,Reading
10571,199245,Cruz Azul
10572,193608,Bristol Rovers
10573,239944,Tromsø IL
10574,172872,Yeni Malatyaspor
10575,221768,SCR Altach
10576,217160,Chongqing Dangdai Lifan FC SWM Team
10577,215368,LASK Linz
10578,239431,Orlando Pirates
10579,221511,Dalkurd FF
10580,243014,ESTAC Troyes
10581,239686,FSV Zwickau
10582,220230,Górnik Zabrze
10583,244037,Padova
10584,240453,Valenciennes FC
10585,237893,VVV-Venlo
10586,204101,FSV Zwickau
10587,217156,Beijing Renhe FC
10588,213316,Gyeongnam FC
10589,204100,SV Wehen Wiesbaden
10590,244547,Padova
10591,237635,1. FC Kaiserslautern
10592,216387,Karlsruher SC
10593,199747,Esbjerg fB
10594,199491,Albacete BP
10595,241985,Real Zaragoza
10596,231489,Östersunds FK
10597,214081,Junior FC
10598,193344,FC Luzern
10599,239936,Universidad de Chile
10600,231488,Örebro SK
10601,229440,Unión La Calera
10602,193087,Lech Poznań
10603,231743,Aston Villa
10604,226879,Junior FC
10605,147007,AD Alcorcón
10606,206399,Newcastle Jets
10607,205887,Barnsley
10608,199231,Ulsan Hyundai FC
10609,242238,Olympique Lyonnais
10610,221502,Toronto FC
10611,213566,Livingston FC
10612,208958,Ohod Club
10613,197950,Alianza Petrolera
10614,192317,Aston Villa
10615,241981,Clube Sport Marítimo
10616,230458,Paraná
10617,224570,Montreal Impact
10618,187193,Puebla FC
10619,243001,Romania
10620,219449,FC Hansa Rostock
10621,211001,Córdoba CF
10622,237368,Montpellier HSC
10623,212024,Arka Gdynia
10624,229175,Eintracht Braunschweig
10625,228151,Charlton Athletic
10626,202295,Gyeongnam FC
10627,201527,Odense Boldklub
10628,184630,Brentford
10629,243510,Sampdoria
10630,241462,Gimnàstic de Tarragona
10631,240694,AS Nancy Lorraine
10632,235574,CD Nacional
10633,224566,Villarreal CF
10634,189237,SCR Altach
10635,225589,St. Johnstone FC
10636,221493,Gyeongnam FC
10637,189492,Cardiff City
10638,246324,Vegalta Sendai
10639,242228,San Martin de Tucumán
10640,238900,UD Almería
10641,214836,Unión La Calera
10642,183347,Blackburn Rovers
10643,231219,Newell's Old Boys
10644,225075,FC Carl Zeiss Jena
10645,181298,Örebro SK
10646,241970,Melbourne City FC
10647,240434,US Orléans Loiret Football
10648,236850,Patriotas Boyacá FC
10649,214578,Boyacá Chicó FC
10650,243249,Ajax
10651,214065,Deportes Iquique
10652,247088,Ohod Club
10653,235568,AJ Auxerre
10654,228912,Dijon FCO
10655,225072,Rotherham United
10656,223792,SK Rapid Wien
10657,241967,1. FC Magdeburg
10658,219951,AIK
10659,240942,UD Las Palmas
10660,214314,Patriotas Boyacá FC
10661,246057,Orlando City SC
10662,244521,FC Wacker Innsbruck
10663,224297,NAC Breda
10664,202025,Red Star FC
10665,190504,Bradford City
10666,188968,Club Atlético Tigre
10667,244008,Clube Sport Marítimo
10668,169000,SC Fortuna Köln
10669,231976,Seattle Sounders FC
10670,211240,Paris FC
10671,203048,Plymouth Argyle
10672,203815,FC Metz
10673,245030,San Martín de San Juan
10674,233254,Nagoya Grampus
10675,137510,Vitesse
10676,243237,Cagliari
10677,175141,Paris FC
10678,236837,Parma
10679,228645,FC Utrecht
10680,237348,IK Sirius
10681,202532,Swindon Town
10682,245795,KAA Gent
10683,213027,Mansfield Town
10684,170785,FC Thun
10685,212513,Bristol City
10686,208417,Jeju United FC
10687,241696,Vélez Sarsfield
10688,207904,Lechia Gdańsk
10689,185119,IF Elfsborg
10690,245535,Trabzonspor
10691,243743,FC Energie Cottbus
10692,232991,Sanfrecce Hiroshima
10693,223007,Venezia FC
10694,144415,MKE Ankaragücü
10695,214046,América de Cali
10696,207902,Zagłębie Lubin
10697,231197,FC Hansa Rostock
10698,200989,SC Preußen Münster
10699,194076,Cracovia
10700,191260,Al Wehda
10701,236316,Southampton
10702,205596,Fleetwood Town
10703,190235,Scunthorpe United
10704,213528,Aalborg BK
10705,240663,Godoy Cruz
10706,169495,Livingston FC
10707,229655,CD Lugo
10708,163351,Cheltenham Town
10709,228375,Houston Dynamo
10710,213271,Kristiansund BK
10711,212247,SC Preußen Münster
10712,207895,VfL Sportfreunde Lotte
10713,203287,Ipswich Town
10714,239894,Paris FC
10715,229910,Udinese
10716,228886,Cittadella
10717,219158,Patriotas Boyacá FC
10718,149270,Melbourne Victory
10719,202518,Wolfsberger AC
10720,245013,Grenoble Foot 38
10721,241173,AS Monaco
10722,237077,Royal Excel Mouscron
10723,224789,Venezia FC
10724,216597,Kaizer Chiefs
10725,208917,Al Raed
10726,244756,Sporting Lokeren
10727,239380,Ajax
10728,236308,Crotone
10729,200980,Livingston FC
10730,183827,IK Start
10731,247315,Gamba Osaka
10732,242195,Philadelphia Union
10733,238867,Portimonense SC
10734,237331,KAA Gent
10735,227859,FC Seoul
10736,223763,India
10737,212243,FC Hansa Rostock
10738,211987,Yeni Malatyaspor
10739,197907,Monarcas Morelia
10740,242194,Belgrano de Córdoba
10741,235026,Reading
10742,230418,América FC (Minas Gerais)
10743,213778,Lillestrøm SK
10744,205586,Birmingham City
10745,244497,Shakhtar Donetsk
10746,239121,SSV Jahn Regensburg
10747,224017,Rochdale
10748,242958,SpVgg Greuther Fürth
10749,235022,SV Wehen Wiesbaden
10750,229646,Paris FC
10751,163342,Southend United
10752,162830,Vejle Boldklub
10753,209166,Al Faisaly
10754,222477,Peterborough United
10755,237580,Vegalta Sendai
10756,234764,GIF Sundsvall
10757,161804,Lobos BUAP
10758,223756,FC Luzern
10759,221964,Changchun Yatai FC
10760,214028,Deportivo Cali
10761,210700,Al Faisaly
10762,184587,Livorno
10763,244235,Vitesse
10764,245003,La Berrichonne de Châteauroux
10765,236555,Santa Clara
10766,236043,Hull City
10767,118794,Rochdale
10768,246282,Gimnàstic de Tarragona
10769,243210,AD Alcorcón
10770,204554,Peterborough United
10771,181001,New England Revolution
10772,238089,Jeonnam Dragons
10773,239881,Ajax
10774,171017,Deportivo de La Coruña
10775,224009,BK Häcken
10776,221705,Peterborough United
10777,220937,Club Atlético Tigre
10778,239368,Ajax
10779,221704,Once Caldas
10780,217096,Queens Park Rangers
10781,214280,Unión Española
10782,211720,Karlsruher SC
10783,210184,Al Ittihad
10784,182023,Chongqing Dangdai Lifan FC SWM Team
10785,246791,Shakhtar Donetsk
10786,238599,SV Meppen
10787,229383,AZ Alkmaar
10788,211463,Bury
10789,203015,FC Seoul
10790,237574,LASK Linz
10791,165894,Cerezo Osaka
10792,156675,Aberdeen
10793,244482,US Cremonese
10794,235266,FC Bayern München
10795,225282,San Lorenzo de Almagro
10796,225026,GIF Sundsvall
10797,196353,Cheltenham Town
10798,244993,Sint-Truidense VV
10799,227329,RC Celta
10800,221441,San Martín de San Juan
10801,216833,Vitesse
10802,212481,SC Preußen Münster
10803,200449,Hibernian
10804,186112,Lincoln City
10805,247040,CD Lugo
10806,165888,Gyeongnam FC
10807,232191,Jeonnam Dragons
10808,230143,Cosenza
10809,241406,Ecuador
10810,234238,Vendsyssel FF
10811,229118,Fortuna Sittard
10812,209662,NAC Breda
10813,205054,Wigan Athletic
10814,243197,FC Wacker Innsbruck
10815,239357,SCR Altach
10816,232189,CD Huachipato
10817,219133,Gimnasia y Esgrima La Plata
10818,211453,Egypt
10819,228348,AS Béziers
10820,226044,
10821,158716,Shrewsbury
10822,212988,Arka Gdynia
10823,246011,Deportivo de La Coruña
10824,244731,Dynamo Kyiv
10825,237563,SK Rapid Wien
10826,233467,Vålerenga Fotball
10827,227835,Östersunds FK
10828,225019,Guadalajara
10829,211195,SC Heerenveen
10830,187898,BK Häcken
10831,246010,Deportivo de La Coruña
10832,245242,FC Red Bull Salzburg
10833,208122,Kalmar FF
10834,206074,Venezia FC
10835,225529,Grasshopper Club Zürich
10836,223222,KSV Cercle Brugge
10837,198134,De Graafschap
10838,188917,LA Galaxy
10839,188405,SG Sonnenhof Großaspach
10840,245237,Universidad Católica
10841,112373,Le Havre AC
10842,238581,FC Luzern
10843,192500,Ranheim Fotball
10844,223732,Excelsior
10845,215028,Argentinos Juniors
10846,164339,Piast Gliwice
10847,211955,VfL Osnabrück
10848,208371,IK Sirius
10849,191218,Los Angeles FC
10850,239090,LASK Linz
10851,229362,Sunderland
10852,228082,SG Dynamo Dresden
10853,199410,KAS Eupen
10854,242673,Górnik Zabrze
10855,236273,FC Nordsjælland
10856,229873,Aarhus GF
10857,211953,KFC Uerdingen 05
10858,192496,Doncaster Rovers
10859,244464,Club Tijuana
10860,242672,FC Luzern
10861,176368,Ulsan Hyundai FC
10862,231664,Atlético Bucaramanga
10863,231408,West Bromwich Albion
10864,157168,Elche CF
10865,148720,Strømsgodset IF
10866,234223,Club Atlético Lanús
10867,228591,AJ Auxerre
10868,223727,Portsmouth
10869,211439,Orlando Pirates
10870,208111,Hammarby IF
10871,178414,SønderjyskE
10872,239342,LOSC Lille
10873,234222,FC Seoul
10874,155886,Nottingham Forest
10875,212718,Orlando City SC
10876,211438,SV Zulte-Waregem
10877,244973,Querétaro
10878,241389,Olympique de Marseille
10879,232685,Júbilo Iwata
10880,234984,SPAL
10881,225768,Panathinaikos FC
10882,244967,Ohod Club
10883,234983,AC Ajaccio
10884,234727,Hannover 96
10885,214503,Rionegro Águilas
10886,202215,Houston Dynamo
10887,152038,SønderjyskE
10888,208614,Wisła Płock
10889,206054,SV Darmstadt 98
10890,200678,Extremadura UD
10891,199398,FC St. Gallen
10892,184549,FC Zürich
10893,181733,SCR Altach
10894,181477,Newcastle Jets
10895,245733,Hannover 96
10896,164581,Canada
10897,199909,VfL Wolfsburg
10898,189924,Korona Kielce
10899,210148,De Graafschap
10900,193251,FC Admira Wacker Mödling
10901,242915,Śląsk Wrocław
10902,231139,Walsall
10903,212451,Legia Warszawa
10904,188386,Stade Brestois 29
10905,243170,Patronato
10906,238050,Vålerenga Fotball
10907,232162,Newcastle Jets
10908,227810,Kristiansund BK
10909,221666,Real Salt Lake
10910,216802,Atlético Tucumán
10911,206562,Norwich City
10912,232929,Vissel Kobe
10913,139489,Lobos BUAP
10914,213984,Atlético Huila
10915,209888,Adelaide United
10916,156894,Charlton Athletic
10917,241117,Real Oviedo
10918,234717,Deportes Iquique
10919,221661,CD Universidad de Concepción
10920,205533,Vendsyssel FF
10921,196316,Grenoble Foot 38
10922,216540,GIF Sundsvall
10923,210140,Al Hilal
10924,198104,SpVgg Unterhaching
10925,192471,KFC Uerdingen 05
10926,51159,FC Thun
10927,240343,Palermo
10928,236247,Doncaster Rovers
10929,216535,VfL Bochum 1848
10930,216023,CD Antofagasta
10931,214487,Jaguares de Córdoba
10932,213719,Atlanta United
10933,205015,Coventry City
10934,189910,Motherwell
10935,245718,Kaizer Chiefs
10936,137686,Excelsior
10937,202966,Jeonbuk Hyundai Motors
10938,189141,IFK Göteborg
10939,187093,Lobos BUAP
10940,234197,ADO Den Haag
10941,244949,Royal Excel Mouscron
10942,232405,Alianza Petrolera
10943,226517,Kasimpaşa SK
10944,226005,Tiburones Rojos de Veracruz
10945,216789,Carpi
10946,203733,FK Bodø/Glimt
10947,182228,Neuchâtel Xamax
10948,239572,Kaizer Chiefs
10949,158676,FC København
10950,221908,Sunderland
10951,246739,Gimnàstic de Tarragona
