,Id,Name,Age,Height_Cm,Weight_Kgs,Positions,Nationality,Overall_Rating,Potential,Value_Euro,International_Reputation_1_5,Skill_Moves_1_5,Work_Rate
10298,173484,Aitor,32,154.94,73,DF,Spain,65,65,350000,1,2,Medium/ High
10299,231596,J. Contreras,24,185.42,83,GK,Venezuela,65,72,550000,1,1,Medium/ Medium
10300,229036,S. Reese,25,182.88,78.9,DF,Denmark,65,69,600000,1,2,Medium/ Medium
10301,201132,R. Janicki,26,187.96,78.9,DF,Poland,65,68,575000,1,2,Medium/ Medium
10302,200876,G. Gigliotti,29,154.94,72.1,DF,France,65,65,450000,1,2,Medium/ Medium
10303,243627,Y. Adli,18,185.42,73,MF,France,65,84,1100000,1,3,Low/ Medium
10304,232107,E. Oelschlägel,23,193.04,84.8,GK,Germany,65,73,600000,1,1,Medium/ Medium
10305,230827,C. Morrison,19,152.4,73.9,MF,Scotland,65,78,975000,1,3,High/ Medium
10306,215211,B. Cargill,23,187.96,87.1,DF,England,65,76,825000,1,2,Medium/ High
10307,208294,Francisco Júnior,27,172.72,64.9,MF,Guinea Bissau,65,65,575000,1,3,Medium/ Medium
10308,237477,M. Tavernier,19,152.4,69.9,MF,England,65,82,1200000,1,3,Medium/ Medium
10309,229285,D. Gnaase,22,152.4,77.1,MF,Germany,65,72,750000,1,3,High/ Medium
10310,228517,A. Rinomhota,21,175.26,64,MF,England,65,79,1100000,1,3,Medium/ Medium
10311,223653,C. Jopia,27,175.26,74.8,DF,Chile,65,65,450000,1,3,Medium/ Medium
10312,216485,A. Tshibola,24,190.5,81.2,MF,DR Congo,65,70,700000,1,3,Medium/ Medium
10313,144037,G. Kusunga,30,185.42,83,DF,Angola,65,65,400000,1,2,Medium/ Medium
10314,193956,B. Pringle,30,172.72,73.9,MF,England,65,65,525000,1,2,Medium/ Medium
10315,239268,N. Manzambi,21,152.4,82.1,FW,Switzerland,65,79,1200000,1,3,High/ Medium
10316,236196,Nito Carbelho,27,154.94,74.8,FW,Brazil,65,65,600000,1,2,Medium/ Medium
10317,225956,B. Akintola,23,152.4,68.9,DF,Nigeria,65,72,750000,1,3,High/ Medium
10318,209316,T. Haye,24,152.4,73.9,MF,Netherlands,65,69,700000,1,3,Medium/ Low
10319,232611,K. Miyahara,22,172.72,67.1,DF,Japan,65,73,675000,1,2,Medium/ High
10320,224163,A. Verschueren,21,185.42,73,MF,Belgium,65,69,600000,1,2,Medium/ Medium
10321,152483,G. Zakuani,32,185.42,68,DF,DR Congo,65,65,300000,1,2,Low/ High
10322,216227,K. Jackson,25,154.94,73,FW,England,65,68,700000,1,2,High/ Medium
10323,215459,G. Karlen,25,185.42,78.9,FW,Switzerland,65,69,700000,1,2,High/ Medium
10324,201891,D. Tadić,28,152.4,77.1,FW,Austria,65,65,550000,1,3,Medium/ Medium
10325,227746,A. Jakobsen,24,154.94,73,MF,Egypt,65,72,750000,1,4,Low/ Low
10326,224930,A. Sabbione,27,187.96,78.9,MF,Italy,65,65,575000,1,2,Medium/ High
10327,221346,M. Samuelsen,21,187.96,72.1,MF,Norway,65,76,925000,1,4,Medium/ Medium
10328,182689,A. Power,31,152.4,72.1,MF,Republic of Ireland,65,65,400000,1,2,Low/ High
10329,232609,G. Notsuda,24,175.26,71.2,MF,Japan,65,69,700000,1,3,High/ Medium
10330,222369,E. Smith,22,193.04,86.2,MF,Sweden,65,73,700000,1,2,Medium/ Medium
10331,212385,A. Syhre,23,187.96,83,DF,Germany,65,71,625000,1,2,Medium/ Medium
10332,204449,S. Marzo,27,154.94,68.9,DF,Belgium,65,65,450000,1,2,Medium/ Medium
10333,187296,C. Gutiérrez,29,165.1,68.9,DF,Mexico,65,65,425000,1,3,High/ Medium
10334,183712,S. Mölders,33,185.42,73.9,FW,Germany,65,65,350000,1,2,Medium/ High
10335,177568,A. Raineau,32,152.4,74.8,DF,France,65,65,300000,1,2,Medium/ Medium
10336,242336,Aguado,22,175.26,66.2,MF,Spain,65,76,900000,1,3,Medium/ Medium
10337,241312,Hu Jinghang,21,152.4,68,FW,China PR,65,73,825000,1,2,Medium/ Medium
10338,235167,V. Janelt,20,182.88,78.9,MF,Germany,65,76,925000,1,3,High/ High
10339,230303,Marcelo Vildeia,35,172.72,68.9,FW,Brazil,65,65,280000,1,2,Medium/ Medium
10340,221599,N. Nyauza,28,175.26,77.1,DF,South Africa,65,65,425000,1,3,Medium/ Medium
10341,155551,J. Borring,34,193.04,81.2,MF,Denmark,65,65,325000,1,2,High/ Medium
10342,209567,R. Sufyani,32,154.94,69.9,MF,Saudi Arabia,65,65,475000,1,3,Medium/ Low
10343,217502,A. Kofler,32,193.04,87.1,GK,Austria,65,65,325000,1,1,Medium/ Medium
10344,202654,D. Čotra,34,182.88,81.2,DF,Serbia,65,65,210000,1,2,High/ Medium
10345,245149,J. Hurtado,19,182.88,71.2,DF,Venezuela,65,82,1100000,1,3,High/ Low
10346,240797,M. Tramoni,19,175.26,68,MF,France,65,74,775000,1,3,Medium/ Medium
10347,234653,M. Ambichl,27,152.4,72.1,MF,Austria,65,65,550000,1,3,Medium/ Medium
10348,190620,D. Andrew,28,154.94,72.1,DF,England,65,65,450000,1,2,High/ Medium
10349,246684,N. Sawai,23,175.26,67.1,MF,Japan,65,72,750000,1,3,Medium/ Medium
10350,245148,M. Comba,25,170.18,68,MF,Argentina,65,68,675000,1,3,Medium/ Medium
10351,205720,A. Longhi,29,154.94,77.1,DF,Italy,65,65,400000,1,2,High/ Medium
10352,204184,D. Schmidt,26,152.4,73,DF,Netherlands,65,66,525000,1,2,Medium/ Medium
10353,201112,J. Słowik,27,190.5,82.1,GK,Poland,65,67,450000,1,1,Medium/ Medium
10354,228759,K. Boto,23,154.94,71.2,DF,France,65,76,800000,1,2,Medium/ Medium
10355,161943,E. Ward,34,185.42,83,DF,England,65,65,220000,1,2,Medium/ Medium
10356,211095,N. Brock-Madsen,26,190.5,79.8,FW,Denmark,65,66,650000,1,2,Medium/ Medium
10357,246678,Marlon Rangel,22,187.96,82.1,DF,Brazil,65,72,650000,1,2,Medium/ Medium
10358,232598,D. Niwa,33,154.94,72.1,DF,Japan,65,65,300000,1,2,Medium/ Medium
10359,223638,D. Boldor,24,187.96,79.8,DF,Romania,65,69,600000,1,2,Medium/ Medium
10360,138390,D. Fox,35,175.26,77.1,MF,England,65,65,160000,1,2,High/ Medium
10361,193173,M. Lund,28,182.88,76.2,MF,Northern Ireland,65,65,550000,1,2,Medium/ Medium
10362,165269,R. Boukari,31,187.96,83.9,FW,Togo,65,65,475000,1,3,Medium/ Medium
10363,223125,J. Vet,25,190.5,84.8,MF,Netherlands,65,68,575000,1,2,Medium/ High
10364,220821,C. Starfelt,23,185.42,81.2,DF,Sweden,65,70,625000,1,2,Medium/ Medium
10365,245396,V. Supriaga,19,182.88,74.8,FW,Ukraine,65,84,1100000,1,3,Medium/ Medium
10366,179860,R. Reid,30,182.88,77.1,FW,England,65,65,550000,1,2,Medium/ Low
10367,215700,L. O'Nien,24,175.26,73.9,MF,England,65,72,750000,1,2,High/ High
10368,211604,L. Roberts,24,193.04,82.1,GK,England,65,71,550000,1,1,Medium/ Medium
10369,246675,E. Borja,23,182.88,78.9,FW,Paraguay,65,73,800000,1,2,Medium/ Medium
10370,240787,H. Traorè,19,172.72,64.9,MF,Ivory Coast,65,84,1100000,1,3,High/ Medium
10371,237203,C. Paredes,20,182.88,74.8,MF,Paraguay,65,78,1000000,1,2,Medium/ High
10372,169619,G. Liddle,32,185.42,78.9,DF,England,65,65,300000,1,2,Low/ High
10373,158867,A. Gerrard,33,187.96,83,DF,Republic of Ireland,65,65,300000,1,2,Low/ Medium
10374,216979,R. Dadashov,27,190.5,83.9,FW,Azerbaijan,65,66,650000,1,2,High/ Medium
10375,211859,M. Ahlschwede,29,185.42,78,DF,Germany,65,66,500000,1,2,High/ Medium
10376,247186,R. Prieto,22,172.72,68,MF,Paraguay,65,75,875000,1,3,High/ Low
10377,241810,Chumi,20,185.42,78,DF,Spain,65,82,1000000,1,2,Medium/ Medium
10378,223378,A. Çeviker,29,152.4,69.9,MF,Turkey,65,65,450000,1,2,Medium/ High
10379,205202,W. Golla,27,185.42,79.8,DF,Poland,65,67,550000,1,2,Medium/ Medium
10380,246929,Gerson Rodrigues,23,187.96,81.2,DF,Luxembourg,65,71,750000,1,3,High/ Low
10381,242577,R. Faivre,20,154.94,68.9,MF,France,65,80,1100000,1,3,Medium/ Medium
10382,240273,E. Smith Rowe,18,182.88,64,MF,England,65,85,1100000,1,4,High/ Medium
10383,234129,D. Sinik,20,175.26,66.2,MF,Turkey,65,79,1200000,1,3,High/ Medium
10384,232849,R. Ogawa,22,182.88,78,DF,Japan,65,71,625000,1,2,Low/ High
10385,221329,A. Smith-Brown,22,152.4,73.9,DF,England,65,74,700000,1,2,High/ Medium
10386,204689,I. Ouédraogo,30,152.4,78,FW,Burkina Faso,65,65,550000,1,2,Medium/ Low
10387,236432,D. Sosa,21,152.4,73.9,DF,Argentina,65,72,650000,1,3,Medium/ Low
10388,228240,R. Lacazette,25,175.26,73,MF,France,65,71,625000,1,2,Medium/ High
10389,189839,N. Crovetto,32,175.26,69.9,DF,Chile,65,65,300000,1,2,Medium/ Medium
10390,246927,K. Sekgota,21,170.18,69.9,DF,South Africa,65,75,875000,1,3,High/ Medium
10391,179855,J. Beckford,35,187.96,83,FW,Jamaica,65,65,280000,1,2,Medium/ Low
10392,235151,T. Ogihara,27,182.88,71.2,MF,Japan,65,67,550000,1,2,Medium/ Medium
10393,215695,L. Nielsen,32,187.96,76.2,DF,Denmark,65,65,375000,1,2,Medium/ Medium
10394,214415,E. Chaux,27,187.96,78.9,GK,Colombia,65,67,450000,1,1,Medium/ Medium
10395,239754,M. Košťál,23,152.4,62.1,MF,Slovakia,65,73,800000,1,3,Medium/ Medium
10396,236938,M. Wilks,20,182.88,71.2,DF,England,65,79,1200000,1,3,High/ Medium
10397,221322,E. O'Connell,23,190.5,79.8,DF,Republic of Ireland,65,71,625000,1,2,Medium/ Medium
10398,201353,J. Kempin,25,185.42,78.9,GK,United States,65,67,450000,1,1,Medium/ Medium
10399,178312,D. Bassi,33,190.5,82.1,GK,Italy,65,65,270000,1,1,Medium/ Medium
10400,177544,K. Bülow,32,187.96,81.2,MF,Germany,65,65,300000,1,2,Low/ Medium
10401,162952,M. Caranta,40,182.88,77.1,GK,Argentina,65,65,40000,1,1,Medium/ Medium
10402,221576,Kwak Hae Seong,27,152.4,69.9,DF,Korea Republic,65,66,525000,1,2,Medium/ Medium
10403,152456,S. Brown,33,187.96,87.1,GK,England,65,65,270000,1,1,Medium/ Medium
10404,215688,L. Jensen,24,182.88,74.8,MF,Denmark,65,71,750000,1,3,Medium/ Medium
10405,200840,C. Nelson,25,182.88,73.9,DF,England,65,72,650000,1,2,High/ Medium
10406,177799,S. Glarner,31,152.4,73.9,DF,Switzerland,65,65,400000,1,2,Medium/ Medium
10407,225927,Q. Lecoeuche,25,172.72,64.9,DF,France,65,70,600000,1,2,Medium/ Medium
10408,197511,H. Al Raheb,35,167.64,63,FW,Saudi Arabia,65,65,280000,1,2,Medium/ Low
10409,187782,S. Conneely,30,175.26,68,MF,Republic of Ireland,65,65,425000,1,2,Medium/ Medium
10410,243590,João Reis,26,175.26,66.2,DF,Portugal,65,68,550000,1,2,High/ Medium
10411,236678,S. Lo Faso,21,152.4,72.1,FW,Italy,65,79,1200000,1,3,High/ Medium
10412,219782,Lei Tenglong,28,182.88,74.8,DF,China PR,65,67,525000,1,2,Medium/ Medium
10413,244869,G. Compagnucci,27,152.4,73,MF,Argentina,65,65,575000,1,2,Medium/ Medium
10414,165509,B. Clarke,31,170.18,64,FW,Republic of Ireland,65,65,525000,1,3,High/ High
10415,214917,G. Sepúlveda,30,154.94,74.8,MF,Chile,65,65,425000,1,2,Medium/ Medium
10416,211845,N. Quaschner,24,182.88,81.2,MF,Germany,65,69,700000,1,2,High/ Medium
10417,206469,T. Fountas,23,170.18,64.9,FW,Greece,65,70,725000,1,3,Medium/ Medium
10418,199301,Hwang Il Soo,31,172.72,68,FW,Korea Republic,65,65,525000,1,3,Medium/ Medium
10419,230532,A. Al Zain,27,182.88,64.9,MF,Saudi Arabia,65,65,575000,1,3,High/ Medium
10420,221316,M. Blázquez,27,187.96,83,DF,Chile,65,66,500000,1,2,Medium/ Medium
10421,212356,Y. Otubanjo,26,152.4,69.9,FW,Nigeria,65,68,700000,1,2,Medium/ Medium
10422,204420,J. Sternberg,26,182.88,77.1,DF,Germany,65,67,550000,1,3,High/ Medium
10423,237187,A. Figueroa,31,182.88,76.2,DF,Colombia,65,65,400000,1,2,Medium/ Medium
10424,232067,N. Bandiera,29,172.72,64.9,DF,Argentina,65,65,550000,1,3,High/ Low
10425,163203,D. O'Dea,32,185.42,82.1,DF,Republic of Ireland,65,65,375000,1,2,Low/ Medium
10426,225667,C. Chaplin,22,167.64,68.9,FW,England,65,75,875000,1,3,High/ Medium
10427,212099,S. Tronstad,23,172.72,69.9,MF,Norway,65,68,675000,1,3,Medium/ Medium
10428,191874,Lee Ji Nam,34,182.88,69.9,DF,Korea Republic,65,65,220000,1,2,Medium/ Medium
10429,237698,C. Gribbin,20,152.4,72.1,MF,England,65,78,1000000,1,3,Medium/ Medium
10430,224130,J. Vickers,23,193.04,72.1,GK,England,65,75,675000,1,1,Medium/ Medium
10431,217730,S. Zwierschitz,28,182.88,74.8,DF,Austria,65,65,450000,1,2,Medium/ Medium
10432,186753,N. Gulan,29,185.42,76.2,DF,Serbia,65,65,400000,1,2,Medium/ Medium
10433,240513,E. Hamilton,20,187.96,74.8,MF,Scotland,65,78,1000000,1,3,Medium/ High
10434,224129,T. Moore,21,172.72,66.2,DF,England,65,72,650000,1,2,High/ Medium
10435,223873,A. Walongwa,25,182.88,81.2,DF,Congo,65,68,575000,1,2,Low/ Medium
10436,233088,G. Rehak,25,154.94,68.9,GK,Argentina,65,71,525000,1,1,Medium/ Medium
10437,232832,L. Gómez,22,162.56,66.2,MF,Argentina,65,76,925000,1,3,High/ High
10438,155264,V. Demidov,32,185.42,79.8,DF,Norway,65,65,375000,1,2,Low/ Medium
10439,245371,T. Almada,17,170.18,62.1,MF,Argentina,65,85,1100000,1,3,Medium/ Medium
10440,179579,T. Nowak,33,170.18,72.1,MF,Poland,65,65,425000,1,3,High/ Medium
10441,165243,C. Cambon,32,182.88,76.2,DF,France,65,65,375000,1,2,Medium/ Medium
10442,223867,A. Gruber,23,175.26,69.9,MF,Austria,65,71,750000,1,3,Medium/ Medium
10443,222843,Ronan,23,195.58,88.9,FW,Brazil,65,71,750000,1,2,High/ Low
10444,221819,Song Boxuan,29,154.94,73,MF,China PR,65,65,550000,1,2,High/ Medium
10445,216699,G. Zelalem,22,154.94,69.9,MF,United States,65,75,875000,1,3,Medium/ Medium
10446,223866,S. Lovric,20,154.94,69.9,MF,Austria,65,74,825000,1,2,Medium/ Medium
10447,221562,M. Mbaye,23,185.42,79.8,MF,Senegal,65,73,775000,1,3,Medium/ High
10448,216442,D. Gabriele,24,152.4,74.8,MF,Germany,65,72,750000,1,3,High/ Medium
10449,194937,T. Parkes,27,187.96,78.9,DF,England,65,65,475000,1,2,Medium/ Medium
10450,241273,G. Risso Patrón,23,152.4,71.2,DF,Argentina,65,74,700000,1,2,Medium/ Medium
10451,237177,F. Flórez,26,152.4,67.1,MF,Colombia,65,69,600000,1,2,Medium/ High
10452,229753,T. Ndenge,21,187.96,79.8,MF,Germany,65,74,725000,1,3,Medium/ Medium
10453,239224,A. Benchaib,20,154.94,71.2,MF,Belgium,65,76,925000,1,3,High/ Medium
10454,228216,O. Fisher,27,175.26,69.9,DF,Jamaica,65,65,450000,1,3,Medium/ Medium
10455,213368,L. Rougeaux,24,185.42,84.8,DF,France,65,69,575000,1,2,Medium/ Medium
10456,209784,J. Phojo,25,152.4,71.2,DF,France,65,66,525000,1,2,Medium/ High
10457,207992,Lelêu,26,170.18,68,MF,Brazil,65,70,725000,1,3,Medium/ Medium
10458,179831,C. Curran,29,175.26,73.9,FW,England,65,65,550000,1,2,Medium/ Medium
10459,233079,C. Rivera,23,182.88,64.9,MF,Colombia,65,74,725000,1,3,Medium/ Medium
10460,228983,M. Caufriez,22,185.42,83.9,DF,Belgium,65,73,700000,1,2,Medium/ Medium
10461,226679,A. Hunter,23,152.4,67.1,MF,England,65,73,800000,1,3,High/ Medium
10462,223607,Luis Ruiz,26,154.94,73,DF,Spain,65,68,550000,1,2,Medium/ Medium
10463,222583,T. James,22,154.94,74.8,DF,Wales,65,71,625000,1,2,Medium/ High
10464,246646,M. Caqueret,19,175.26,63,MF,France,65,85,1100000,1,3,Medium/ Medium
10465,227446,K. van Veen,27,185.42,89.8,FW,Netherlands,65,65,575000,1,3,Medium/ Low
10466,219254,G. Castillejos,33,187.96,88,FW,Argentina,65,65,425000,1,2,High/ Medium
10467,244341,Aloísio,21,185.42,79.8,DF,Brazil,65,75,775000,1,2,Medium/ Medium
10468,163445,L. Frecklington,33,154.94,74.8,MF,Republic of Ireland,65,65,400000,1,2,Medium/ Medium
10469,216693,J. Duque,28,172.72,63,DF,Colombia,65,65,450000,1,2,Medium/ Medium
10470,229236,M. Udol,22,152.4,78.9,DF,France,65,73,675000,1,2,High/ Medium
10471,222836,R. Ledson,21,154.94,68.9,MF,England,65,77,950000,1,3,Medium/ Medium
10472,215412,C. Elder,24,154.94,67.1,DF,Australia,65,72,650000,1,2,Medium/ Medium
10473,210804,M. Salem,33,152.4,82.1,DF,Saudi Arabia,65,65,300000,1,2,Medium/ Medium
10474,243571,B. Diaby,21,187.96,88,DF,Spain,65,73,700000,1,2,Medium/ Medium
10475,215410,B. Chardonnet,24,154.94,73.9,DF,France,65,74,725000,1,2,Medium/ Medium
10476,202866,N. Mezquida,27,167.64,68,MF,Uruguay,65,66,625000,1,3,High/ Low
10477,238961,M. Dombrowka,26,154.94,77.1,DF,Germany,65,66,525000,1,3,Medium/ Medium
10478,237681,T. Kubo,17,172.72,67.1,MF,Japan,65,85,1100000,1,4,High/ Medium
10479,235377,Bruno Gomes,22,182.88,68.9,FW,Brazil,65,75,875000,1,3,Medium/ Low
10480,234097,R. Tarifeño,22,170.18,64.9,FW,Chile,65,76,950000,1,3,Medium/ Medium
10481,164465,T. McMahon,32,154.94,72.1,DF,England,65,65,300000,1,2,Medium/ High
10482,205937,N. Varela,28,175.26,69.9,MF,Uruguay,65,65,575000,1,3,High/ Medium
10483,199787,T. Öztürk,29,190.5,87.1,MF,Germany,65,65,450000,1,2,Medium/ Medium
10484,189802,D. McCrory,29,185.42,81.2,DF,Republic of Ireland,65,65,425000,1,2,High/ Medium
10485,241002,E. Sabbi,21,152.4,69.9,FW,United States,65,76,950000,1,4,Medium/ Medium
10486,235370,Yago,21,172.72,64,DF,Brazil,65,78,1000000,1,4,High/ Medium
10487,169578,C. Woods,32,154.94,73,DF,England,65,65,350000,1,2,Medium/ High
10488,224361,A. Cannon,22,175.26,73.9,MF,England,65,74,825000,1,3,High/ High
10489,218985,R. Augustyniak,25,185.42,82.1,MF,Poland,65,71,625000,1,2,Medium/ High
10490,209001,M. Fallatah,31,152.4,66.2,FW,Saudi Arabia,65,65,525000,1,3,High/ Low
10491,232296,F. Moufi,22,152.4,73,DF,Morocco,65,73,675000,1,2,High/ Medium
10492,225896,J. Alondro,31,187.96,84.8,DF,Paraguay,65,65,,1,2,Low/ Medium
10493,210792,A. Al Zaqan,28,152.4,71.2,MF,Saudi Arabia,65,65,575000,1,3,High/ Low
10494,181095,J. Řezníček,30,182.88,82.1,FW,Czech Republic,65,65,525000,1,2,Medium/ Medium
10495,49511,F. Kippe,41,193.04,97.1,DF,Norway,65,65,,1,2,Low/ Medium
10496,238951,R. Eckardt,29,152.4,69.9,MF,Germany,65,65,525000,1,2,Medium/ Medium
10497,218471,Kim Min Woo,29,172.72,68.9,MF,Korea Republic,65,65,550000,1,3,Medium/ Medium
10498,187494,H. Ruíz,31,154.94,74.8,MF,Mexico,65,65,475000,1,2,Medium/ Medium
10499,236390,Pol Valentín,22,154.94,73,DF,Spain,65,75,750000,1,2,High/ Medium
10500,238693,M. Röser,28,154.94,74.8,MF,Germany,65,65,575000,1,3,Medium/ Medium
10501,225893,J. Sambenito,27,175.26,72.1,FW,Paraguay,65,65,,1,3,Medium/ Low
10502,225381,J. Petriccione,24,185.42,74.8,MF,Italy,65,71,725000,1,3,Medium/ Medium
10503,222565,Han Ui Kwon,24,154.94,73,MF,Korea Republic,65,69,700000,1,3,High/ Low
10504,213604,I. Vásquez,33,170.18,69.9,MF,Chile,65,65,400000,1,2,Low/ High
10505,195427,J. Stockley,25,187.96,78.9,FW,England,65,68,700000,1,2,Medium/ Medium
10506,240227,Y. Bourhane,20,182.88,73.9,MF,France,65,77,825000,1,2,Medium/ Medium
10507,233315,S. Clare,22,190.5,78.9,MF,England,65,76,925000,1,3,Medium/ Medium
10508,232291,S. Silva,28,154.94,73.9,FW,Sweden,65,65,550000,1,3,Medium/ Medium
10509,224099,L. Coyle,23,172.72,67.1,DF,England,65,71,625000,1,2,High/ Medium
10510,210275,S. Rakowitz,28,172.72,66.2,MF,Austria,65,65,550000,1,3,High/ Medium
10511,244834,E. Pernía,24,152.4,77.1,FW,Venezuela,65,72,775000,1,3,Medium/ Medium
10512,173666,N. Law,30,152.4,73,MF,England,65,65,500000,1,2,Medium/ Medium
10513,222306,Ding Haifeng,27,182.88,71.2,MF,China PR,65,66,525000,1,3,High/ Medium
10514,219746,D. Torres,26,175.26,69.9,DF,Chile,65,66,525000,1,3,Medium/ Medium
10515,213090,T. Al Absi,26,175.26,72.1,DF,Saudi Arabia,65,70,600000,1,2,Low/ High
10516,212066,Lee Ki Je,27,175.26,68,MF,Korea Republic,65,65,575000,1,2,High/ High
10517,210786,S. Al Sawadi,26,172.72,63,MF,Saudi Arabia,65,66,650000,1,4,High/ Medium
10518,188257,B. Easton,31,182.88,76.2,DF,Scotland,65,65,400000,1,2,Medium/ High
10519,179808,O. Mares,31,170.18,68.9,DF,Mexico,65,65,350000,1,3,Medium/ Medium
10520,232800,J. Izumisawa,27,165.1,63,MF,Japan,65,65,575000,1,3,Medium/ Low
10521,231264,T. Rodríguez,22,182.88,76.2,MF,Argentina,65,75,875000,1,3,Medium/ Medium
10522,229472,F. Porath,22,152.4,68,MF,Germany,65,73,800000,1,3,Medium/ Medium
10523,162144,C. Agnelli,33,175.26,69.9,MF,Italy,65,65,400000,1,2,High/ High
10524,224095,N. Mbemba,24,182.88,74.8,MF,France,65,70,625000,1,3,Medium/ Medium
10525,197983,M. Lorentzson,34,152.4,72.1,DF,Sweden,65,65,220000,1,2,Medium/ Medium
10526,239454,B. Figueroa,19,175.26,72.1,MF,Mexico,65,75,850000,1,2,Medium/ Low
10527,213338,J. Ring,27,182.88,73.9,MF,Sweden,65,65,575000,1,3,Medium/ Medium
10528,199002,M. Amini,25,175.26,74.8,MF,Australia,65,69,675000,1,3,Medium/ Medium
10529,241497,C. Dagba,20,170.18,62.1,DF,France,65,80,1000000,1,3,Medium/ Medium
10530,240729,L. Rajot,21,152.4,68,MF,France,65,75,775000,1,3,Medium/ Medium
10531,215129,M. Dávila,27,172.72,68.9,MF,Chile,65,65,575000,1,2,High/ Medium
10532,238936,M. Kleinsorge,23,170.18,68.9,MF,Germany,65,70,725000,1,3,High/ Medium
10533,234072,A. Ralston,20,152.4,76.2,DF,Scotland,65,75,725000,1,3,Medium/ Medium
10534,223320,C. Alkılıç,31,152.4,62.1,DF,Turkey,65,65,400000,1,3,Medium/ Medium
10535,208984,J. Müller,29,182.88,74.8,MF,Germany,65,65,550000,1,2,High/ Medium
10536,177495,C. Taylor,32,182.88,73,MF,England,65,65,475000,1,3,Medium/ Medium
10537,239703,M. Biankadi,23,154.94,78,MF,Congo,65,72,750000,1,3,High/ High
10538,235095,E. Serje,23,152.4,72.1,MF,Colombia,65,72,650000,1,2,Low/ High
10539,208983,O. Hein,28,175.26,67.1,DF,Germany,65,65,425000,1,3,Medium/ Medium
10540,186198,J. Mellis,28,154.94,68.9,MF,England,65,65,550000,1,3,Low/ Low
10541,238678,K. Gehring,31,193.04,84.8,DF,Germany,65,65,400000,1,2,Medium/ High
10542,181844,Wang Xiaolong,32,175.26,67.1,DF,China PR,65,65,425000,1,3,Medium/ Medium
10543,240212,D. Petković,25,198.12,86.2,GK,Montenegro,65,68,475000,1,1,Medium/ Medium
10544,233812,A. Lucoqui,21,154.94,74.8,MF,Germany,65,75,875000,1,2,High/ Medium
10545,162388,K. Chiba,33,182.88,77.1,DF,Japan,65,65,220000,1,2,Medium/ High
10546,227668,S. Ichazo,27,187.96,83,GK,Uruguay,65,65,375000,1,1,Medium/ Medium
10547,210772,P. Drewes,26,193.04,87.1,GK,Germany,65,70,525000,1,1,Medium/ Medium
10548,193875,J. Hingert,28,170.18,68,DF,Australia,65,65,450000,1,2,High/ High
10549,233043,A. Hinestroza,30,154.94,81.2,MF,Colombia,65,65,425000,1,2,Medium/ Medium
10550,232787,Mateus,24,167.64,68.9,MF,Brazil,65,70,725000,1,3,High/ Low
10551,214099,M. Aaquist,24,170.18,63,MF,Denmark,65,71,750000,1,3,Medium/ Medium
10552,203347,E. Tønne,27,154.94,78,MF,Norway,65,65,575000,1,3,High/ Medium
10553,246098,Vítor Tormena,23,193.04,83.9,DF,Brazil,65,69,575000,1,2,Medium/ High
10554,244305,R. Ramírez,23,154.94,78.9,DF,Venezuela,65,70,625000,1,2,Medium/ High
10555,240209,G. Koyalipou,19,182.88,76.2,MF,France,65,78,975000,1,3,Medium/ Low
10556,211793,J. Donachie,25,195.58,87.1,DF,Australia,65,67,550000,1,2,Medium/ Medium
10557,246608,Fidalgo,21,175.26,68,MF,Spain,65,75,875000,1,3,High/ Medium
10558,235856,Y. Marillat,24,182.88,76.2,GK,France,65,70,525000,1,1,Medium/ Medium
10559,227920,I. Azzaoui,21,152.4,72.1,MF,Belgium,65,77,975000,1,3,High/ Medium
10560,230223,Sidnei Dalmeira,31,185.42,76.2,DF,Brazil,65,65,400000,1,2,Medium/ Medium
10561,219471,C. Diedhiou,31,190.5,76.2,DF,Senegal,65,65,400000,1,2,Medium/ Medium
10562,244046,Patrick,25,190.5,82.1,FW,Cape Verde,65,70,725000,1,2,Medium/ Low
10563,226382,L. Villarruel,28,172.72,73.9,MF,Argentina,65,66,500000,1,3,Low/ Medium
10564,224590,J. Benet,23,185.42,74.8,MF,France,65,72,750000,1,2,Medium/ Medium
10565,241741,A. Ouahim,21,175.26,68,MF,Morocco,65,76,925000,1,3,High/ Medium
10566,232269,Heo Yong Joon,26,182.88,74.8,MF,Korea Republic,65,66,650000,1,3,Medium/ Low
10567,224589,G. Cros,23,170.18,68.9,DF,France,65,70,600000,1,3,Medium/ Medium
10568,210253,J. Tutuarima,25,170.18,67.1,DF,Netherlands,65,68,550000,1,3,High/ High
10569,200525,S. Walker,27,198.12,78,GK,England,65,68,475000,1,1,Medium/ Medium
10570,199245,G. Allison,28,190.5,89.8,GK,Mexico,65,66,425000,1,1,Medium/ Medium
10571,193608,O. Clarke,26,154.94,77.1,MF,England,65,66,625000,1,3,High/ High
10572,239944,R. Taylor,24,182.88,79.8,MF,Finland,65,71,750000,1,3,Medium/ Medium
10573,172872,M. Yıldırım,31,170.18,68,MF,Turkey,65,65,375000,1,2,Medium/ Medium
10574,221768,J. Zwischenbrugger,28,187.96,79.8,DF,Austria,65,65,450000,1,2,Medium/ Medium
10575,217160,Peng Xinli,27,175.26,62.1,MF,China PR,65,66,625000,1,3,Medium/ Medium
10576,215368,R. Ranftl,27,154.94,74.8,MF,Austria,65,65,575000,1,3,Medium/ Medium
