Play_Id,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,Freekick_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing_Tackle,Sliding_Tackle,Gk_Diving,Gk_Handling,Gk_Kicking,Gk_Positioning,Gk_Reflexes
201277,53,39,62,62,40,54,52,52,58,60,54,57,62,60,60,54,68,64,75,38,58,60,39,42,35,61,62,61,61,8,6,9,6,16
200253,66,60,52,67,53,62,51,64,62,64,64,65,70,63,78,66,72,67,59,62,67,43,63,65,40,64,31,50,45,8,8,13,13,14
242492,55,62,41,63,52,60,56,45,58,62,76,73,75,61,65,62,53,57,55,54,45,24,58,57,49,59,48,26,31,9,12,12,11,8
229436,66,22,61,54,27,48,30,28,57,55,53,66,47,59,57,54,73,69,77,32,63,57,53,54,37,66,69,63,66,12,8,9,14,14
221244,54,60,66,56,56,65,51,46,45,63,69,76,73,62,53,60,81,76,78,52,35,33,64,58,58,63,28,24,16,10,10,11,11,12
244283,59,41,39,57,30,61,45,35,37,58,77,72,82,58,85,44,60,74,55,36,63,58,49,40,40,57,59,59,64,11,14,12,10,5
53818,54,48,60,64,42,58,55,35,61,61,64,65,62,67,76,54,73,75,65,52,60,63,55,63,46,60,62,61,60,13,7,7,9,16
244538,26,20,59,37,31,35,27,27,29,37,64,61,63,61,61,41,70,62,62,18,63,59,24,30,35,44,66,70,65,5,10,14,15,14
176442,60,61,59,63,56,59,60,65,62,58,63,66,69,62,70,65,77,77,78,59,68,64,61,60,66,67,56,63,56,13,12,6,10,16
234298,67,50,38,60,51,64,63,55,56,65,81,74,81,50,84,60,80,68,58,40,40,45,49,56,59,56,58,31,24,15,6,14,9,14
233018,59,59,61,54,50,62,40,34,34,64,80,75,68,62,69,67,75,64,59,55,59,17,67,62,60,52,34,12,15,10,6,9,11,12
228410,17,14,16,27,20,11,16,11,21,16,40,44,32,50,48,23,59,44,67,15,19,20,14,33,21,47,14,18,13,67,61,60,63,66
222266,53,62,44,60,33,61,47,39,49,62,84,80,64,57,68,59,69,72,77,46,67,64,55,46,35,62,52,61,59,13,7,10,14,9
244793,23,61,80,54,42,52,27,27,31,49,49,57,53,64,24,61,61,62,95,57,72,18,67,54,50,55,21,18,24,5,6,11,10,12
231993,14,7,14,28,8,7,12,11,22,12,15,27,30,61,46,23,62,25,53,6,22,10,8,25,19,56,23,14,13,63,60,65,63,64
244024,51,60,35,49,47,74,52,45,43,68,76,73,75,61,73,54,36,59,42,57,34,19,57,58,58,54,36,27,27,10,15,14,12,6
229176,60,42,47,69,52,63,57,42,56,66,76,67,79,48,79,56,60,58,42,42,39,33,60,64,52,61,66,41,53,7,7,13,6,13
225336,53,39,45,59,39,66,45,32,48,64,73,84,75,54,59,49,69,78,65,39,45,55,44,47,34,50,59,60,58,12,7,14,9,11
211512,59,27,57,54,34,56,55,45,52,57,70,72,68,62,70,49,61,76,61,35,60,60,50,56,30,54,58,61,61,9,8,11,7,8
187959,18,11,11,30,11,27,17,14,20,22,32,30,30,61,31,45,52,23,50,11,18,13,11,50,23,55,22,20,18,60,63,61,63,62
239159,46,60,54,58,58,62,28,46,30,60,82,80,85,68,65,65,49,66,62,57,52,18,59,55,53,61,30,14,12,11,11,11,15,15
231735,27,35,54,55,27,34,26,21,35,45,53,69,52,66,61,31,71,65,69,19,64,61,26,26,31,45,62,66,62,5,10,9,14,7
198195,39,63,69,52,52,51,55,40,36,57,65,73,55,54,44,67,55,59,85,56,63,24,59,35,63,60,33,28,32,7,11,14,16,12
245810,25,22,66,62,27,46,24,22,57,58,60,62,48,60,62,32,77,68,77,20,49,63,25,40,31,68,53,63,57,14,6,7,15,8
225330,64,61,39,68,51,72,68,38,60,65,60,67,66,48,54,59,40,42,34,51,41,32,52,61,49,57,31,39,35,13,15,15,12,8
217650,71,65,32,74,40,67,52,36,70,68,36,45,60,64,70,50,56,33,61,41,38,33,62,66,46,57,41,32,38,11,15,16,12,13
193073,28,27,60,41,15,31,31,25,46,43,53,40,40,59,67,31,82,68,83,20,78,55,36,49,27,60,65,59,60,8,10,7,13,6
237361,57,61,45,61,46,62,48,38,58,62,73,70,71,61,69,60,52,70,69,51,58,45,63,57,48,58,53,35,33,12,11,11,6,9
221489,62,63,51,55,41,71,57,38,52,59,74,76,80,60,90,61,65,63,31,45,27,25,62,53,65,58,37,12,13,13,10,11,7,16
202801,33,20,58,55,33,42,40,21,55,52,83,71,69,58,47,56,64,67,74,26,65,68,26,29,40,63,61,57,60,9,15,13,11,13
227632,47,55,58,63,48,53,36,39,59,57,72,68,49,59,58,61,78,84,74,59,61,59,57,65,52,45,57,63,58,16,16,12,7,7
247343,60,62,63,56,55,62,50,44,35,60,79,77,69,58,70,59,58,56,65,54,60,32,60,54,59,62,25,34,29,13,8,6,10,15
215855,62,45,55,63,53,60,48,39,57,57,72,67,76,53,74,48,77,75,68,33,54,58,47,53,40,53,60,62,59,15,13,11,6,10
192046,62,39,58,65,46,69,64,41,58,68,79,82,86,56,89,46,56,64,48,43,39,50,58,47,57,55,55,62,61,13,16,13,11,8
245550,38,70,75,54,59,58,40,35,35,56,53,56,45,54,42,63,68,60,78,58,58,26,57,53,68,46,30,26,23,14,7,14,13,11
236846,52,51,53,66,56,67,58,61,58,66,71,70,71,53,77,51,62,61,37,50,52,31,53,67,59,52,38,53,44,8,9,7,11,9
235054,63,32,50,55,32,64,48,37,51,61,73,74,73,54,79,33,75,67,69,31,53,56,42,44,33,55,63,64,63,7,13,8,9,14
222510,17,14,18,27,15,12,12,16,18,24,40,37,30,56,37,18,56,30,44,15,20,20,10,29,19,29,16,18,21,62,64,68,60,66
212782,53,46,58,64,39,62,46,43,62,63,69,67,68,57,63,61,75,76,78,52,59,59,55,62,41,61,59,63,58,10,16,9,10,12
204334,12,8,15,28,12,12,12,14,15,16,49,42,41,56,39,19,69,36,61,10,38,12,10,12,17,33,10,15,14,64,60,54,62,69
240941,41,64,59,55,59,68,51,40,40,67,78,75,70,51,73,63,58,54,54,59,29,19,59,55,59,59,24,28,18,11,11,10,7,7
239405,48,59,52,65,55,63,58,53,64,66,68,70,73,59,68,62,52,54,52,60,45,55,54,63,56,58,41,56,55,8,11,9,6,12
219949,57,29,54,56,36,58,33,35,28,59,65,65,61,57,65,32,55,60,61,34,55,59,44,38,40,47,65,66,68,8,14,6,14,7
204845,62,56,45,66,51,65,71,68,59,66,70,69,91,63,89,68,80,64,49,62,46,52,59,62,66,58,46,55,59,13,11,7,13,14
241708,48,28,60,56,27,38,31,30,50,46,53,64,55,51,58,40,69,60,72,32,59,58,30,39,39,55,64,65,62,10,6,11,9,9
240172,60,54,39,66,41,63,57,55,64,67,60,56,67,64,75,56,37,65,48,52,58,51,57,65,42,60,49,50,48,7,10,12,11,13
236588,56,55,64,64,39,66,35,46,58,62,68,62,57,55,54,45,59,70,76,42,57,62,50,63,54,61,59,67,57,6,15,12,7,14
224556,65,23,58,60,20,55,65,70,58,54,74,73,63,58,68,24,67,73,64,26,62,58,49,35,63,56,65,60,58,13,9,11,6,15
212012,64,54,36,58,43,63,63,48,54,62,76,73,82,62,80,39,68,57,32,46,35,20,60,54,60,59,54,26,28,6,16,9,6,11
208684,11,9,13,26,14,20,18,8,19,17,41,42,37,53,53,24,53,40,50,12,21,23,11,34,22,27,30,13,10,65,59,63,65,63
238379,44,49,37,68,32,68,45,40,63,69,68,68,74,59,77,44,74,67,56,38,34,49,49,66,41,59,54,47,42,13,9,13,6,12
236587,44,27,52,62,29,61,36,37,53,60,69,71,77,65,87,34,77,73,56,49,66,59,28,34,56,43,63,64,63,9,6,9,9,11
235563,58,58,43,64,53,65,57,51,55,62,76,72,78,47,74,55,58,61,43,53,38,18,62,60,57,54,47,28,20,6,5,11,6,8
214571,19,11,16,22,12,15,17,15,20,21,40,43,32,62,49,18,56,34,65,20,24,21,13,28,23,40,12,16,11,62,63,59,64,62
202795,60,27,62,59,16,52,23,18,54,60,77,77,80,63,65,50,84,70,65,36,59,59,40,40,23,43,53,62,59,9,7,16,12,15
244010,41,49,32,70,51,62,63,70,71,70,60,66,59,59,81,65,52,41,40,59,41,46,46,64,54,67,58,53,59,7,8,14,11,9
239402,33,25,64,53,20,42,29,29,51,43,42,44,43,55,54,50,56,61,80,36,76,60,30,29,25,43,61,62,62,14,9,6,11,7
233514,62,29,60,63,29,47,37,30,52,57,58,69,62,57,66,46,77,65,77,32,63,58,28,36,35,51,62,65,66,10,14,6,14,12
223018,65,22,56,64,12,51,43,39,51,56,64,66,39,57,57,36,63,64,59,24,60,59,37,38,42,46,62,66,65,8,13,7,10,6
216106,16,16,15,32,13,20,17,21,19,27,49,49,37,63,58,26,51,38,57,19,25,25,11,18,26,25,11,21,12,63,61,60,59,66
197930,58,58,62,57,43,59,48,46,49,61,85,88,69,59,71,54,80,71,68,51,44,37,63,58,42,67,25,29,28,10,12,8,8,9
239145,49,38,59,69,44,60,52,47,64,63,60,65,65,62,59,66,63,67,57,50,59,63,61,57,51,59,42,64,61,15,11,14,12,6
231465,56,32,53,58,29,56,27,31,45,58,78,75,67,57,71,26,61,73,63,25,55,65,48,43,32,60,54,57,63,13,15,14,9,6
231720,12,7,14,30,9,6,11,13,21,14,22,31,32,47,29,17,30,18,60,5,27,11,9,29,14,55,9,14,11,67,65,61,61,65
227880,56,22,63,57,30,53,42,27,50,56,44,54,57,61,49,56,62,59,72,48,63,59,44,51,36,59,63,63,61,10,14,13,15,9
238631,25,62,53,62,55,67,42,32,43,65,80,75,75,60,77,64,61,74,56,57,36,18,59,58,63,60,30,17,19,6,7,7,9,15
229412,20,15,61,53,29,35,30,29,41,55,44,57,37,59,68,35,71,66,68,17,69,62,22,34,31,54,62,62,59,9,14,14,15,8
227876,37,66,71,49,54,48,42,34,34,57,65,66,61,58,58,69,63,62,73,58,38,31,61,46,59,45,23,23,19,13,11,15,14,7
198692,54,56,48,63,56,62,65,63,64,64,59,69,72,53,76,65,66,74,59,63,53,44,59,67,59,64,54,48,45,14,9,14,9,11
198436,47,62,56,59,61,56,46,32,40,57,64,69,51,69,63,64,51,83,72,55,73,41,65,56,52,58,46,31,21,15,11,6,7,12
237091,62,55,27,65,29,68,63,63,61,68,85,79,84,65,88,64,68,70,55,57,61,43,66,62,38,57,62,32,30,12,13,14,15,9
171555,15,13,13,20,12,12,12,12,29,22,33,42,48,65,52,14,66,32,62,11,23,24,15,40,32,38,18,14,13,63,67,64,55,63
11811,61,52,56,64,52,57,48,55,63,62,58,56,70,62,80,62,76,79,66,58,72,60,54,63,63,63,57,63,62,13,11,10,14,11
205091,57,59,65,63,37,50,34,40,61,58,69,78,64,56,62,66,75,64,71,55,63,61,58,58,34,54,58,62,59,12,14,12,12,6
246306,61,56,39,60,60,70,63,60,62,62,66,70,63,51,80,58,42,65,52,59,29,27,59,55,70,56,26,26,28,13,11,10,15,14
244514,41,30,49,67,33,41,36,35,63,65,68,59,59,62,62,52,61,67,63,37,61,62,47,53,38,50,59,59,57,6,5,14,15,5
243746,69,62,34,64,62,67,74,74,63,63,72,60,83,52,73,73,66,62,49,64,55,35,54,58,55,49,31,29,28,14,11,12,13,9
242466,23,19,58,48,17,30,25,24,33,41,64,58,50,55,59,37,69,66,81,23,67,69,21,26,55,54,55,63,61,13,14,13,8,8
229666,25,26,61,58,28,31,30,31,56,50,50,40,47,60,50,39,66,77,70,24,58,61,32,29,42,61,63,63,63,6,10,11,6,13
202786,16,20,12,32,14,13,13,18,34,26,43,43,39,52,27,36,54,29,58,19,23,17,17,42,30,43,11,9,10,70,59,63,58,68
104737,11,11,26,33,14,10,13,13,27,28,21,24,40,49,53,22,56,19,74,12,33,11,10,32,13,48,12,13,19,59,65,62,69,63
247328,48,52,43,64,44,63,72,74,67,65,68,66,73,60,74,65,59,67,63,63,55,52,45,64,42,69,50,63,43,15,6,10,6,13
246816,59,66,61,58,61,68,63,54,47,66,62,64,61,51,78,65,52,54,45,59,36,21,63,64,68,66,21,28,24,14,10,7,9,12
156704,64,55,45,64,59,56,63,65,62,64,65,58,73,63,73,57,76,76,61,63,66,53,62,67,49,55,50,54,47,15,6,11,11,6
213280,61,65,42,50,45,63,67,41,40,60,92,91,91,51,89,64,81,82,53,68,59,32,58,46,58,53,40,30,25,9,14,14,14,13
202528,57,49,57,69,39,62,51,60,65,66,54,54,72,66,70,60,52,65,67,46,55,61,57,62,33,66,66,62,60,12,9,10,14,10
182047,33,14,22,42,20,18,14,18,44,22,54,43,61,61,63,18,61,37,57,15,39,24,18,56,15,62,18,23,18,61,62,58,64,64
207903,65,56,62,60,38,59,70,67,64,58,65,54,63,67,59,44,64,62,69,55,53,65,53,64,39,58,60,61,62,12,9,16,16,14
185118,17,11,20,33,11,11,15,14,32,24,42,41,52,55,32,20,68,38,61,16,30,26,13,18,27,54,25,18,17,65,62,61,63,63
179742,48,66,56,44,64,48,61,55,31,59,65,66,71,70,60,69,75,79,77,59,78,21,63,42,44,62,36,12,14,11,8,7,9,16
243742,29,18,56,35,17,40,27,18,49,43,72,80,62,52,71,37,82,72,82,17,85,59,30,35,38,50,57,61,63,12,12,14,13,10
239134,59,17,64,58,24,55,31,26,47,58,71,72,56,62,59,42,70,60,72,19,65,65,29,38,40,54,63,67,59,8,13,12,8,8
181021,21,39,66,41,28,25,21,42,44,40,30,35,33,52,31,59,59,56,90,29,84,56,26,35,39,58,57,64,61,6,12,12,6,7
239901,55,60,64,64,52,59,40,47,57,67,64,71,56,60,40,58,41,64,80,52,37,39,54,66,39,61,45,46,47,7,6,13,14,15
245532,39,64,73,44,51,48,39,32,39,58,41,51,46,58,48,74,60,47,87,54,32,11,64,54,65,64,16,22,17,15,8,5,12,7
177692,66,61,27,62,52,67,64,66,59,66,81,77,68,57,61,64,88,75,68,66,60,51,58,64,51,56,54,54,45,7,14,8,12,8
242204,60,59,52,65,49,68,61,57,62,68,64,62,68,64,85,68,67,68,61,65,60,58,58,50,60,60,58,64,62,8,5,11,8,9
240156,53,60,36,59,44,65,46,40,47,63,77,73,79,61,77,51,67,67,46,49,46,37,59,53,41,53,39,28,31,11,15,7,8,13
222236,62,57,65,62,52,64,46,41,53,57,66,69,72,59,60,52,72,72,69,59,69,61,61,62,40,50,63,61,59,7,14,11,7,14
208668,58,61,54,57,54,70,51,52,45,69,74,79,69,48,61,64,66,58,69,60,47,28,63,45,53,52,19,19,12,11,14,15,16,9
203292,58,48,53,64,19,54,37,35,63,58,71,70,80,53,73,45,63,87,69,31,50,57,53,59,46,44,59,62,60,8,15,9,10,14
243739,67,54,44,54,53,61,67,61,50,56,65,77,66,59,55,60,53,84,63,52,63,55,51,53,58,55,53,63,59,10,10,15,9,15
239899,62,60,38,58,52,69,59,52,44,68,77,70,72,53,83,63,52,59,47,59,30,23,57,58,63,60,27,31,29,12,10,7,10,5
236315,35,21,61,58,35,48,36,34,52,56,55,60,48,56,62,48,67,65,74,22,59,61,26,44,44,54,62,62,61,8,10,12,10,15
230171,15,21,17,18,23,20,14,19,18,22,60,48,52,65,55,17,41,40,52,20,33,24,23,52,18,52,22,14,15,68,43,64,64,72
207899,20,13,18,30,19,15,15,19,20,25,49,48,31,57,45,25,55,43,70,18,25,23,15,12,32,43,22,20,12,66,61,60,54,69
203034,12,12,11,18,11,11,11,15,17,23,54,55,61,55,53,23,60,37,79,18,40,17,11,38,13,52,24,14,15,64,56,55,62,70
245785,43,29,62,60,37,40,36,31,53,48,61,60,46,60,45,43,64,62,78,37,60,56,27,34,36,49,61,65,60,13,12,13,10,13
240665,27,30,53,58,27,51,28,26,56,54,62,64,62,60,58,30,87,56,64,24,81,66,36,47,39,51,62,60,57,10,5,12,13,9
242707,28,22,63,55,29,29,27,25,53,41,55,54,44,49,37,41,69,70,75,23,69,60,23,32,34,47,62,63,60,7,14,6,7,8
232467,64,55,61,68,40,57,52,62,62,59,66,66,63,66,77,63,71,61,55,61,63,66,55,62,60,60,45,66,63,10,14,15,10,8
187154,15,15,67,36,12,27,15,14,29,34,51,53,58,61,40,21,77,61,80,12,50,64,30,33,15,45,63,64,62,6,10,11,14,6
182802,70,61,36,71,59,61,73,75,68,70,60,58,63,60,81,61,65,59,58,55,52,46,60,62,71,70,53,26,36,9,7,16,9,9
181010,44,53,55,62,48,55,52,49,59,58,49,48,53,60,73,64,93,93,82,56,80,63,53,51,61,69,64,67,68,16,7,16,7,10
215570,37,29,65,62,28,45,32,28,58,60,55,60,50,55,54,40,73,69,74,30,69,60,37,43,29,53,62,66,62,8,10,8,13,15
199442,45,59,60,63,38,63,42,24,62,64,65,66,63,46,68,58,51,72,60,61,70,61,65,65,22,60,47,47,52,7,13,6,7,12
238097,44,68,61,53,51,60,40,38,38,59,70,72,69,56,71,60,74,61,62,57,52,17,60,52,58,43,16,10,18,15,7,7,15,9
237329,44,48,41,66,42,64,51,46,64,62,68,74,70,58,72,58,55,63,62,46,55,57,60,64,47,60,54,58,51,11,6,12,8,9
169489,63,52,49,66,50,54,65,65,64,62,44,39,66,59,61,62,77,68,71,62,54,55,59,66,64,59,40,57,55,12,7,10,9,6
232465,59,32,44,71,27,56,33,31,60,65,51,50,73,70,82,41,68,74,54,36,61,72,44,59,41,51,64,66,64,13,13,12,9,7
228625,33,24,61,56,29,50,28,24,50,53,59,63,63,55,61,37,84,69,72,25,60,59,28,49,36,52,61,64,63,12,7,14,9,12
227857,61,50,30,62,40,70,42,64,48,66,78,72,78,54,76,62,75,56,51,58,31,15,56,59,49,58,23,29,21,11,15,9,7,10
234000,10,7,11,17,9,8,13,16,12,10,41,48,39,71,40,9,50,51,76,6,47,10,8,59,18,58,25,11,14,68,59,47,60,58
225808,59,49,39,63,46,62,54,41,59,63,71,65,72,63,69,67,59,81,68,59,78,63,62,61,48,59,40,50,41,8,15,14,12,12
177679,55,39,53,65,63,59,58,50,61,63,74,66,72,65,71,58,63,64,57,47,55,58,45,55,46,64,61,62,64,13,11,7,9,7
233743,52,53,44,62,55,71,69,54,53,64,85,77,94,53,82,66,34,53,40,66,68,32,58,57,45,60,32,45,30,11,14,8,10,11
209935,30,25,65,37,32,34,30,23,31,38,51,54,40,57,34,36,70,56,74,19,70,55,25,32,34,49,65,66,59,9,12,12,10,10
237582,73,41,36,61,22,60,62,54,58,61,74,70,64,46,79,56,72,76,57,24,54,62,60,60,36,54,57,65,61,7,14,6,7,11
214030,44,27,55,68,26,55,38,38,61,66,62,50,59,70,70,67,77,76,63,33,71,65,55,57,33,61,58,65,60,8,11,6,16,15
212750,47,59,55,54,70,53,69,42,50,61,88,89,76,55,77,68,76,64,71,61,65,30,58,54,64,53,34,28,24,12,8,15,13,13
200718,31,19,65,58,23,33,27,28,60,48,38,33,33,53,30,64,31,40,87,39,79,58,23,37,46,44,60,60,58,12,10,10,9,12
186637,56,51,55,60,47,51,52,47,53,62,68,72,65,60,59,57,65,75,72,46,57,58,65,50,53,46,60,64,61,15,6,15,8,7
232461,40,32,54,70,26,45,38,34,61,63,68,74,58,63,38,43,59,69,81,34,53,60,34,62,41,52,55,65,57,7,13,11,12,6
224525,56,57,44,61,52,66,51,54,58,62,82,74,84,46,67,66,67,70,51,58,36,25,56,56,62,53,45,31,32,11,14,13,14,11
199181,63,50,57,60,47,55,44,46,62,60,51,44,66,63,56,56,60,72,79,44,58,64,46,47,51,65,61,61,61,13,16,11,14,9
173836,53,59,49,57,58,62,65,58,47,63,79,72,83,66,79,63,73,80,64,51,43,19,64,61,64,57,32,30,23,8,11,13,11,6
220684,55,53,51,60,57,64,52,47,56,63,79,74,90,55,91,66,79,80,52,54,79,53,53,54,56,56,48,61,54,11,14,12,7,15
215052,51,30,52,52,34,49,41,38,56,52,75,78,69,57,79,31,73,66,67,33,59,61,51,42,44,59,60,64,67,9,15,6,10,8
228363,23,21,59,48,34,45,41,34,51,58,56,66,55,56,51,59,68,50,74,34,61,59,34,34,46,49,63,62,61,6,8,7,11,12
220682,42,62,56,57,42,73,42,41,35,72,76,77,75,56,64,62,56,60,55,56,38,16,56,51,61,54,20,18,16,8,13,9,8,9
225545,49,56,50,68,44,62,59,35,56,63,69,67,78,62,76,62,64,69,60,55,64,56,59,55,43,45,58,60,54,15,10,8,12,13
221961,65,45,48,63,29,59,26,27,54,60,81,77,83,58,84,28,81,72,35,29,46,54,58,57,37,45,55,59,62,15,6,9,9,9
218633,59,65,58,63,49,59,51,31,59,63,74,74,61,57,62,55,68,65,78,59,61,37,62,52,62,57,36,29,27,10,9,9,15,9
206089,45,62,55,60,46,57,44,52,64,60,67,66,71,59,70,61,61,73,70,54,55,50,69,66,64,46,50,60,53,7,12,8,13,11
198153,60,53,55,62,54,62,61,60,60,63,71,69,81,64,77,62,59,83,63,57,68,49,61,62,54,61,50,54,52,12,12,14,16,14
177672,15,14,13,35,13,15,14,15,32,23,43,38,61,62,40,23,68,21,49,14,43,25,14,40,23,51,23,10,19,63,63,57,61,60
240136,49,45,52,68,54,65,64,45,66,69,68,64,76,69,75,75,61,71,56,48,53,36,60,59,59,64,38,47,43,13,13,12,13,12
231944,59,25,57,58,28,57,34,28,52,60,73,71,65,60,62,29,56,64,58,34,58,62,58,38,35,65,62,62,59,7,7,14,14,5
234760,57,56,62,65,48,73,51,45,62,67,83,79,65,55,52,60,83,69,69,54,55,51,69,71,65,60,57,62,59,8,12,13,10,10
240647,62,53,48,66,57,65,63,65,62,66,70,67,65,51,65,65,62,72,61,59,50,37,60,61,60,61,62,48,47,8,10,14,11,9
240135,14,8,13,25,5,7,13,13,26,16,29,40,44,55,41,17,72,27,43,6,22,12,7,53,13,31,8,10,12,65,63,66,61,64
239367,56,66,47,52,60,72,53,49,48,72,69,69,77,54,77,66,44,51,45,43,38,27,55,55,54,60,31,31,29,8,9,9,10,9
230919,48,34,65,57,24,46,40,30,53,52,67,70,68,51,73,38,73,69,79,31,59,57,40,40,39,58,58,62,60,14,11,11,8,8
199684,33,25,59,50,29,48,35,34,52,50,66,72,71,60,63,28,77,66,70,38,70,62,29,42,27,59,59,63,61,13,10,15,15,7
221443,58,31,44,56,35,53,49,32,50,55,74,76,77,61,78,52,92,82,68,40,90,62,51,57,34,55,61,58,61,11,12,6,13,13
210691,65,58,42,59,47,60,46,42,47,63,84,85,66,51,77,64,63,78,62,57,54,53,55,45,40,58,53,57,60,6,8,10,6,13
232706,68,35,52,61,37,65,70,44,50,62,64,57,74,67,67,47,71,67,63,55,58,59,58,52,43,58,59,63,64,12,9,11,10,13
224770,50,62,46,57,52,65,45,29,54,64,85,86,84,53,84,62,72,71,46,56,38,27,60,55,57,56,22,24,20,11,11,9,13,16
224002,60,60,52,54,55,58,28,28,47,59,80,91,72,57,89,58,75,66,69,55,66,62,61,53,32,50,53,59,62,8,12,13,11,8
243201,24,7,10,47,8,15,12,31,31,35,39,47,56,66,45,36,51,36,41,18,17,12,7,38,13,43,11,21,10,60,61,63,59,64
240385,59,32,60,69,43,69,67,64,65,69,65,57,67,59,62,61,53,57,53,62,40,52,52,54,59,55,42,61,58,10,11,12,6,8
236033,10,5,12,23,8,13,11,13,22,16,39,33,55,65,42,22,67,26,52,5,21,6,5,34,17,42,13,13,12,60,62,58,55,69
222209,31,19,63,54,29,31,30,38,47,37,50,48,30,52,54,37,52,59,80,28,66,54,21,33,37,48,60,68,63,11,13,10,11,13
221953,56,52,38,62,59,68,60,62,64,63,78,65,72,53,93,63,52,55,39,61,49,41,63,60,46,69,33,32,43,13,15,8,16,10
212737,58,48,54,59,29,59,70,70,56,58,83,85,84,62,76,66,60,79,62,49,51,47,55,57,69,54,38,49,48,7,9,13,7,11
244736,52,67,49,59,61,68,53,32,53,63,78,77,59,55,87,64,58,58,45,60,26,17,53,58,63,49,15,11,18,14,6,12,7,5
243456,43,66,61,50,45,61,50,42,47,63,73,74,70,59,70,63,70,66,65,57,48,45,60,52,62,55,36,45,42,10,11,10,9,5
242176,47,53,43,65,42,58,44,38,55,66,54,57,58,67,72,51,61,50,56,57,63,65,58,66,36,58,68,60,56,10,14,10,7,14
232448,11,5,11,26,5,9,11,12,25,15,29,22,27,66,43,15,56,20,47,8,28,10,7,51,17,38,11,10,14,57,61,61,63,63
227584,63,33,53,62,42,54,47,51,58,65,68,67,69,62,67,60,54,55,60,53,68,60,60,59,35,62,60,64,61,15,7,10,8,6
239615,63,35,66,63,40,63,49,35,52,64,64,66,65,64,61,42,64,70,68,39,59,60,61,41,48,54,42,69,65,12,12,13,10,10
238847,11,6,10,16,9,14,10,10,19,14,27,21,36,60,22,31,60,40,62,6,21,14,7,33,17,50,10,13,10,63,63,64,63,65
238591,60,24,58,56,26,40,22,21,55,54,65,71,64,58,66,27,76,82,70,25,71,59,38,32,32,53,62,67,59,7,12,12,10,7
222463,62,59,50,60,54,67,63,62,57,65,80,76,79,56,57,62,56,75,55,62,31,32,58,59,60,65,49,31,26,10,14,9,9,16
198655,42,33,54,60,46,58,33,39,51,59,69,66,65,60,70,44,48,71,71,48,79,74,62,58,47,54,58,60,58,12,8,13,10,9
212990,58,61,40,66,59,60,63,72,64,67,71,71,70,60,75,72,50,65,68,69,52,59,57,64,47,64,53,59,60,11,9,8,16,11
198142,67,58,56,65,55,66,50,47,59,67,66,55,72,66,67,61,70,57,63,60,50,31,65,52,59,65,28,35,26,14,15,11,13,8
242429,66,42,44,58,31,61,64,48,56,58,78,78,70,62,72,45,63,78,66,33,64,61,62,62,41,62,56,57,54,12,11,10,9,12
233213,29,20,66,63,28,38,25,25,64,56,53,62,50,49,59,36,61,67,76,35,46,61,24,47,30,59,67,64,62,5,7,7,13,8
232445,41,41,63,53,46,47,46,42,50,53,52,54,45,55,56,55,65,59,69,39,62,61,30,35,40,59,60,70,68,8,8,9,15,6
163581,49,23,62,57,17,48,50,26,55,51,45,38,52,61,55,53,65,67,79,31,72,64,33,54,33,65,65,60,57,7,14,8,11,15
224253,59,50,53,62,62,70,57,43,53,64,79,79,79,60,78,65,74,55,49,61,63,35,58,55,56,45,30,41,36,14,11,11,13,15
222973,46,46,48,65,42,64,55,34,58,65,74,73,73,65,76,76,67,80,69,66,69,67,60,60,45,57,61,60,57,14,6,7,7,11
214013,52,35,48,58,35,60,43,49,51,61,81,83,85,57,78,59,89,80,58,49,69,54,54,55,41,49,64,64,63,9,13,13,15,11
242684,58,56,42,60,45,67,49,55,51,63,82,77,79,59,77,62,59,60,45,52,38,21,56,59,53,60,54,36,25,6,15,8,8,6
210428,18,13,15,25,12,19,16,15,35,24,31,32,33,59,38,25,39,30,75,18,20,11,10,35,20,47,20,17,13,66,56,62,62,69
241659,31,65,62,52,41,61,53,32,36,60,86,90,84,59,71,62,68,68,62,55,37,16,63,49,64,52,38,31,27,9,10,14,6,13
232955,41,49,46,69,32,59,68,69,70,72,75,71,63,56,72,48,69,69,59,59,60,58,50,64,38,48,55,60,54,13,10,9,5,9
231931,29,19,61,46,26,25,28,27,37,31,38,36,44,49,32,44,82,65,81,22,59,64,18,25,35,46,68,67,66,11,10,7,11,9
224763,49,33,57,65,46,61,48,43,60,66,49,50,59,55,46,57,52,60,75,47,71,61,53,66,42,55,62,61,60,15,7,12,8,8
211707,61,38,58,62,42,61,48,34,58,61,78,77,70,59,70,56,67,79,68,52,67,59,60,56,43,58,58,59,58,5,5,15,4,6
201467,37,23,66,54,23,24,27,29,44,42,29,32,35,57,32,50,55,63,90,27,65,59,24,37,27,53,65,62,61,12,14,7,7,14
200955,13,19,9,24,13,16,17,12,16,23,43,54,46,56,41,37,66,24,64,15,29,24,18,29,16,54,13,14,12,66,64,62,63,64
197883,57,58,54,58,54,64,55,33,54,62,87,85,84,52,87,62,78,73,60,57,33,32,61,57,59,59,31,37,32,16,16,7,11,11
