player_name,value_euro,predicted_value_euro,age,sliding_tackle,agility,short_passing,interceptions,jumping,positioning,curve,crossing,freekick_accuracy
A. Fulignati,"924,999","472,542",24,18,52,32,20,63,12,14,19,14
L. Henderson,"1,199,999","184,888",22,49,72,72,53,60,59,67,58,63
F. Flores,"774,999","754,378",32,13,72,68,14,71,72,53,64,59
T. Pettersson,"824,999","549,230",28,72,57,62,58,50,58,54,46,36
A. Montalto,"874,999","730,864",30,15,61,52,45,73,73,54,41,53
G. Nauber,"924,999","856,265",26,67,60,58,67,80,21,26,35,28
S. Andrist,"849,999","4,486,907",31,39,81,61,46,58,63,70,62,59
L. Payares,"824,999","2,331,402",29,62,47,58,69,68,39,29,22,26
A. Garofalo,"550,000","14,162,917",34,70,78,69,65,83,52,70,68,75
S. De Petter,"524,999","906,170",33,61,57,64,72,52,57,34,54,56
Ricardo Nunes,"499,999","1,618,924",32,65,70,59,65,70,64,71,70,69
K. Barmen,"1,100,000","891,882",25,60,59,68,65,85,69,65,58,63
A. Maksimenko,"1,400,000","542,025",20,12,24,17,6,51,8,13,12,13
L. Godoy,"1,199,999","270,652",23,67,71,63,68,61,59,40,64,35
Thiago Martins,"1,100,000","124,617",23,71,49,54,64,84,32,37,45,43
D. Gómez,"874,999","186,211",30,29,82,69,23,74,63,66,60,65
J. Fuentes,"424,999","148,055",35,37,71,71,62,75,71,57,56,62
Lucas Fernandes,"1,199,999","83,471",24,18,84,60,16,60,70,43,62,40
Nosberto Vila,"249,999","1,694,891",35,68,81,69,75,63,48,54,71,41
David García,"999,999","13,034,451",25,65,50,64,67,82,58,33,53,38
R. Tunnicliffe,"1,100,000","394,813",26,65,60,71,66,61,63,60,66,47
C. Quaner,"949,999","744,496",27,23,59,65,21,37,68,43,65,38
T. Ayasse,"599,999","216,796",32,60,60,66,70,86,60,64,59,52
J. Speroni,"60,000","859,813",39,15,46,38,17,72,8,15,13,12
M. Melluso,"1,799,999","74,430",20,66,77,63,59,63,59,45,66,33
M. Taylor,"924,999","282,329",28,21,80,64,24,78,70,65,50,37
Lee Gwang Hyeok,"1,199,999","477,976",23,30,84,65,30,87,66,64,66,64
D. Novoa,"725,000","218,747",29,13,32,26,16,52,13,14,16,39
S. Sabelli,"924,999","588,471",26,68,72,60,67,66,37,46,58,40
T. Gjertsen,"1,100,000","357,760",26,48,90,63,51,43,67,65,60,56
Nando,"1,199,999","2,167,005",24,35,75,66,30,61,63,65,67,58
M. Poletanović,"999,999","37,565",25,56,61,74,66,61,65,66,52,65
H. Bahebri,"1,100,000","3,734,542",26,50,81,64,42,65,67,69,65,48
André Luís,"1,199,999","494,727",24,21,76,54,17,82,66,57,36,35
K. Mączyński,"599,999","446,721",31,66,70,69,70,70,68,72,67,66
Kauã Zanson,"269,999","273,741",35,72,53,43,69,77,42,72,57,62
S. Minelli,"824,999","737,460",25,19,57,25,22,70,19,14,11,18
Y. Herrera,"1,299,999","533,493",21,68,60,68,64,75,60,56,44,51
Lucas Medeirão,"450,000","580,270",35,35,40,53,33,43,76,59,55,66
C. Rodríguez,"1,199,999","2,704,037",25,46,66,71,48,63,65,58,59,61
J. Rasmussen,"1,400,000","1,286,785",21,66,63,62,66,68,22,30,56,29
J. Kubicki,"1,199,999","817,734",23,63,66,70,66,62,52,54,49,38
E. Velarde,"499,999","558,677",32,68,71,66,66,73,56,60,70,60
F. De Col,"999,999","2,153,028",25,70,70,55,63,59,45,47,66,32
Juanma,"949,999","233,100",28,19,34,55,25,40,73,44,44,45
Chuli,"949,999","1,512,259",28,29,80,65,40,69,72,59,68,43
V. Viola,"1,100,000","315,574",27,22,69,66,24,65,66,55,63,66
L. Murphy,"900,000","248,557",29,66,56,70,67,49,56,68,66,61
N. Spalek,"1,400,000","554,892",22,32,78,65,28,65,64,57,65,56
B. Lennon,"1,299,999","893,221",21,58,66,66,60,76,65,69,74,44
Kim Young Uk,"999,999","20,107",27,59,71,68,65,73,66,66,67,69
J. Iglesias,"700,000","222,768",30,59,72,71,62,54,50,54,62,55
Javi Hernández,"874,999","1,663,455",29,25,73,68,52,37,57,70,62,71
R. Bedoui,"824,999","214,949",29,64,68,63,68,73,38,42,55,41
Park Yong Woo,"1,100,000","273,002",25,57,61,68,63,72,59,37,47,47
Wang Shenchao,"675,000","543,858",30,71,64,60,72,66,45,35,52,28
L. Hoyos,"725,000","684,111",29,18,43,32,24,57,15,18,18,20
J. Brinkies,"824,999","2,404,490",25,11,55,34,21,71,13,12,10,19
Z. Valentin,"849,999","6,815,986",27,68,60,68,63,72,52,54,64,30
M. Curado,"999,999","400,353",23,62,39,56,65,71,31,33,29,28
Iván Villar,"949,999","2,867,592",21,15,38,23,18,52,12,20,13,15
M. Fenger,"874,999","240,912",28,67,65,64,65,76,41,59,44,64
L. DeVere,"725,000","513,290",29,63,50,63,68,74,35,21,32,36
J. Amano,"999,999","362,580",27,45,74,72,55,70,69,67,68,68
B. Van Durmen,"1,100,000","1,199,622",21,65,58,68,66,58,56,49,52,52
A. Nabbout,"1,100,000","2,345,444",26,25,72,65,22,63,69,59,65,45
E. Huws,"1,199,999","8,703,040",25,60,66,71,64,66,60,60,64,56
J. Jantscher,"874,999","113,997",30,25,69,71,35,54,64,72,70,66
Zou Zheng,"649,999","483,919",31,64,71,65,65,73,68,55,67,48
T. Kida,"999,999","4,311,715",24,58,78,70,66,81,46,35,53,45
Adão Salvadaldo,"474,999","153,898",35,23,87,55,30,66,65,51,61,52
T. Perthel,"675,000","13,876,158",30,66,76,65,62,76,67,69,74,68
M. Chrien,"1,299,999","2,699,983",23,55,65,72,55,60,70,60,65,41
N. Pulzetti,"424,999","8,644,455",35,65,73,70,67,73,67,68,64,53
Lee Dong Gook,"260,000","5,171,369",39,16,29,58,33,74,75,80,65,70
T. Eaves,"1,100,000","372,897",27,31,58,52,20,66,67,32,28,29
J. Angulo,"1,400,000","944,946",21,68,62,66,64,75,53,57,67,38
Manolo Reina,"450,000","535,719",33,12,57,30,23,68,9,20,8,12
David Concha,"1,500,000","50,065",22,27,63,62,30,40,71,71,67,52
W. Francis,"750,000","435,834",28,67,72,63,66,74,59,69,66,60
A. Hughes,"874,999","2,827,863",26,64,67,61,65,81,41,28,58,71
Baraka,"599,999","1,235,779",32,67,48,66,70,70,54,46,48,48
V. Amiri,"849,999","1,988,786",30,21,77,64,34,49,63,62,70,44
A. D'Alberto,"999,999","422,779",24,68,65,62,65,77,55,60,66,39
G. Bourillon,"269,999","1,119,129",34,62,32,69,74,63,39,53,48,52
K. Hyland,"700,000","344,930",29,66,56,67,66,77,64,49,57,64
M. Abdul Shafy,"350,000","328,336",33,63,79,62,68,71,67,69,65,42
Z. Bergdich,"675,000","2,040,165",30,69,77,65,65,86,67,75,61,46
Y. Al Mosailem,"375,000","1,025,520",35,12,49,22,13,64,12,20,18,14
L. Abergel,"999,999","271,754",26,67,72,68,65,73,54,42,62,39
L. Laverone,"675,000","373,500",29,57,81,66,60,81,64,70,72,65
B. Zolinski,"1,100,000","1,666,546",26,62,72,64,63,74,68,61,64,50
M. Herrera,"700,000","5,446,496",29,70,53,58,64,61,28,35,31,34
Y. de Lanlay,"1,100,000","135,081",26,50,88,65,49,79,67,64,64,58
T. Mavromatis,"1,100,000","125,058",22,68,52,55,68,76,31,23,38,22
Freddy Cardouso,"849,999","1,322,137",31,36,72,71,58,64,68,76,74,70
Lucas Fernandes,"1,600,000","209,722",21,43,79,72,49,53,64,72,68,72
P. Mainka,"975,000","445,292",24,63,53,58,66,42,35,36,38,37
J. Mahecha,"675,000","223,644",31,56,69,70,67,77,64,58,68,68
M. Kuhn,"849,999","2,457,737",27,64,76,67,57,71,58,70,74,69
W. Andrade,"375,000","416,850",34,61,39,54,67,76,24,20,24,22
A. Acevedo,"210,000","55,707",35,60,51,52,71,76,32,21,27,31
L. Chiaretti,"849,999","1,149,444",31,24,82,69,24,42,61,69,66,67
A. Baptiste,"524,999","1,420,061",33,64,63,60,68,81,55,27,57,17
D. McGowan,"774,999","1,103,815",27,62,55,62,68,76,44,44,47,40
A. Kochenkov,"550,000","1,083,291",31,16,35,35,14,67,10,12,14,12
J. van der Linden,"849,999","884,653",28,67,34,72,72,46,36,80,75,81
R. Camacho,"874,999","552,824",28,63,46,68,69,66,43,43,52,30
H. Sogahata,"60,000","687,923",39,13,28,26,12,52,10,10,13,11
J. Dunne,"1,299,999","473,266",21,70,48,64,66,65,30,31,40,28
B. Kee,"949,999","1,182,973",28,21,73,61,19,74,67,45,48,51
Y. Verschaeren,"1,799,999","1,202,467",17,35,84,66,37,73,60,51,54,53
Sergio Gómez,"1,799,999","312,846",18,38,82,75,28,52,54,74,65,60
E. Zhegrova,"1,699,999","1,015,106",19,18,76,64,20,71,58,63,57,29
M. Miloš,"924,999","16,062,224",25,67,77,66,65,60,53,65,67,48
J. Payne,"1,199,999","147,631",24,16,86,65,20,79,62,60,54,51
D. Bain,"975,000","177,888",25,64,44,58,65,88,20,40,24,27
Park Jun Hyuk,"550,000","2,347,247",31,12,33,20,14,43,15,12,16,15
M. Beister,"949,999","113,541",28,40,75,64,52,74,66,67,63,62
S. Kurata,"874,999","2,951,050",30,67,68,72,66,53,64,42,65,54
S. Andersen,"120,000","1,933,650",37,15,56,43,19,62,15,26,20,16
J. Rodon,"1,199,999","231,138",21,68,47,66,72,71,23,25,34,32
Sérgio Marakis,"874,999","509,628",27,65,62,66,69,79,45,41,42,45
Marco Matias,"874,999","547,375",29,28,76,64,37,61,70,59,63,54
A. Cruz,"1,299,999","423,756",21,66,65,68,62,77,50,62,65,60
R. Peña,"1,299,999","684,037",21,18,68,62,18,60,67,32,30,25
Enzio Julião,"474,999","2,151,551",35,42,72,63,32,59,72,47,37,48
P. Eze,"1,100,000","2,448,884",26,18,80,54,15,73,61,46,43,40
Liu Binbin,"1,100,000","115,080",25,31,61,69,38,83,66,55,58,54
Eduardo Neto,"700,000","517,089",30,64,59,67,68,81,57,63,62,44
G. Ghazaryan,"849,999","64,114",30,39,68,72,50,51,67,61,67,70
L. Abubakar,"999,999","648,462",24,64,55,67,68,79,24,33,34,26
B. Pittón,"924,999","14,137,453",26,67,62,53,73,82,57,64,79,63
D. Badji,"1,100,000","4,783,057",26,34,68,59,19,84,62,39,44,39
Z. Yavru,"849,999","135,453",27,63,71,62,64,64,60,65,64,38
Wu Xinghan,"1,100,000","2,177,694",26,48,79,65,55,59,68,55,65,42
D. Mitov Nilsson,"725,000","1,320,685",28,10,29,37,13,61,14,13,14,14
V. Dávila,"1,299,999","324,522",21,34,78,75,25,52,69,65,45,67
Kim In Seong,"900,000","807,676",29,31,81,71,22,80,57,55,76,48
Dario Junior,"949,999","464,027",27,22,89,62,20,47,62,60,62,32
F. Müller,"1,100,000","643,413",26,66,84,67,61,74,57,66,61,60
H. Osorio,"874,999","713,811",30,29,71,66,37,64,72,59,40,63
A. Vukotić,"999,999","3,086,110",23,64,46,63,67,42,33,31,27,32
K. Omori,"949,999","2,925,590",26,25,79,72,39,88,68,61,67,38
G. Kyei,"1,299,999","1,021,058",23,18,61,62,19,80,68,51,40,36
N. Ben Khalifa,"1,100,000","2,071,638",27,26,75,68,31,68,70,56,61,49
C. Martin,"900,000","9,933,285",30,34,60,62,47,78,72,66,43,65
G. Torres,"1,400,000","348,594",22,60,77,68,41,70,66,40,62,28
J. Brunetta,"1,600,000","2,424,648",21,48,84,72,52,60,57,78,77,78
Nadjack,"999,999","475,147",25,67,67,67,68,81,58,54,61,32
D. Nishi,"649,999","198,354",31,72,65,72,62,78,65,54,69,42
E. Taffertshofer,"999,999","908,009",24,67,76,66,71,83,49,41,48,39
Xavi Molina,"575,000","10,578,216",32,66,68,67,68,65,58,49,60,42
S. Fortès,"924,999","798,421",26,68,56,63,61,54,23,24,51,25
O. Osawe,"1,199,999","844,051",25,16,70,61,16,81,66,43,43,32
N. Lomb,"824,999","1,106,599",25,16,47,26,17,65,5,17,15,13
M. Zullo,"675,000","287,849",30,65,88,68,63,91,66,62,71,46
Olmo,"375,000","331,421",34,66,69,59,65,85,51,39,47,20
E. Segura,"1,400,000","1,775,924",22,66,61,52,67,73,26,23,23,30
A. Claude Maurice,"1,699,999","13,492,404",20,40,86,67,21,48,67,58,55,46
Cláudio Falcão,"999,999","53,904",24,63,70,70,69,83,59,45,53,44
J. Fejzić,"524,999","346,065",32,14,25,23,14,49,8,12,11,15
Y. Mutō,"900,000","387,145",30,23,71,67,36,78,67,57,60,57
A. Kwarasey,"575,000","7,674,189",31,14,63,43,23,73,14,11,18,12
D. Holmes,"1,299,999","1,337,989",24,45,78,66,45,56,68,49,59,40
L. Ghiringhelli,"849,999","2,402,649",27,66,63,59,63,67,51,50,66,38
A. Bell,"999,999","502,979",24,66,66,63,58,72,51,33,64,45
C. Edwards,"1,100,000","1,069,836",25,57,76,67,56,45,68,72,70,57
M. Martínez,"269,999","190,005",35,56,33,45,68,67,26,23,28,60
D. Poha,"1,299,999","2,318,930",21,64,75,72,68,71,46,64,64,66
D. Watmore,"1,199,999","312,705",25,35,78,66,21,58,67,66,58,42
M. Moreno,"1,199,999","76,253",24,44,86,72,44,72,66,58,69,52
U. Sadiq,"1,400,000","72,955",22,19,60,60,19,70,63,56,43,41
J. Prior,"824,999","430,987",23,12,35,35,25,61,15,16,13,16
D. Quiñónes,"1,199,999","251,019",23,37,83,63,54,83,64,59,59,52
Zequinha,"774,999","1,005,981",32,34,70,64,26,63,64,71,63,62
T. De Sutter,"725,000","834,787",33,29,29,69,37,41,75,57,50,54
I. González,"725,000","1,164,402",29,18,37,28,20,63,12,16,13,11
E. Herrera,"900,000","5,310,388",30,24,47,68,42,69,69,60,51,51
I. Pallas,"210,000","1,017,907",36,64,64,62,63,72,34,23,49,39
J. Yueill,"1,299,999","324,554",21,46,67,73,58,50,68,69,58,65
U. Ikpeazu,"1,199,999","778,503",24,19,58,54,22,66,65,36,39,31
S. Elbers,"1,100,000","2,764,252",26,24,74,62,30,61,64,51,62,55
M. Reginiussen,"824,999","2,340,742",31,55,74,67,64,53,70,54,55,56
H. Akbunar,"1,100,000","419,065",25,39,75,61,33,38,66,54,67,58
B. Amos,"725,000","8,776,433",28,12,54,12,23,57,14,13,14,11
L. Coulibaly,"1,400,000","1,126,426",22,69,71,70,71,65,60,54,52,42
A. Al Bulayhi,"824,999","563,826",29,69,37,50,65,81,25,30,30,23
O. Ovacıklı,"675,000","405,928",30,69,57,65,69,60,54,52,60,41
M. Power,"999,999","1,468,206",25,63,62,69,64,74,64,60,71,66
A. Hayashi,"550,000","2,539,121",31,17,56,42,15,76,12,35,25,28
Y. van Nieff,"975,000","593,978",25,62,65,68,67,63,50,80,80,78
S. Schipplock,"900,000","1,689,755",30,27,62,63,42,77,67,53,62,47
S. Mraz,"1,400,000","637,108",21,17,65,65,13,72,65,60,50,40
Y. Coulibaly,"999,999","1,830,578",24,65,85,61,63,60,46,30,62,31
Alemão,"874,999","453,039",28,69,53,51,65,63,46,41,55,40
G. Hall,"900,000","544,970",27,66,55,60,70,71,37,30,27,31
J. Jeggo,"924,999","1,003,183",27,62,73,65,67,39,59,59,55,56
M. Hartmann,"725,000","435,203",32,21,70,65,37,82,73,58,66,47
D. Petrucci,"924,999","50,917",27,63,53,74,63,62,52,67,42,68
Juan Carlos,"575,000","199,035",31,14,68,28,24,76,13,25,22,14
R. Sandoval,"1,199,999","1,804,746",24,17,74,65,17,74,54,51,65,63
F. Aursnes,"1,299,999","43,130",23,58,74,69,65,71,66,67,68,63
A. Traustason,"1,100,000","2,604,202",25,53,78,65,67,52,67,71,67,66
L. MacLeod,"1,100,000","425,149",24,60,63,68,57,62,68,60,67,61
J. Parr,"675,000","522,761",30,64,75,64,63,54,61,49,65,53
Isaac Becerra,"675,000","200,526",30,19,68,38,23,76,14,22,19,20
B. Nastić,"975,000","5,403,786",24,68,66,63,67,70,53,43,69,34
S. Johnson,"1,199,999","3,746,980",25,13,69,58,29,75,69,52,53,37
E. Brophy,"1,400,000","1,381,557",23,23,78,63,38,84,65,56,37,63
F. Semb Berge,"824,999","41,729,844",29,65,32,61,67,74,35,34,29,62
G. Páez,"924,999","1,675,981",28,27,62,64,19,70,59,48,55,37
Nuno Tomás,"949,999","853,387",23,66,57,55,64,85,30,30,31,31
M. Araz,"1,199,999","9,592,658",25,44,77,69,43,57,69,59,46,54
L. Azouni,"975,000","335,167",24,68,74,70,65,60,55,50,64,50
W. Kanga,"1,400,000","1,911,506",21,18,69,61,29,59,64,54,68,37
S. Şahin-Radlinger,"824,999","1,054,487",26,20,36,24,12,55,13,19,12,16
L. Gassama,"700,000","671,009",29,63,76,66,66,66,48,54,65,43
R. Rotman,"700,000","177,696",29,60,67,71,67,70,59,68,63,69
Y. Baraye,"1,100,000","262,969",26,51,67,67,37,56,62,54,64,56
Mario Barco,"1,100,000","402,427",26,16,59,61,20,70,65,47,56,55
K. Przybyłko,"1,199,999","215,504",25,20,64,60,22,69,69,54,43,48
K. Vollmann,"1,100,000","116,107",25,42,84,69,50,73,64,63,58,60
I. Conté,"1,100,000","6,503,882",22,61,58,56,64,72,32,49,37,27
F. Sbuttoni,"700,000","578,904",29,60,35,66,68,59,26,26,23,17
N. Dicko,"1,100,000","2,054,197",26,36,79,64,19,67,63,55,60,51
Jair,"874,999","404,653",30,24,77,63,63,61,67,60,63,66
V. Muratori,"649,999","233,978",31,72,71,56,63,81,44,47,65,32
C. Cortés,"450,000","3,249,445",35,42,69,72,18,39,72,69,58,64
G. Carrasco,"1,299,999","436,760",22,65,75,65,71,80,58,42,64,36
Bai Jiajun,"824,999","329,517",27,69,79,62,61,91,65,52,64,37
M. Marras,"949,999","5,104,367",25,19,82,67,20,40,60,62,68,42
M. Lukač,"450,000","4,057,297",33,13,45,23,21,72,12,17,14,21
T. Chalobah,"1,400,000","508,741",19,67,53,66,70,67,47,48,48,43
E. Boateng,"975,000","5,886,393",25,38,90,65,38,61,61,58,56,44
M. Bjørnbak,"824,999","933,887",26,61,40,60,68,71,28,67,56,71
G. Saunders,"599,999","825,813",29,54,64,68,68,71,52,53,45,51
D. Frare,"975,000","528,407",22,64,46,50,61,65,41,27,37,30
Z. Zlámal,"450,000","2,157,447",33,24,65,40,27,63,11,18,14,12
G. Akkan,"700,000","3,902,372",24,19,49,29,25,58,13,12,15,18
H. Kamara,"874,999","1,369,840",25,67,83,70,63,52,62,60,64,41
E. Zejnullahu,"999,999","269,310",24,61,76,70,65,64,62,70,55,59
J. Moore-Taylor,"924,999","3,555,592",25,64,62,63,61,90,33,46,56,54
J. Baxter,"900,000","1,324,103",27,35,70,68,40,62,67,60,63,72
S. van der Water,"1,199,999","1,303,888",22,35,79,58,24,46,63,67,58,43
Choi Jae Hyeon,"999,999","525,980",24,62,70,65,59,56,67,46,64,40
David Rocha,"450,000","848,383",34,59,63,68,58,64,60,71,64,73
F. Poli,"599,999","3,228,716",29,64,70,47,64,90,19,11,25,13
M. Dreyer,"599,999","495,298",29,10,45,31,19,75,10,10,10,13
Tomás Nuninho,"230,000","518,835",35,57,52,67,63,40,44,55,43,47
R. Pirrello,"1,100,000","2,406,801",22,64,48,57,63,67,40,50,48,50
D. Mesenhöler,"849,999","61,773",23,12,34,32,21,70,17,18,18,15
B. Romo,"599,999","2,244,494",29,67,53,55,53,80,25,33,39,40
J. Newell,"900,000","375,600",25,63,67,63,54,50,56,67,70,68
D. Lafferty,"575,000","1,075,155",29,65,72,63,63,73,53,62,67,53
E. Eze,"1,299,999","929,836",22,11,66,52,14,70,66,50,45,33
S. Kiyine,"1,500,000","3,317,103",21,61,74,67,61,55,62,60,62,43
O. Kabak,"1,100,000","1,727,031",18,66,62,52,67,72,30,32,26,31
Ha Chang Rae,"900,000","679,676",24,65,47,60,67,67,25,26,20,20
C. Gutiérrez,"1,100,000","1,396,709",22,63,70,65,62,70,63,50,66,51
V. Soto,"649,999","1,707,030",29,12,31,29,21,51,16,15,17,25
V. Eicher,"599,999","1,944,619",28,12,48,25,23,67,12,12,12,15
J. Keita,"1,299,999","1,845,853",20,34,90,55,29,55,56,57,52,49
M. Lumb,"550,000","1,239,467",31,64,70,65,66,64,58,68,65,65
M. Alphonse,"599,999","860,524",29,65,57,64,65,84,52,31,66,31
M. Devlin,"924,999","3,777,058",25,68,39,42,59,76,25,24,28,30
Y. Leiva,"1,199,999","15,311,715",20,51,75,64,59,64,64,49,66,52
P. Riese,"625,000","815,178",29,64,70,63,63,82,49,40,59,47
M. Asiri,"675,000","742,131",32,13,69,59,28,83,65,53,58,52
S. Mielitz,"625,000","463,645",29,12,67,24,18,67,13,14,10,11
E. Grezda,"1,100,000","11,496,802",23,24,85,63,36,50,58,60,66,35
Welliton Helmes,"725,000","56,734",31,30,74,66,31,54,58,66,58,62
Ji Xiang,"599,999","609,705",29,62,62,60,66,60,60,76,68,80
J. Wójcicki,"575,000","466,355",30,70,76,63,55,77,59,59,70,38
A. Seydel,"1,199,999","1,739,908",23,22,55,58,19,67,63,43,58,31
P. McShane,"450,000","3,352,494",33,64,47,59,64,74,36,36,58,36
Paulo Henrique,"1,100,000","1,337,770",20,26,78,65,31,56,64,61,64,46
Miguel Flaño,"299,999","221,184",34,64,65,60,64,92,36,43,40,49
S. May,"975,000","199,890",26,22,72,62,29,85,73,59,59,54
K. Michael,"1,600,000","226,719",19,48,78,70,48,69,67,68,64,68
T. Bishop,"1,199,999","579,460",22,54,77,71,55,52,63,62,65,57
R. Matthews,"725,000","794,510",25,17,46,27,15,62,7,14,11,19
F. Rodríguez,"524,999","243,314",31,66,56,60,72,52,39,38,42,37
Yu Rui,"824,999","3,844,614",26,63,29,52,67,72,25,28,57,52
S. Becker,"999,999","474,553",24,33,74,60,31,70,62,62,60,47
A. Brosque,"375,000","1,049,254",35,21,74,64,23,44,70,70,59,47
S. Tarashaj,"999,999","2,474,813",24,12,75,66,21,63,73,68,63,30
H. Mizumoto,"450,000","1,219,552",33,67,69,53,68,86,27,54,47,46
J. Tinhan,"750,000","1,595,230",29,21,81,54,50,72,74,49,66,54
S. Vasiliadis,"1,299,999","251,590",21,56,77,68,55,66,68,40,60,56
R. Naranjo,"50,000","1,787,081",39,13,35,31,19,66,18,12,14,12
B. Edomwonyi,"1,100,000","174,628",24,24,73,54,21,81,62,43,47,39
N. Dams,"700,000","466,911",28,67,65,58,70,82,28,44,41,48
S. Pettinari,"900,000","771,194",27,26,80,61,13,87,66,57,55,52
Fran Gámez,"725,000","6,658,402",27,65,61,63,62,60,51,62,63,33
R. Preißinger,"975,000","568,395",22,60,65,66,70,66,46,41,55,38
M. Heider,"599,999","575,991",32,40,66,61,55,75,64,49,59,55
S. Knežević,"1,299,999","388,103",22,68,52,59,67,73,29,28,29,29
G. Munari,"324,999","284,705",35,61,72,68,66,76,65,65,69,46
Ricardinho,"800,000","1,042,626",29,67,72,66,46,62,66,51,57,49
M. Vrousai,"1,400,000","823,034",20,33,74,65,28,54,67,61,57,53
Park Dong Jin,"900,000","175,945",24,63,66,56,66,66,35,27,48,28
D. Vergara,"1,299,999","1,943,986",22,17,79,56,38,54,70,41,53,27
A. Maxsø,"900,000","454,420",24,71,48,61,64,83,44,39,41,30
S. Rodríguez,"949,999","3,232,563",26,45,73,74,56,51,68,56,42,52
M. Bravo,"675,000","208,655",32,27,75,67,30,77,63,59,62,53
J. Ruiz,"1,199,999","1,205,741",20,63,61,62,67,72,59,41,58,40
M. Schmerböck,"999,999","147,302",24,30,78,63,42,63,64,65,60,34
L. Załuska,"100,000","395,448",36,25,43,42,22,77,15,12,33,21
D. Zúñiga,"1,100,000","416,675",22,66,65,65,61,59,55,48,65,44
Romário,"575,000","192,010",33,34,90,70,46,78,70,66,59,63
Marco Soares,"230,000","1,064,496",34,61,57,67,63,75,46,48,52,64
Qin Sheng,"524,999","559,182",32,63,64,62,66,65,47,41,36,42
J. Hopcutt,"975,000","427,149",26,33,80,59,33,65,69,55,48,41
K. Kotsaris,"949,999","301,677",22,14,69,25,11,77,18,16,17,17
W. Dammers,"824,999","15,133,252",24,67,65,57,55,74,59,51,33,40
Jeong Woo Jae,"900,000","19,596,975",26,56,71,67,67,59,67,55,66,50
C. Arias,"725,000","521,498",30,19,67,58,19,75,66,67,43,67
M. Djuricin,"975,000","399,131",26,22,81,59,31,78,66,54,43,57
O. Kefkir,"824,999","861,283",27,20,86,63,24,66,64,64,59,63
Chris Farminhão,"230,000","2,211,512",35,57,44,66,66,81,39,72,54,73
H. Sacko,"999,999","1,741,656",24,19,82,59,26,63,64,53,58,45
E. Akichi,"700,000","827,785",28,63,71,65,69,72,58,53,56,52
Y. Ramadani,"975,000","633,253",22,61,65,68,68,66,63,41,54,42
D. De Belder,"924,999","1,528,892",26,20,70,62,38,74,68,56,63,53
G. O'Neil,"179,999","45,481,925",35,58,62,71,65,67,58,70,68,66
M. Medina,"1,199,999","609,855",24,28,82,65,16,69,62,52,69,55
E. Zavaleta,"774,999","1,676,726",26,62,45,67,63,77,54,38,29,37
C. Robertson,"824,999","4,202,418",25,65,61,57,68,76,50,51,48,36
C. Pontius,"725,000","234,524",31,43,68,66,47,83,71,66,64,60
K. Anzai,"900,000","942,501",23,58,65,61,60,73,50,67,70,57
Xisco Campos,"100,000","1,460,064",36,68,69,63,70,75,30,44,57,34
S. Whalley,"725,000","1,456,571",31,29,88,61,38,62,61,42,63,56
L. Kelly,"1,500,000","4,225,714",20,62,68,64,63,60,50,41,63,42
B. Gueye,"999,999","749,913",24,18,64,53,11,67,65,35,30,32
L. Domínguez,"700,000","2,700,664",29,65,57,63,68,77,24,29,44,23
T. Geyer,"774,999","6,873,901",28,66,65,64,66,90,36,22,25,13
C. Gartner,"975,000","2,847,339",24,64,74,70,62,59,54,65,58,58
A. Nouri,"599,999","516,258",29,62,66,62,67,58,61,59,58,51
B. De Alba,"949,999","330,856",26,25,79,68,24,48,62,67,62,72
R. Vera,"179,999","524,400",35,68,35,59,65,59,31,38,48,58
K. Gjasula,"625,000","903,428",29,61,49,72,62,78,48,38,40,57
T. Pochettino,"1,100,000","2,275,797",23,53,63,67,51,69,58,72,70,73
L. Boeder,"900,000","3,246,765",21,68,60,64,67,85,38,33,54,35
M. Nalepa,"849,999","241,142",26,62,38,55,65,69,45,43,31,50
A. Al Hafith,"849,999","378,247",26,63,64,60,65,73,30,33,36,34
S. Kroon,"949,999","2,362,858",25,15,81,58,44,60,63,61,60,57
A. Wiegel,"649,999","4,302,212",27,62,82,65,67,72,71,55,62,48
A. Masika,"900,000","211,318",26,28,89,62,29,81,60,50,60,46
Borja Viguera,"675,000","580,417",31,17,63,56,25,74,65,70,46,69
K. Agard,"800,000","1,036,321",29,22,91,60,46,89,69,43,60,31
S. Gnaka,"1,100,000","4,397,129",20,65,79,64,61,71,58,27,65,26
J. Amoroso,"725,000","639,549",31,35,68,60,29,61,72,60,55,49
Lu Wenjun,"750,000","161,698",29,18,75,56,21,70,63,53,65,36
K. Roos,"700,000","166,634",26,21,35,25,19,60,14,17,14,15
S. Ruprecht,"524,999","3,299,472",31,64,41,44,63,46,52,55,54,48
Basilio,"299,999","416,276",35,15,50,26,13,68,7,13,15,11
Juande,"524,999","10,588,604",32,64,65,67,67,64,60,46,46,55
M. Awad,"625,000","905,940",26,10,42,19,16,71,9,24,10,14
G. Miura,"999,999","173,196",24,68,50,59,65,73,40,25,43,42
Renan Tojeiras,"230,000","566,310",35,77,81,55,50,43,66,56,43,62
M. Terki,"774,999","908,273",27,57,66,67,68,65,65,48,59,44
F. Migliore,"550,000","2,020,290",30,64,74,63,62,86,33,58,64,57
C. Schorch,"599,999","613,014",30,61,59,60,66,60,41,34,54,24
R. Gelmi,"1,100,000","2,110,218",24,68,58,69,64,71,36,39,35,27
R. Oxford,"1,199,999","202,300",20,65,62,63,65,66,34,44,34,36
