Play_Id,Ls,St,Rs,Lw,Lf,Cf,Rf,Rw,Lam,Cam,Ram,Lm,Lcm,Cm,Rcm,Rm,Lwb,Ldm,Cdm,Rdm,Rwb,Lb,Lcb,Cb,Rcb,Rb,Original_Position
235626,51+2,51+2,51+2,52+2,51+2,51+2,51+2,52+2,49+2,49+2,49+2,53+2,50+2,50+2,50+2,53+2,60+2,57+2,57+2,57+2,60+2,61+2,61+2,61+2,61+2,61+2,"LB,RB"
242534,54+2,54+2,54+2,60+2,59+2,59+2,59+2,60+2,61+2,61+2,61+2,62+2,61+2,61+2,61+2,62+2,61+2,61+2,61+2,61+2,61+2,60+2,56+2,56+2,56+2,60+2,"CM,CDM,CAM"
239206,45+2,45+2,45+2,48+2,47+2,47+2,47+2,48+2,48+2,48+2,48+2,51+2,52+2,52+2,52+2,51+2,57+2,59+2,59+2,59+2,57+2,58+2,62+2,62+2,62+2,58+2,CB
209766,62+2,62+2,62+2,63+2,62+2,62+2,62+2,63+2,60+2,60+2,60+2,61+2,51+2,51+2,51+2,61+2,47+2,42+2,42+2,42+2,47+2,45+2,41+2,41+2,41+2,45+2,"ST,LM"
188261,57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,60+2,60+2,60+2,62+2,60+2,60+2,60+2,62+2,63+2,59+2,59+2,59+2,63+2,62+2,58+2,58+2,58+2,62+2,"LB,LM"
239461,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
229477,59+2,59+2,59+2,63+2,61+2,61+2,61+2,63+2,62+2,62+2,62+2,62+2,56+2,56+2,56+2,62+2,48+2,44+2,44+2,44+2,48+2,46+2,38+2,38+2,38+2,46+2,CAM
226149,55+2,55+2,55+2,61+2,59+2,59+2,59+2,61+2,60+2,60+2,60+2,61+2,54+2,54+2,54+2,61+2,48+2,43+2,43+2,43+2,48+2,44+2,36+2,36+2,36+2,44+2,"LM,RM,CAM"
193124,41+2,41+2,41+2,36+2,37+2,37+2,37+2,36+2,37+2,37+2,37+2,37+2,39+2,39+2,39+2,37+2,50+2,52+2,52+2,52+2,50+2,54+2,61+2,61+2,61+2,54+2,CB
188772,51+2,51+2,51+2,55+2,52+2,52+2,52+2,55+2,53+2,53+2,53+2,56+2,54+2,54+2,54+2,56+2,62+2,59+2,59+2,59+2,62+2,62+2,61+2,61+2,61+2,62+2,"RB,LB,RM"
50531,61+2,61+2,61+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,60+2,60+2,60+2,63+2,49+2,49+2,49+2,49+2,49+2,46+2,43+2,43+2,43+2,46+2,RW
238947,39+2,39+2,39+2,38+2,37+2,37+2,37+2,38+2,39+2,39+2,39+2,42+2,46+2,46+2,46+2,42+2,55+2,57+2,57+2,57+2,55+2,57+2,62+2,62+2,62+2,57+2,CB
230499,61+2,61+2,61+2,63+2,63+2,63+2,63+2,63+2,61+2,61+2,61+2,62+2,55+2,55+2,55+2,62+2,46+2,41+2,41+2,41+2,46+2,43+2,35+2,35+2,35+2,43+2,"ST,CF,RW"
221538,41+2,41+2,41+2,39+2,39+2,39+2,39+2,39+2,39+2,39+2,39+2,41+2,42+2,42+2,42+2,41+2,54+2,54+2,54+2,54+2,54+2,57+2,61+2,61+2,61+2,57+2,"CB,CDM"
246113,55+2,55+2,55+2,60+2,57+2,57+2,57+2,60+2,58+2,58+2,58+2,61+2,59+2,59+2,59+2,61+2,63+2,60+2,60+2,60+2,63+2,62+2,59+2,59+2,59+2,62+2,LB
244833,62+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,61+2,57+2,57+2,57+2,61+2,51+2,49+2,49+2,49+2,51+2,50+2,46+2,46+2,46+2,50+2,ST
239457,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,58+2,59+2,59+2,59+2,58+2,57+2,54+2,54+2,54+2,57+2,"CM,CAM"
224865,62+2,62+2,62+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,57+2,57+2,57+2,63+2,44+2,43+2,43+2,43+2,44+2,41+2,37+2,37+2,37+2,41+2,"ST,LM,CF"
221025,45+2,45+2,45+2,41+2,43+2,43+2,43+2,41+2,43+2,43+2,43+2,44+2,47+2,47+2,47+2,44+2,53+2,56+2,56+2,56+2,53+2,56+2,62+2,62+2,62+2,56+2,CB
212065,50+2,50+2,50+2,57+2,55+2,55+2,55+2,57+2,56+2,56+2,56+2,59+2,55+2,55+2,55+2,59+2,61+2,58+2,58+2,58+2,61+2,62+2,61+2,61+2,61+2,62+2,"RB,LB"
183648,56+2,56+2,56+2,61+2,59+2,59+2,59+2,61+2,60+2,60+2,60+2,62+2,55+2,55+2,55+2,62+2,50+2,46+2,46+2,46+2,50+2,47+2,38+2,38+2,38+2,47+2,"LM,RM"
182112,54+2,54+2,54+2,53+2,54+2,54+2,54+2,53+2,56+2,56+2,56+2,54+2,59+2,59+2,59+2,54+2,57+2,62+2,62+2,62+2,57+2,57+2,61+2,61+2,61+2,57+2,"CDM,CM"
240992,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,60+2,60+2,60+2,61+2,61+2,60+2,60+2,60+2,61+2,60+2,57+2,57+2,57+2,60+2,"RM,CM"
233056,43+2,43+2,43+2,40+2,41+2,41+2,41+2,40+2,41+2,41+2,41+2,43+2,45+2,45+2,45+2,43+2,55+2,56+2,56+2,56+2,55+2,57+2,62+2,62+2,62+2,57+2,CB
226656,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
207968,50+2,50+2,50+2,48+2,48+2,48+2,48+2,48+2,48+2,48+2,48+2,50+2,52+2,52+2,52+2,50+2,59+2,61+2,61+2,61+2,59+2,60+2,65+2,65+2,65+2,60+2,"CDM,CB,LB"
53855,62+2,62+2,62+2,63+2,62+2,62+2,62+2,63+2,61+2,61+2,61+2,64+2,57+2,57+2,57+2,64+2,53+2,49+2,49+2,49+2,53+2,50+2,44+2,44+2,44+2,50+2,"LW,ST"
242527,44+2,44+2,44+2,42+2,41+2,41+2,41+2,42+2,41+2,41+2,41+2,43+2,43+2,43+2,43+2,43+2,53+2,54+2,54+2,54+2,53+2,56+2,61+2,61+2,61+2,56+2,"CB,CDM"
234846,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
226654,47+2,47+2,47+2,56+2,53+2,53+2,53+2,56+2,56+2,56+2,56+2,59+2,58+2,58+2,58+2,59+2,62+2,61+2,61+2,61+2,62+2,61+2,59+2,59+2,59+2,61+2,LB
206430,61+2,61+2,61+2,58+2,59+2,59+2,59+2,58+2,57+2,57+2,57+2,56+2,51+2,51+2,51+2,56+2,42+2,41+2,41+2,41+2,42+2,40+2,38+2,38+2,38+2,40+2,ST
200286,53+2,53+2,53+2,57+2,54+2,54+2,54+2,57+2,55+2,55+2,55+2,59+2,55+2,55+2,55+2,59+2,61+2,58+2,58+2,58+2,61+2,61+2,60+2,60+2,60+2,61+2,"RB,CB,RM"
244829,55+2,55+2,55+2,61+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,59+2,59+2,59+2,61+2,51+2,49+2,49+2,49+2,51+2,49+2,40+2,40+2,40+2,49+2,CAM
240733,55+2,55+2,55+2,60+2,57+2,57+2,57+2,60+2,57+2,57+2,57+2,63+2,58+2,58+2,58+2,63+2,63+2,58+2,58+2,58+2,63+2,61+2,54+2,54+2,54+2,61+2,"LB,LM"
239453,51+2,51+2,51+2,59+2,55+2,55+2,55+2,59+2,57+2,57+2,57+2,60+2,57+2,57+2,57+2,60+2,62+2,57+2,57+2,57+2,62+2,61+2,54+2,54+2,54+2,61+2,RB
229725,58+2,58+2,58+2,62+2,61+2,61+2,61+2,62+2,60+2,60+2,60+2,61+2,56+2,56+2,56+2,61+2,53+2,48+2,48+2,48+2,53+2,51+2,44+2,44+2,44+2,51+2,"RW,LW"
224093,52+2,52+2,52+2,55+2,53+2,53+2,53+2,55+2,52+2,52+2,52+2,57+2,53+2,53+2,53+2,57+2,63+2,58+2,58+2,58+2,63+2,63+2,61+2,61+2,61+2,63+2,CB
221789,51+2,51+2,51+2,58+2,55+2,55+2,55+2,58+2,57+2,57+2,57+2,60+2,58+2,58+2,58+2,60+2,62+2,60+2,60+2,60+2,62+2,62+2,59+2,59+2,59+2,62+2,"RB,CB,LB"
208989,62+2,62+2,62+2,58+2,60+2,60+2,60+2,58+2,57+2,57+2,57+2,57+2,51+2,51+2,51+2,57+2,43+2,41+2,41+2,41+2,43+2,42+2,40+2,40+2,40+2,42+2,ST
242268,54+2,54+2,54+2,57+2,55+2,55+2,55+2,57+2,56+2,56+2,56+2,59+2,56+2,56+2,56+2,59+2,61+2,59+2,59+2,59+2,61+2,61+2,60+2,60+2,60+2,61+2,"RB,RM"
239452,57+2,57+2,57+2,59+2,60+2,60+2,60+2,59+2,61+2,61+2,61+2,61+2,62+2,62+2,62+2,61+2,62+2,63+2,63+2,63+2,62+2,63+2,62+2,62+2,62+2,63+2,"CM,CDM"
244571,47+2,47+2,47+2,48+2,47+2,47+2,47+2,48+2,47+2,47+2,47+2,50+2,50+2,50+2,50+2,50+2,57+2,57+2,57+2,57+2,57+2,59+2,61+2,61+2,61+2,59+2,CB
222299,51+2,51+2,51+2,57+2,54+2,54+2,54+2,57+2,54+2,54+2,54+2,58+2,55+2,55+2,55+2,58+2,62+2,57+2,57+2,57+2,62+2,62+2,56+2,56+2,56+2,62+2,"LB,CM,RB"
221531,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
199259,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
241237,57+2,57+2,57+2,57+2,58+2,58+2,58+2,57+2,59+2,59+2,59+2,58+2,62+2,62+2,62+2,58+2,61+2,64+2,64+2,64+2,61+2,61+2,64+2,64+2,64+2,61+2,CM
239701,57+2,57+2,57+2,62+2,60+2,60+2,60+2,62+2,62+2,62+2,62+2,62+2,57+2,57+2,57+2,62+2,49+2,45+2,45+2,45+2,49+2,45+2,37+2,37+2,37+2,45+2,CAM
236885,61+2,61+2,61+2,57+2,59+2,59+2,59+2,57+2,56+2,56+2,56+2,55+2,49+2,49+2,49+2,55+2,40+2,39+2,39+2,39+2,40+2,38+2,38+2,38+2,38+2,38+2,"ST,RM"
221525,40+2,40+2,40+2,39+2,38+2,38+2,38+2,39+2,39+2,39+2,39+2,41+2,44+2,44+2,44+2,41+2,53+2,56+2,56+2,56+2,53+2,55+2,62+2,62+2,62+2,55+2,CB
213589,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
189780,49+2,49+2,49+2,52+2,50+2,50+2,50+2,52+2,51+2,51+2,51+2,54+2,53+2,53+2,53+2,54+2,61+2,60+2,60+2,60+2,61+2,62+2,63+2,63+2,63+2,62+2,"LB,RB,CB"
244820,47+2,47+2,47+2,52+2,49+2,49+2,49+2,52+2,49+2,49+2,49+2,54+2,50+2,50+2,50+2,54+2,61+2,57+2,57+2,57+2,61+2,62+2,61+2,61+2,61+2,62+2,RB
242004,62+2,62+2,62+2,63+2,63+2,63+2,63+2,63+2,61+2,61+2,61+2,62+2,52+2,52+2,52+2,62+2,44+2,38+2,38+2,38+2,44+2,40+2,33+2,33+2,33+2,40+2,"ST,LW"
228692,51+2,51+2,51+2,55+2,53+2,53+2,53+2,55+2,55+2,55+2,55+2,58+2,58+2,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,"CDM,CM"
191827,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
204371,58+2,58+2,58+2,64+2,62+2,62+2,62+2,64+2,64+2,64+2,64+2,64+2,61+2,61+2,61+2,64+2,58+2,56+2,56+2,56+2,58+2,56+2,51+2,51+2,51+2,56+2,"CM,CDM"
245842,56+2,56+2,56+2,60+2,59+2,59+2,59+2,60+2,62+2,62+2,62+2,60+2,59+2,59+2,59+2,60+2,50+2,50+2,50+2,50+2,50+2,48+2,44+2,44+2,44+2,48+2,CAM
245586,54+2,54+2,54+2,58+2,56+2,56+2,56+2,58+2,57+2,57+2,57+2,58+2,56+2,56+2,56+2,58+2,61+2,58+2,58+2,58+2,61+2,61+2,60+2,60+2,60+2,61+2,"LWB,LB"
242514,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
229970,55+2,55+2,55+2,55+2,54+2,54+2,54+2,55+2,54+2,54+2,54+2,56+2,55+2,55+2,55+2,56+2,61+2,59+2,59+2,59+2,61+2,61+2,59+2,59+2,59+2,61+2,LB
191569,61+2,61+2,61+2,57+2,59+2,59+2,59+2,57+2,56+2,56+2,56+2,56+2,53+2,53+2,53+2,56+2,53+2,52+2,52+2,52+2,53+2,52+2,53+2,53+2,53+2,52+2,ST
240465,52+2,52+2,52+2,56+2,55+2,55+2,55+2,56+2,57+2,57+2,57+2,58+2,59+2,59+2,59+2,58+2,61+2,61+2,61+2,61+2,61+2,61+2,62+2,62+2,62+2,61+2,RB
235089,45+2,45+2,45+2,47+2,46+2,46+2,46+2,47+2,48+2,48+2,48+2,49+2,53+2,53+2,53+2,49+2,58+2,60+2,60+2,60+2,58+2,58+2,62+2,62+2,62+2,58+2,CB
226129,52+2,52+2,52+2,50+2,52+2,52+2,52+2,50+2,54+2,54+2,54+2,52+2,57+2,57+2,57+2,52+2,55+2,60+2,60+2,60+2,55+2,56+2,61+2,61+2,61+2,56+2,CB
242512,49+2,49+2,49+2,53+2,51+2,51+2,51+2,53+2,52+2,52+2,52+2,55+2,54+2,54+2,54+2,55+2,61+2,59+2,59+2,59+2,61+2,61+2,61+2,61+2,61+2,61+2,LB
242256,58+2,58+2,58+2,59+2,60+2,60+2,60+2,59+2,61+2,61+2,61+2,61+2,62+2,62+2,62+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,58+2,58+2,58+2,61+2,CM
235600,44+2,44+2,44+2,54+2,49+2,49+2,49+2,54+2,51+2,51+2,51+2,57+2,51+2,51+2,51+2,57+2,62+2,56+2,56+2,56+2,62+2,61+2,56+2,56+2,56+2,61+2,"LB,LWB"
166736,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,62+2,59+2,59+2,59+2,62+2,57+2,55+2,55+2,55+2,57+2,56+2,52+2,52+2,52+2,56+2,"RM,CM"
225872,59+2,59+2,59+2,63+2,61+2,61+2,61+2,63+2,62+2,62+2,62+2,63+2,59+2,59+2,59+2,63+2,57+2,53+2,53+2,53+2,57+2,55+2,49+2,49+2,49+2,55+2,"CAM,RM"
247119,55+2,55+2,55+2,57+2,55+2,55+2,55+2,57+2,55+2,55+2,55+2,59+2,55+2,55+2,55+2,59+2,61+2,58+2,58+2,58+2,61+2,61+2,58+2,58+2,58+2,61+2,"LB,RB"
234831,52+2,52+2,52+2,55+2,53+2,53+2,53+2,55+2,54+2,54+2,54+2,57+2,56+2,56+2,56+2,57+2,62+2,60+2,60+2,60+2,62+2,62+2,62+2,62+2,62+2,62+2,"LB,CB,LM"
234319,50+2,50+2,50+2,55+2,54+2,54+2,54+2,55+2,56+2,56+2,56+2,58+2,59+2,59+2,59+2,58+2,61+2,61+2,61+2,61+2,61+2,60+2,59+2,59+2,59+2,60+2,"CDM,CM,RB"
232527,49+2,49+2,49+2,46+2,46+2,46+2,46+2,46+2,44+2,44+2,44+2,47+2,46+2,46+2,46+2,47+2,55+2,55+2,55+2,55+2,55+2,57+2,62+2,62+2,62+2,57+2,"CB,LB,RB"
246862,57+2,57+2,57+2,62+2,60+2,60+2,60+2,62+2,60+2,60+2,60+2,61+2,55+2,55+2,55+2,61+2,49+2,44+2,44+2,44+2,49+2,46+2,38+2,38+2,38+2,46+2,RM
239182,50+2,50+2,50+2,46+2,48+2,48+2,48+2,46+2,49+2,49+2,49+2,49+2,53+2,53+2,53+2,49+2,55+2,59+2,59+2,59+2,55+2,56+2,62+2,62+2,62+2,56+2,"CB,CDM"
193613,61+2,61+2,61+2,50+2,55+2,55+2,55+2,50+2,52+2,52+2,52+2,49+2,50+2,50+2,50+2,49+2,41+2,44+2,44+2,44+2,41+2,40+2,46+2,46+2,46+2,40+2,ST
228685,62+2,62+2,62+2,62+2,61+2,61+2,61+2,62+2,59+2,59+2,59+2,61+2,51+2,51+2,51+2,61+2,49+2,41+2,41+2,41+2,49+2,47+2,39+2,39+2,39+2,47+2,"ST,RM,LM"
212045,60+2,60+2,60+2,61+2,60+2,60+2,60+2,61+2,59+2,59+2,59+2,61+2,58+2,58+2,58+2,61+2,62+2,58+2,58+2,58+2,62+2,61+2,58+2,58+2,58+2,61+2,LB
242764,56+2,56+2,56+2,61+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,58+2,58+2,58+2,61+2,52+2,50+2,50+2,50+2,52+2,49+2,43+2,43+2,43+2,49+2,"LM,CAM"
216396,43+2,43+2,43+2,39+2,40+2,40+2,40+2,39+2,40+2,40+2,40+2,42+2,43+2,43+2,43+2,42+2,53+2,55+2,55+2,55+2,53+2,56+2,62+2,62+2,62+2,56+2,CB
212812,61+2,61+2,61+2,59+2,60+2,60+2,60+2,59+2,58+2,58+2,58+2,57+2,51+2,51+2,51+2,57+2,43+2,40+2,40+2,40+2,43+2,40+2,39+2,39+2,39+2,40+2,"ST,RW"
190539,61+2,61+2,61+2,59+2,60+2,60+2,60+2,59+2,59+2,59+2,59+2,59+2,53+2,53+2,53+2,59+2,46+2,44+2,44+2,44+2,46+2,44+2,41+2,41+2,41+2,44+2,ST
238667,41+2,41+2,41+2,40+2,40+2,40+2,40+2,40+2,42+2,42+2,42+2,42+2,45+2,45+2,45+2,42+2,53+2,56+2,56+2,56+2,53+2,56+2,62+2,62+2,62+2,56+2,"CB,LB"
229707,61+2,61+2,61+2,63+2,62+2,62+2,62+2,63+2,62+2,62+2,62+2,61+2,54+2,54+2,54+2,61+2,44+2,41+2,41+2,41+2,44+2,41+2,35+2,35+2,35+2,41+2,"LW,RW,ST"
225355,51+2,51+2,51+2,55+2,55+2,55+2,55+2,55+2,57+2,57+2,57+2,57+2,59+2,59+2,59+2,57+2,63+2,62+2,62+2,62+2,63+2,64+2,59+2,59+2,59+2,64+2,CDM
180810,62+2,62+2,62+2,65+2,63+2,63+2,63+2,65+2,64+2,64+2,64+2,64+2,60+2,60+2,60+2,64+2,55+2,53+2,53+2,53+2,55+2,52+2,49+2,49+2,49+2,52+2,ST
229194,56+2,56+2,56+2,60+2,57+2,57+2,57+2,60+2,57+2,57+2,57+2,60+2,54+2,54+2,54+2,60+2,62+2,57+2,57+2,57+2,62+2,62+2,59+2,59+2,59+2,62+2,RB
246857,61+2,61+2,61+2,57+2,59+2,59+2,59+2,57+2,57+2,57+2,57+2,55+2,51+2,51+2,51+2,55+2,40+2,39+2,39+2,39+2,40+2,39+2,37+2,37+2,37+2,39+2,ST
244041,62+2,62+2,62+2,57+2,58+2,58+2,58+2,57+2,55+2,55+2,55+2,55+2,48+2,48+2,48+2,55+2,42+2,41+2,41+2,41+2,42+2,40+2,42+2,42+2,42+2,40+2,ST
195396,61+2,61+2,61+2,58+2,59+2,59+2,59+2,58+2,57+2,57+2,57+2,56+2,51+2,51+2,51+2,56+2,45+2,43+2,43+2,43+2,45+2,44+2,42+2,42+2,42+2,44+2,"ST,RM,CAM"
236868,61+2,61+2,61+2,60+2,61+2,61+2,61+2,60+2,59+2,59+2,59+2,58+2,53+2,53+2,53+2,58+2,46+2,44+2,44+2,44+2,46+2,44+2,41+2,41+2,41+2,44+2,"ST,CAM"
210244,61+2,61+2,61+2,61+2,60+2,60+2,60+2,61+2,59+2,59+2,59+2,60+2,54+2,54+2,54+2,60+2,49+2,45+2,45+2,45+2,49+2,47+2,42+2,42+2,42+2,47+2,ST
208196,54+2,54+2,54+2,52+2,53+2,53+2,53+2,52+2,53+2,53+2,53+2,54+2,58+2,58+2,58+2,54+2,62+2,65+2,65+2,65+2,62+2,62+2,65+2,65+2,65+2,62+2,"LB,CB"
243523,43+2,43+2,43+2,40+2,39+2,39+2,39+2,40+2,41+2,41+2,41+2,43+2,46+2,46+2,46+2,43+2,54+2,57+2,57+2,57+2,54+2,57+2,62+2,62+2,62+2,57+2,CB
242755,60+2,60+2,60+2,63+2,61+2,61+2,61+2,63+2,61+2,61+2,61+2,61+2,53+2,53+2,53+2,61+2,46+2,40+2,40+2,40+2,46+2,43+2,36+2,36+2,36+2,43+2,"LM,ST"
242499,61+2,61+2,61+2,63+2,62+2,62+2,62+2,63+2,62+2,62+2,62+2,63+2,57+2,57+2,57+2,63+2,52+2,47+2,47+2,47+2,52+2,50+2,43+2,43+2,43+2,50+2,"ST,RM"
239170,56+2,56+2,56+2,58+2,58+2,58+2,58+2,58+2,60+2,60+2,60+2,60+2,62+2,62+2,62+2,60+2,58+2,59+2,59+2,59+2,58+2,57+2,54+2,54+2,54+2,57+2,CM
225090,62+2,62+2,62+2,60+2,61+2,61+2,61+2,60+2,58+2,58+2,58+2,57+2,49+2,49+2,49+2,57+2,41+2,38+2,38+2,38+2,41+2,39+2,35+2,35+2,35+2,39+2,ST
203842,50+2,50+2,50+2,49+2,48+2,48+2,48+2,49+2,49+2,49+2,49+2,51+2,52+2,52+2,52+2,51+2,57+2,59+2,59+2,59+2,57+2,59+2,62+2,62+2,62+2,59+2,"CB,LB"
244545,61+2,61+2,61+2,53+2,57+2,57+2,57+2,53+2,54+2,54+2,54+2,51+2,48+2,48+2,48+2,51+2,38+2,40+2,40+2,40+2,38+2,38+2,42+2,42+2,42+2,38+2,ST
244033,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,63+2,61+2,61+2,61+2,63+2,63+2,62+2,62+2,62+2,63+2,62+2,59+2,59+2,59+2,62+2,"CM,CDM"
234049,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
223041,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
205377,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
237888,53+2,53+2,53+2,56+2,55+2,55+2,55+2,56+2,56+2,56+2,56+2,58+2,57+2,57+2,57+2,58+2,62+2,60+2,60+2,60+2,62+2,61+2,60+2,60+2,60+2,61+2,"RB,RWB"
203328,59+2,59+2,59+2,62+2,60+2,60+2,60+2,62+2,59+2,59+2,59+2,61+2,53+2,53+2,53+2,61+2,50+2,44+2,44+2,44+2,50+2,49+2,42+2,42+2,42+2,49+2,"RM,LM,ST"
247103,52+2,52+2,52+2,54+2,53+2,53+2,53+2,54+2,53+2,53+2,53+2,56+2,54+2,54+2,54+2,56+2,61+2,58+2,58+2,58+2,61+2,61+2,62+2,62+2,62+2,61+2,LB
239679,59+2,59+2,59+2,61+2,59+2,59+2,59+2,61+2,59+2,59+2,59+2,62+2,58+2,58+2,58+2,62+2,62+2,59+2,59+2,59+2,62+2,61+2,59+2,59+2,59+2,61+2,"RB,RM"
163135,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
219967,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
17725,42+2,42+2,42+2,38+2,38+2,38+2,38+2,38+2,39+2,39+2,39+2,40+2,45+2,45+2,45+2,40+2,51+2,55+2,55+2,55+2,51+2,53+2,62+2,62+2,62+2,53+2,"CB,LB"
201277,52+2,52+2,52+2,52+2,51+2,51+2,51+2,52+2,52+2,52+2,52+2,53+2,55+2,55+2,55+2,53+2,59+2,60+2,60+2,60+2,59+2,59+2,62+2,62+2,62+2,59+2,"CB,CM"
200253,61+2,61+2,61+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,64+2,62+2,62+2,62+2,64+2,56+2,55+2,55+2,55+2,56+2,54+2,51+2,51+2,51+2,54+2,"ST,LM"
242492,59+2,59+2,59+2,62+2,61+2,61+2,61+2,62+2,61+2,61+2,61+2,61+2,56+2,56+2,56+2,61+2,49+2,47+2,47+2,47+2,49+2,47+2,41+2,41+2,41+2,47+2,"RM,RW,ST,CAM"
229436,49+2,49+2,49+2,50+2,49+2,49+2,49+2,50+2,50+2,50+2,50+2,54+2,54+2,54+2,54+2,54+2,61+2,60+2,60+2,60+2,61+2,62+2,63+2,63+2,63+2,62+2,"RB,CB"
221244,63+2,63+2,63+2,62+2,62+2,62+2,62+2,62+2,60+2,60+2,60+2,62+2,55+2,55+2,55+2,62+2,49+2,45+2,45+2,45+2,49+2,46+2,43+2,43+2,43+2,46+2,"RM,ST"
244283,50+2,50+2,50+2,56+2,53+2,53+2,53+2,56+2,53+2,53+2,53+2,57+2,52+2,52+2,52+2,57+2,62+2,56+2,56+2,56+2,62+2,61+2,57+2,57+2,57+2,61+2,"RB,LB,RM"
53818,57+2,57+2,57+2,58+2,58+2,58+2,58+2,58+2,60+2,60+2,60+2,60+2,62+2,62+2,62+2,60+2,62+2,63+2,63+2,63+2,62+2,62+2,62+2,62+2,62+2,62+2,CM
244538,39+2,39+2,39+2,37+2,37+2,37+2,37+2,37+2,36+2,36+2,36+2,38+2,39+2,39+2,39+2,38+2,52+2,52+2,52+2,52+2,52+2,56+2,61+2,61+2,61+2,56+2,CB
176442,61+2,61+2,61+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,62+2,63+2,63+2,63+2,62+2,62+2,63+2,63+2,63+2,62+2,"CM,CDM,LB"
234298,55+2,55+2,55+2,61+2,58+2,58+2,58+2,61+2,59+2,59+2,59+2,62+2,55+2,55+2,55+2,62+2,54+2,51+2,51+2,51+2,54+2,51+2,46+2,46+2,46+2,51+2,"RM,RW"
233018,63+2,63+2,63+2,63+2,63+2,63+2,63+2,63+2,61+2,61+2,61+2,62+2,52+2,52+2,52+2,62+2,46+2,40+2,40+2,40+2,46+2,43+2,38+2,38+2,38+2,43+2,"LW,ST"
228410,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
222266,59+2,59+2,59+2,60+2,59+2,59+2,59+2,60+2,58+2,58+2,58+2,61+2,57+2,57+2,57+2,61+2,62+2,59+2,59+2,59+2,62+2,62+2,60+2,60+2,60+2,62+2,"RB,RM"
244793,62+2,62+2,62+2,52+2,57+2,57+2,57+2,52+2,54+2,54+2,54+2,51+2,48+2,48+2,48+2,51+2,38+2,41+2,41+2,41+2,38+2,38+2,44+2,44+2,44+2,38+2,ST
231993,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
244024,57+2,57+2,57+2,63+2,62+2,62+2,62+2,63+2,61+2,61+2,61+2,61+2,53+2,53+2,53+2,61+2,47+2,41+2,41+2,41+2,47+2,44+2,35+2,35+2,35+2,44+2,"LM,LW"
229176,54+2,54+2,54+2,61+2,59+2,59+2,59+2,61+2,61+2,61+2,61+2,61+2,58+2,58+2,58+2,61+2,56+2,53+2,53+2,53+2,56+2,54+2,49+2,49+2,49+2,54+2,"CAM,LM,CM"
225336,52+2,52+2,52+2,58+2,55+2,55+2,55+2,58+2,56+2,56+2,56+2,59+2,55+2,55+2,55+2,59+2,62+2,57+2,57+2,57+2,62+2,61+2,57+2,57+2,57+2,61+2,LWB
211512,50+2,50+2,50+2,54+2,52+2,52+2,52+2,54+2,53+2,53+2,53+2,57+2,55+2,55+2,55+2,57+2,61+2,59+2,59+2,59+2,61+2,62+2,59+2,59+2,59+2,62+2,"RB,LB"
187959,,,,,,,,,,,,,,,,,,,,,,,,,,,GK
239159,62+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,60+2,60+2,60+2,60+2,51+2,51+2,51+2,60+2,45+2,40+2,40+2,40+2,45+2,42+2,37+2,37+2,37+2,42+2,ST
231735,43+2,43+2,43+2,41+2,41+2,41+2,41+2,41+2,41+2,41+2,41+2,43+2,44+2,44+2,44+2,43+2,55+2,56+2,56+2,56+2,55+2,57+2,62+2,62+2,62+2,57+2,CB
